"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","COMUNIDADES","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"72","5.61946903","0.00119077","0.17795276","0.0","36","18","22","false","C00084","21.22222222","18","0","0","0.85564159","false","0","C00084","77652608","0.29307568"
"73","4.87073843","0.00221979","0.20530768","0.0","61","25","21","false","ALDH2","11.6","25","0","0","0.87903942","false","0","ALDH2","107122956","0.0848"
"75","4.87073843","0.00221979","0.20530768","0.0","61","25","21","false","ALDH1B1","11.6","25","0","0","0.87903942","false","0","ALDH1B1","107122956","0.0848"
"77","4.87073843","0.00221979","0.20530768","0.0","61","25","21","false","ALDH9A1","11.6","25","0","0","0.87903942","false","0","ALDH9A1","107122956","0.0848"
"79","4.87073843","0.00221979","0.20530768","0.0","61","25","21","false","ALDH3A2","11.6","25","0","0","0.87903942","false","0","ALDH3A2","107122956","0.0848"
"81","4.85724648","0.00815773","0.20587796","0.0","61","29","21","false","ALDH7A1","10.31034483","29","0","0","0.87946105","false","0","ALDH7A1","153576076","0.07161804"
"83","6.07834035","7.408E-4","0.16451859","0.0","52","24","22","false","ALDH3A1","9.125","24","0","0","0.84130186","false","0","ALDH3A1","217449752","0.13771186"
"85","6.07834035","7.408E-4","0.16451859","0.0","52","24","22","false","ALDH1A3","9.125","24","0","0","0.84130186","false","0","ALDH1A3","217449752","0.13771186"
"87","6.07834035","7.408E-4","0.16451859","0.0","52","24","22","false","ALDH3B1","9.125","24","0","0","0.84130186","false","0","ALDH3B1","217449752","0.13771186"
"89","6.07834035","7.408E-4","0.16451859","0.0","52","24","22","false","ALDH3B2","9.125","24","0","0","0.84130186","false","0","ALDH3B2","217449752","0.13771186"
"91","5.30248078","0.00259334","0.18859097","0.0","36","6","21","false","AKR1A1","13.16666667","6","0","0","0.86554748","false","0","AKR1A1","31548648","0.20621469"
"93","5.20977804","6.8414E-4","0.19194676","0.02857143","36","21","22","false","ADH1A","16.9047619","21","0","0","0.86844444","false","0","ADH1A","43120614","0.1537415"
"95","5.20977804","6.8414E-4","0.19194676","0.02857143","36","21","22","false","ADH1B","16.9047619","21","0","0","0.86844444","false","0","ADH1B","43120614","0.1537415"
"97","5.20977804","6.8414E-4","0.19194676","0.02857143","36","21","22","false","ADH1C","16.9047619","21","0","0","0.86844444","false","0","ADH1C","43120614","0.1537415"
"99","5.20977804","6.8414E-4","0.19194676","0.02857143","36","21","22","false","ADH4","16.9047619","21","0","0","0.86844444","false","0","ADH4","43120614","0.1537415"
"101","5.2025243","0.0017453","0.19221438","0.02371542","36","23","22","false","ADH5","15.65217391","23","0","0","0.86867112","false","0","ADH5","53388394","0.1389679"
"103","5.20977804","6.8414E-4","0.19194676","0.02857143","36","21","22","false","ADH6","16.9047619","21","0","0","0.86844444","false","0","ADH6","43120614","0.1537415"
"105","5.20977804","6.8414E-4","0.19194676","0.02857143","36","21","22","false","ADH7","16.9047619","21","0","0","0.86844444","false","0","ADH7","43120614","0.1537415"
"107","5.83795155","5.437E-5","0.17129296","0.0","114","2","22","false","ETNPPL","12.0","2","0","0","0.84881401","false","0","ETNPPL","487338","0.5"
"109","5.74597418","0.00158471","0.17403489","0.0","61","14","22","false","C00033","17.35714286","14","0","0","0.85168831","false","0","C00033","85370502","0.30291005"
"111","5.82997244","5.1481E-4","0.1715274","0.0","61","7","22","false","C00258","19.57142857","7","0","0","0.84906336","false","0","C00258","13176702","0.54621849"
"113","5.05498332","0.00273674","0.19782459","0.0","61","12","20","false","C00577","17.0","12","0","0","0.87328177","false","0","C00577","46184924","0.28070175"
"115","5.85594081","2.2E-7","0.17076675","0.0","61","5","22","false","C02670","25.8","5","0","0","0.84825185","false","0","C02670","324","0.88571429"
"117","5.85594081","2.2E-7","0.17076675","0.0","61","5","22","false","C00818","25.8","5","0","0","0.84825185","false","0","C00818","324","0.88571429"
"119","4.18584071","0.01186735","0.23890063","0.01505376","59","31","20","false","C00162","18.29032258","31","0","0","0.90044248","false","0","C00162","119585674","0.05899545"
"121","5.68649354","3.2258E-4","0.1758553","0.0","36","12","22","false","C00071","23.16666667","12","0","0","0.85354708","false","0","C00071","15266318","0.45238095"
"123","5.63136515","0.00294868","0.17757683","0.0","61","17","22","false","C00099","16.35294118","17","0","0","0.85526984","false","0","C00099","209495000","0.22250639"
"125","4.65907442","0.01491287","0.21463491","0.0","12","56","21","false","C00334","20.60714286","56","0","0","0.88565392","false","0","C00334","1354880250","0.12409584"
"127","5.02321195","0.00154733","0.19907581","0.0","23","13","21","false","C06002","21.69230769","13","0","0","0.87427463","false","0","C06002","31834948","0.20901321"
"129","5.02321195","0.00154733","0.19907581","0.0","23","13","21","false","C00349","21.69230769","13","0","0","0.87427463","false","0","C00349","31834948","0.20901321"
"131","5.28013927","0.00109923","0.18938894","0.0","61","7","21","false","C02170","22.28571429","7","0","0","0.86624565","false","0","C02170","13262462","0.43440233"
"133","5.85536051","5.8043E-4","0.17078368","0.0","61","6","22","false","C01181","21.83333333","6","0","0","0.84826998","false","0","C01181","23221724","0.7183908"
"135","5.85594081","2.2E-7","0.17076675","0.0","61","5","22","false","C01149","25.8","5","0","0","0.84825185","false","0","C01149","324","0.88571429"
"137","5.7871754","7.179E-5","0.17279587","0.0","61","6","22","false","C00555","22.66666667","6","0","0","0.85040077","false","0","C00555","924232","0.67708333"
"139","5.71130132","1.5288E-4","0.17509144","0.0","61","7","22","false","C05936","27.85714286","7","0","0","0.85277183","false","0","C05936","4143410","0.46305419"
"141","5.85594081","2.2E-7","0.17076675","0.0","61","5","22","false","C02946","25.8","5","0","0","0.84825185","false","0","C02946","324","0.88571429"
"143","5.7871754","7.179E-5","0.17279587","0.0","61","6","22","false","C05130","22.66666667","6","0","0","0.85040077","false","0","C05130","924232","0.67708333"
"145","5.85594081","2.2E-7","0.17076675","0.0","61","5","22","false","C02835","25.8","5","0","0","0.84825185","false","0","C02835","324","0.88571429"
"147","5.27868852","5.4346E-4","0.18944099","0.0","61","7","21","false","C05635","22.57142857","7","0","0","0.86629098","false","0","C05635","7063078","0.42296919"
"149","5.22152909","5.0594E-4","0.19151478","0.0","61","8","21","false","C05634","27.5","8","0","0","0.86807722","false","0","C05634","11324588","0.34415584"
"151","5.70448281","2.4088E-4","0.17530073","0.0","61","8","22","false","C00637","25.25","8","0","0","0.85298491","false","0","C00637","5714922","0.40416667"
"153","5.85594081","2.2E-7","0.17076675","0.0","61","5","22","false","C00954","25.8","5","0","0","0.84825185","false","0","C00954","324","0.88571429"
"155","5.77934136","0.00105351","0.1730301","0.0","52","12","22","false","C05665","20.66666667","12","0","0","0.85064558","false","0","C05665","81147620","0.35119048"
"238","5.84984767","5.311E-5","0.17094462","0.0","114","2","22","false","C00576","15.5","2","0","0","0.84844226","false","0","C00576","147848","0.5"
"240","5.80429421","1.7729E-4","0.17228624","0.0","190","2","22","false","C00719","16.5","2","0","0","0.84986581","false","0","C00719","256714","0.5"
"247","5.85274917","0.00434525","0.17085988","0.0","173","3","22","false","C04076","11.33333333","3","0","0","0.84835159","false","0","C04076","34845958","0.33333333"
"249","5.8341796","2.9237E-4","0.17140371","0.0","88","2","22","false","C00956","17.5","2","0","0","0.84893189","false","0","C00956","2179996","0.5"
"265","5.91571159","5.7902E-4","0.16904137","0.0","145","6","22","false","ACSS2","10.16666667","6","0","0","0.84638401","false","0","ACSS2","27973584","0.21317829"
"267","5.91571159","5.7902E-4","0.16904137","0.0","145","6","22","false","ACSS1","10.16666667","6","0","0","0.84638401","false","0","ACSS1","27973584","0.21317829"
"269","5.92441607","9.71E-5","0.16879301","0.0","61","2","22","false","ACOT12","20.5","2","0","0","0.846112","false","0","ACOT12","1081796","0.52702703"
"271","6.74553895","1.4505E-4","0.14824612","0.0","61","2","23","false","ACYP1","8.0","2","0","0","0.82045191","false","0","ACYP1","9655470","0.53846154"
"273","6.74553895","1.4505E-4","0.14824612","0.0","61","2","23","false","ACYP2","8.0","2","0","0","0.82045191","false","0","ACYP2","9655470","0.53846154"
"276","6.18540548","5.676E-5","0.16167089","0.0","52","6","23","false","C05827","27.0","6","0","0","0.83795608","false","0","C05827","51618174","0.53061224"
"278","7.07732482","1.0E-8","0.14129633","0.0","52","4","23","false","C05828","24.0","4","0","0","0.8100836","false","0","C05828","12","1.0"
"280","6.18540548","5.676E-5","0.16167089","0.0","52","6","23","false","C05583","27.0","6","0","0","0.83795608","false","0","C05583","51618174","0.53061224"
"282","6.33483244","3.395E-5","0.15785737","0.0","52","6","23","false","C05584","21.33333333","6","0","0","0.83328649","false","0","C05584","38916382","0.58095238"
"284","5.91817786","5.3293E-4","0.16897093","0.0","36","13","23","false","C05577","23.92307692","13","0","0","0.84630694","false","0","C05577","74007820","0.34213548"
"286","6.33483244","3.395E-5","0.15785737","0.0","52","6","23","false","C05580","21.33333333","6","0","0","0.83328649","false","0","C05580","38916382","0.58095238"
"288","6.18453504","7.823E-5","0.16169364","0.0","52","8","23","false","C04043","22.75","8","0","0","0.83798328","false","0","C04043","65153208","0.435"
"290","6.33483244","3.395E-5","0.15785737","0.0","52","6","23","false","C01161","21.33333333","6","0","0","0.83328649","false","0","C01161","38916382","0.58095238"
"292","6.33483244","3.395E-5","0.15785737","0.0","52","6","23","false","C05582","21.33333333","6","0","0","0.83328649","false","0","C05582","38916382","0.58095238"
"294","6.18540548","5.676E-5","0.16167089","0.0","52","6","23","false","C05581","27.0","6","0","0","0.83795608","false","0","C05581","51618174","0.53061224"
"296","6.18453504","7.823E-5","0.16169364","0.0","52","8","23","false","C03765","22.75","8","0","0","0.83798328","false","0","C03765","65153208","0.435"
"298","7.07732482","1.0E-8","0.14129633","0.0","52","4","23","false","C00642","24.0","4","0","0","0.8100836","false","0","C00642","12","1.0"
"300","6.18453504","7.823E-5","0.16169364","0.0","52","8","23","false","C00601","22.75","8","0","0","0.83798328","false","0","C00601","65153208","0.435"
"302","7.07732482","1.0E-8","0.14129633","0.0","52","4","23","false","C07086","24.0","4","0","0","0.8100836","false","0","C07086","12","1.0"
"305","5.94429131","3.5882E-4","0.16822863","0.0","52","5","22","false","C11150","30.2","5","0","0","0.8454909","false","0","C11150","10037908","0.37922078"
"307","6.15624547","8.561E-5","0.16243667","0.0","36","11","23","false","C06899","22.27272727","11","0","0","0.83886733","false","0","C06899","15699234","0.51884701"
"309","5.56767735","0.00216794","0.17960811","0.0","17","32","21","false","C07645","29.875","32","0","0","0.85726008","false","0","C07645","220102412","0.375"
"311","7.07732482","1.0E-8","0.14129633","0.0","52","4","23","false","C07646","24.0","4","0","0","0.8100836","false","0","C07646","12","1.0"
"313","6.15624547","8.561E-5","0.16243667","0.0","36","11","23","false","C16587","22.27272727","11","0","0","0.83886733","false","0","C16587","15699234","0.51884701"
"315","7.07732482","1.0E-8","0.14129633","0.0","52","4","23","false","C16591","24.0","4","0","0","0.8100836","false","0","C16591","12","1.0"
"383","4.68837952","0.00512573","0.21329331","0.0","36","17","21","false","C00469","20.82352941","17","0","0","0.88473814","false","0","C00469","218895314","0.25414781"
"392","4.09357319","9.5241E-4","0.24428536","0.09090909","8","11","20","false","GRIN3A","246.90909091","11","0","0","0.90332584","false","0","GRIN3A","40408266","0.27506088"
"394","4.09357319","9.5241E-4","0.24428536","0.09090909","8","11","20","false","GRIN3B","246.90909091","11","0","0","0.90332584","false","0","GRIN3B","40408266","0.27506088"
"396","4.01276657","0.00250458","0.24920463","0.31724138","8","30","20","false","GRIN1","129.76666667","30","0","0","0.90585104","false","0","GRIN1","99833546","0.12571059"
"398","3.99129552","0.00161033","0.25054522","0.31827957","8","31","20","false","GRIN2A","127.38709677","31","0","0","0.90652202","false","0","GRIN2A","83528314","0.1212596"
"400","3.98940955","0.00270654","0.25066366","0.30040323","8","32","20","false","GRIN2B","123.875","32","0","0","0.90658095","false","0","GRIN2B","101997726","0.1166137"
"402","4.01465255","0.0014696","0.24908756","0.33743842","8","29","20","false","GRIN2C","133.72413793","29","0","0","0.90579211","false","0","GRIN2C","81813358","0.13103448"
"404","4.01465255","0.0014696","0.24908756","0.33743842","8","29","20","false","GRIN2D","133.72413793","29","0","0","0.90579211","false","0","GRIN2D","81813358","0.13103448"
"406","4.03641375","0.00616942","0.24774467","0.21333333","31","25","20","false","TRPV1","164.96","25","0","0","0.90511207","false","0","TRPV1","84534214","0.14943739"
"408","5.68823444","0.0","0.17580147","0.0","36","1","22","false","SLC29A1","17.0","1","0","0","0.85349267","false","0","SLC29A1","0","0.0"
"410","5.18090817","0.00171289","0.19301635","0.0","15","23","22","false","C00191","33.73913043","23","0","0","0.86934662","false","0","C00191","37444626","0.51154891"
"412","6.29711301","0.00144844","0.15880293","0.0","210","3","22","false","C00800","4.0","3","0","0","0.83446522","false","0","C00800","16581716","0.33333333"
"415","5.41273756","0.00179767","0.1847494","0.0","99","6","20","false","C00116","10.66666667","6","0","0","0.86210195","false","0","C00116","19468080","0.23015873"
"417","6.20063833","1.9E-7","0.16127372","0.0","36","7","23","false","C00226","21.28571429","7","0","0","0.83748005","false","0","C00226","414","0.92207792"
"421","6.06847526","7.585E-5","0.16478604","0.0","36","9","23","false","C05576","20.11111111","9","0","0","0.84161015","false","0","C05576","2400816","0.51651652"
"423","5.03467286","0.00408342","0.19862264","0.16","36","26","22","false","DGAT1","16.30769231","26","0","0","0.87391647","false","0","DGAT1","57252944","0.11965812"
"425","5.32525751","9.5249E-4","0.18778435","0.10461538","36","26","22","false","CYP26A1","14.84615385","26","0","0","0.8648357","false","0","CYP26A1","23874192","0.14874411"
"427","5.32525751","9.5249E-4","0.18778435","0.10461538","36","26","22","false","CYP26C1","14.84615385","26","0","0","0.8648357","false","0","CYP26C1","23874192","0.14874411"
"429","5.32525751","9.5249E-4","0.18778435","0.10461538","36","26","22","false","CYP26B1","14.84615385","26","0","0","0.8648357","false","0","CYP26B1","23874192","0.14874411"
"431","5.72885536","1.9634E-4","0.17455494","0.22077922","36","22","23","false","AWAT2","14.86363636","22","0","0","0.85222327","false","0","AWAT2","5388798","0.24621212"
"433","5.77731031","8.0707E-4","0.17309093","0.0","36","22","23","false","C00473","12.63636364","22","0","0","0.85070905","false","0","C00473","20777526","0.25858586"
"435","5.00130567","0.00209696","0.19994779","0.0","36","22","21","false","C00376","13.04545455","22","0","0","0.8749592","false","0","C00376","26489264","0.18531469"
"437","5.50877702","7.4404E-4","0.18152849","0.0","15","27","22","false","C07490","35.0","27","0","0","0.85910072","false","0","C07490","33502180","0.30088496"
"441","6.20063833","1.9E-7","0.16127372","0.0","36","7","23","false","C16551","21.28571429","7","0","0","0.83748005","false","0","C16551","414","0.92207792"
"443","6.20063833","1.9E-7","0.16127372","0.0","36","7","23","false","C16586","21.28571429","7","0","0","0.83748005","false","0","C16586","414","0.92207792"
"446","6.20063833","1.9E-7","0.16127372","0.0","36","7","23","false","C16595","21.28571429","7","0","0","0.83748005","false","0","C16595","414","0.92207792"
"448","6.20063833","1.9E-7","0.16127372","0.0","36","7","23","false","C16596","21.28571429","7","0","0","0.83748005","false","0","C16596","414","0.92207792"
"512","6.15522994","3.7661E-4","0.16246347","0.0","85","3","23","false","C00058","11.0","3","0","0","0.83889906","false","0","C00058","3098234","0.34482759"
"528","6.20208908","1.3818E-4","0.16123599","0.0","85","2","23","false","C00067","12.5","2","0","0","0.83743472","false","0","C00067","2399010","0.52272727"
"568","5.8221384","0.00102449","0.1717582","0.0","13","16","22","false","C00068","7.8125","16","0","0","0.84930817","false","0","C00068","25847068","0.18923611"
"569","5.03351226","0.00225559","0.19866843","0.0","57","12","22","false","PDHA1","15.41666667","12","0","0","0.87395274","false","0","PDHA1","45766280","0.12428161"
"571","5.03351226","0.00225559","0.19866843","0.0","57","12","22","false","PDHA2","15.41666667","12","0","0","0.87395274","false","0","PDHA2","45766280","0.12428161"
"573","5.03351226","0.00225559","0.19866843","0.0","57","12","22","false","PDHB","15.41666667","12","0","0","0.87395274","false","0","PDHB","45766280","0.12428161"
"575","5.95488176","7.1847E-4","0.16792945","0.0","57","8","23","false","OGDH","7.875","8","0","0","0.84515994","false","0","OGDH","11524470","0.18581081"
"577","5.98534745","3.0151E-4","0.16707468","0.0","57","5","23","false","OGDHL","10.4","5","0","0","0.84420789","false","0","OGDHL","6255842","0.27647059"
"579","5.34498767","1.3298E-4","0.18709117","0.0","13","6","21","false","AK7","23.66666667","6","0","0","0.86421914","false","0","AK7","10335970","0.30630631"
"581","5.34498767","1.3298E-4","0.18709117","0.0","13","6","21","false","AK8","23.66666667","6","0","0","0.86421914","false","0","AK8","10335970","0.30630631"
"583","5.34498767","1.3298E-4","0.18709117","0.0","13","6","21","false","AK1","23.66666667","6","0","0","0.86421914","false","0","AK1","10335970","0.30630631"
"585","5.34498767","1.3298E-4","0.18709117","0.0","13","6","21","false","AK2","23.66666667","6","0","0","0.86421914","false","0","AK2","10335970","0.30630631"
"587","5.34498767","1.3298E-4","0.18709117","0.0","13","6","21","false","AK4","23.66666667","6","0","0","0.86421914","false","0","AK4","10335970","0.30630631"
"589","5.34498767","1.3298E-4","0.18709117","0.0","13","6","21","false","AK5","23.66666667","6","0","0","0.86421914","false","0","AK5","10335970","0.30630631"
"591","5.34498767","1.3298E-4","0.18709117","0.0","13","6","21","false","LOC390877","23.66666667","6","0","0","0.86421914","false","0","LOC390877","10335970","0.30630631"
"593","5.40316263","2.9262E-4","0.18507679","0.0","13","4","21","false","NTPCR","23.0","4","0","0","0.86240117","false","0","NTPCR","7037670","0.33846154"
"595","5.9770782","0.00125249","0.16730583","0.0","78","14","23","false","BCKDHA","5.0","14","0","0","0.84446631","false","0","BCKDHA","55303344","0.13793103"
"597","5.9770782","0.00125249","0.16730583","0.0","78","14","23","false","BCKDHB","5.0","14","0","0","0.84446631","false","0","BCKDHB","55303344","0.13793103"
"599","6.3666038","6.471E-5","0.15706961","0.0","146","2","23","false","TPK1","11.0","2","0","0","0.83229363","false","0","TPK1","220504","0.5"
"601","4.61482664","0.01639262","0.21669286","0.0","63","32","21","false","C00022","9.3125","32","0","0","0.88703667","false","0","C00022","219818698","0.08396465"
"603","6.03278689","1.0E-8","0.16576087","0.0","57","3","23","false","C05125","12.0","3","0","0","0.84272541","false","0","C05125","6","1.0"
"605","5.99782388","1.7701E-4","0.16672714","0.0","57","8","23","false","C15972","11.25","8","0","0","0.843818","false","0","C15972","2129672","0.33064516"
"607","6.03046569","2.0E-7","0.16582467","0.0","57","4","23","false","C16255","11.25","4","0","0","0.84279795","false","0","C16255","798","0.85416667"
"609","5.04511824","0.00712776","0.19821141","0.0","23","27","21","false","C00024","12.77777778","27","0","0","0.87359006","false","0","C00024","296869348","0.09981168"
"611","5.04685913","0.00551437","0.19814304","0.0","57","23","22","false","C00026","7.73913043","23","0","0","0.87353565","false","0","C00026","91320118","0.1271534"
"613","5.93892355","7.7459E-4","0.16838068","0.0","57","10","23","false","C00091","7.1","10","0","0","0.84565864","false","0","C00091","22513672","0.32105263"
"615","5.58494124","0.01093949","0.17905291","0.0","57","24","23","false","C00037","7.08333333","24","0","0","0.85672059","false","0","C00037","216597132","0.06992337"
"617","5.17655593","0.00220687","0.19317863","0.0","57","18","22","false","C00014","6.44444444","18","0","0","0.86948263","false","0","C00014","23283352","0.15555556"
"619","5.93877847","0.0012938","0.1683848","0.0","57","13","22","false","C00143","7.0","13","0","0","0.84566317","false","0","C00143","24442644","0.22222222"
"621","4.37124619","0.00396402","0.22876771","0.23809524","35","7","21","false","PDK1","63.71428571","7","0","0","0.89464856","false","0","PDK1","71684966","0.3296131"
"645","5.32264616","9.7382E-4","0.18787648","0.0","57","9","22","false","DLAT","17.22222222","9","0","0","0.86491731","false","0","DLAT","19983726","0.15904139"
"647","4.28637748","0.00196482","0.23329723","0.09090909","35","11","21","false","LDHAL6A","54.45454545","11","0","0","0.8973007","false","0","LDHAL6A","58671862","0.18622208"
"649","4.28637748","0.00196482","0.23329723","0.09090909","35","11","21","false","LDHA","54.45454545","11","0","0","0.8973007","false","0","LDHA","58671862","0.18622208"
"651","4.28637748","0.00196482","0.23329723","0.09090909","35","11","21","false","LDHB","54.45454545","11","0","0","0.8973007","false","0","LDHB","58671862","0.18622208"
"653","4.28637748","0.00196482","0.23329723","0.09090909","35","11","21","false","LDHC","54.45454545","11","0","0","0.8973007","false","0","LDHC","58671862","0.18622208"
"655","4.28637748","0.00196482","0.23329723","0.09090909","35","11","21","false","LDHAL6B","54.45454545","11","0","0","0.8973007","false","0","LDHAL6B","58671862","0.18622208"
"657","4.67459742","0.00260822","0.21392216","0.02631579","47","20","20","false","PKLR","20.05","20","0","0","0.88516883","false","0","PKLR","49286596","0.11184971"
"659","3.96561729","0.01041919","0.25216755","0.05789474","47","20","20","false","PKM","137.4","20","0","0","0.90732446","false","0","PKM","206151638","0.13589871"
"661","5.31800377","0.00232778","0.18804048","0.0","57","13","22","false","DLD","13.23076923","13","0","0","0.86506238","false","0","DLD","33527242","0.11538462"
"663","5.46032207","1.467E-5","0.18313938","0.0","63","2","21","false","PC","22.0","2","0","0","0.86061494","false","0","PC","88974","0.525"
"665","5.03264181","0.00452102","0.1987028","0.0","63","18","21","false","GOT1","13.22222222","18","0","0","0.87397994","false","0","GOT1","209318342","0.08202834"
"667","5.03264181","0.00452102","0.1987028","0.0","63","18","21","false","GOT2","13.22222222","18","0","0","0.87397994","false","0","GOT2","209318342","0.08202834"
"669","5.15610039","4.6582E-4","0.19394502","0.0","63","4","22","false","GPT","32.25","4","0","0","0.87012186","false","0","GPT","28456606","0.29205607"
"671","5.15610039","4.6582E-4","0.19394502","0.0","63","4","22","false","GPT2","32.25","4","0","0","0.87012186","false","0","GPT2","28456606","0.29205607"
"673","5.47671551","0.00145472","0.18259119","0.0","159","6","22","false","AGXT","14.16666667","6","0","0","0.86010264","false","0","AGXT","15858286","0.21236559"
"675","5.43798056","0.00117385","0.18389179","0.0","78","7","22","false","AGXT2","12.42857143","7","0","0","0.86131311","false","0","AGXT2","10520472","0.21563342"
"677","5.5467866","0.00104173","0.18028456","0.0","88","9","22","false","CTH","9.33333333","9","0","0","0.85791292","false","0","CTH","11432522","0.16025641"
"679","5.53590599","0.00117606","0.18063891","0.0","57","6","22","false","SDS","13.5","6","0","0","0.85825294","false","0","SDS","22670944","0.21929825"
"681","5.53590599","0.00117606","0.18063891","0.0","57","6","22","false","SDSL","13.5","6","0","0","0.85825294","false","0","SDSL","22670944","0.21929825"
"683","5.42028144","0.00183479","0.18449226","0.0","88","15","22","false","KYAT3","6.73333333","15","0","0","0.8618662","false","0","KYAT3","20615936","0.10238095"
"685","5.42028144","0.00183479","0.18449226","0.0","88","15","22","false","KYAT1","6.73333333","15","0","0","0.8618662","false","0","KYAT1","20615936","0.10238095"
"687","5.59959379","0.0016953","0.17858438","0.06666667","130","6","22","false","MPST","9.66666667","6","0","0","0.85626269","false","0","MPST","28563432","0.225"
"689","5.59959379","0.0016953","0.17858438","0.06666667","130","6","22","false","TST","9.66666667","6","0","0","0.85626269","false","0","TST","28563432","0.225"
"691","5.59741767","3.9818E-4","0.17865381","0.0","63","4","22","false","HOGA1","10.5","4","0","0","0.8563307","false","0","HOGA1","3465126","0.27142857"
"693","5.54432032","3.5308E-4","0.18036476","0.0","87","3","22","false","FAHD1","15.33333333","3","0","0","0.85798999","false","0","FAHD1","2109772","0.33333333"
"695","5.61352096","6.2614E-4","0.17814131","0.0","234","2","22","false","LDHD","17.0","2","0","0","0.85582747","false","0","LDHD","3908038","0.5"
"697","5.5932105","3.797E-5","0.17878819","0.0","63","2","22","false","ME2","20.5","2","0","0","0.85646217","false","0","ME2","177810","0.52702703"
"699","4.57812273","0.00180214","0.21843014","0.2","19","6","21","false","ME3","72.33333333","6","0","0","0.88818366","false","0","ME3","21130770","0.44171779"
"701","4.57812273","0.00180214","0.21843014","0.2","19","6","21","false","ME1","72.33333333","6","0","0","0.88818366","false","0","ME1","21130770","0.44171779"
"713","5.67430727","0.00105989","0.17623297","0.0","116","3","21","false","ACLY","15.66666667","3","0","0","0.8539279","false","0","ACLY","98169900","0.34920635"
"715","5.67430727","0.00105989","0.17623297","0.0","116","3","21","false","CS","15.66666667","3","0","0","0.8539279","false","0","CS","98169900","0.34920635"
"717","4.98926447","0.01216973","0.20043035","0.0","68","50","21","false","FASN","7.12","50","0","0","0.87533549","false","0","FASN","240379298","0.06309278"
"719","5.68576817","9.513E-4","0.17587773","0.0","68","34","22","false","MCAT","4.44117647","34","0","0","0.85356974","false","0","MCAT","33096450","0.05832502"
"721","4.57173945","0.00122238","0.21873513","0.15555556","14","10","20","false","ACACA","68.0","10","0","0","0.88838314","false","0","ACACA","93343728","0.46122449"
"723","4.44450892","0.00172488","0.22499674","0.08333333","14","16","20","false","ACACB","49.8125","16","0","0","0.8923591","false","0","ACACB","99462846","0.27844101"
"725","5.54707674","9.6116E-4","0.18027513","0.0","23","24","22","false","ACAA2","12.0","24","0","0","0.85790385","false","0","ACAA2","16231076","0.11"
"727","5.54707674","9.6116E-4","0.18027513","0.0","23","24","22","false","HADHB","12.0","24","0","0","0.85790385","false","0","HADHB","16231076","0.11"
"729","5.89119396","1.7066E-4","0.16974488","0.0","23","19","22","false","ACAT1","10.84210526","19","0","0","0.84715019","false","0","ACAT1","3920308","0.17575188"
"731","5.89119396","1.7066E-4","0.16974488","0.0","23","19","22","false","ACAT2","10.84210526","19","0","0","0.84715019","false","0","ACAT2","3920308","0.17575188"
"733","4.59408095","0.0071495","0.21767139","0.00645161","23","31","21","false","ACAA1","20.29032258","31","0","0","0.88768497","false","0","ACAA1","144792236","0.10669975"
"735","4.62527202","7.471E-4","0.2162035","0.14285714","19","7","21","false","HMGCS1","62.85714286","7","0","0","0.88671025","false","0","HMGCS1","20453350","0.39263252"
"737","4.62527202","7.471E-4","0.2162035","0.14285714","19","7","21","false","HMGCS2","62.85714286","7","0","0","0.88671025","false","0","HMGCS2","20453350","0.39263252"
"739","6.02147106","7.186E-5","0.16607238","0.0","23","3","22","false","HMGCL","13.66666667","3","0","0","0.84307903","false","0","HMGCL","1044902","0.37254902"
"741","6.02147106","7.186E-5","0.16607238","0.0","23","3","22","false","HMGCLL1","13.66666667","3","0","0","0.84307903","false","0","HMGCLL1","1044902","0.37254902"
"743","5.77469897","2.3203E-4","0.1731692","0.0","23","5","22","false","ALDH6A1","13.4","5","0","0","0.85079066","false","0","ALDH6A1","2668606","0.28181818"
"745","4.60220514","0.00117431","0.21728714","0.0","14","9","20","false","MLYCD","72.66666667","9","0","0","0.88743109","false","0","MLYCD","92458552","0.57795699"
"747","6.03061076","2.6843E-4","0.16582068","0.0","23","3","22","false","NAT8B","11.0","3","0","0","0.84279341","false","0","NAT8B","16541310","0.35714286"
"749","6.03061076","2.6843E-4","0.16582068","0.0","23","3","22","false","NAT8","11.0","3","0","0","0.84279341","false","0","NAT8","16541310","0.35714286"
"752","6.30944436","8.521E-5","0.15849256","0.0","57","4","23","false","C15973","9.0","4","0","0","0.83407986","false","0","C15973","1407788","0.36363636"
"760","6.91803279","2.11E-5","0.14454976","0.0","57","5","24","false","DLST","5.2","5","0","0","0.81506148","false","0","DLST","438096","0.3"
"762","6.34005513","3.1511E-4","0.15772734","0.0","78","9","23","false","DBT","4.44444444","9","0","0","0.83312328","false","0","DBT","4631444","0.17222222"
"764","4.73117656","5.1827E-4","0.21136392","0.0","12","30","21","false","C00186","29.5","30","0","0","0.88340073","false","0","C00186","22690296","0.25446429"
"770","4.17234876","0.00657739","0.23967316","0.13033314","12","59","21","false","DRD2","98.62711864","59","0","0","0.9008641","false","0","DRD2","634744466","0.11398403"
