"SUID","ALL-PATH-LIST","EdgeBetweenness","interaction","name","NPATHWAYS","PATHWAY","selected","shared interaction","shared name"
"262132","hsa00440","6086.70552134","interaction","C05674 (interaction) CEPT1","1","hsa00440","false","interaction","C05674 (interaction) CEPT1"
"262134","hsa00440","886.6961661","interaction","C05674 (interaction) SELENOI","1","hsa00440","false","interaction","C05674 (interaction) SELENOI"
"262127","hsa00440","1247.0","interaction","C06459 (interaction) PCYT1B","1","hsa00440","false","interaction","C06459 (interaction) PCYT1B"
"262129","hsa00440","3338.20084372","interaction","PCYT1A (interaction) C05674","1","hsa00440","false","interaction","PCYT1A (interaction) C05674"
"262130","hsa00440","3338.20084372","interaction","PCYT1B (interaction) C05674","1","hsa00440","false","interaction","PCYT1B (interaction) C05674"
"262139","hsa00440","1324.3038339","interaction","C05673 (interaction) SELENOI","1","hsa00440","false","interaction","C05673 (interaction) SELENOI"
"262141","hsa00440","2190.0","interaction","CEPT1 (interaction) C05675","1","hsa00440","false","interaction","CEPT1 (interaction) C05675"
"262142","hsa00440","8.0","interaction","SELENOI (interaction) C05675","1","hsa00440","false","interaction","SELENOI (interaction) C05675"
"262136","hsa00440","2190.0","interaction","CEPT1 (interaction) C05676","1","hsa00440","false","interaction","CEPT1 (interaction) C05676"
"262137","hsa00440","8.0","interaction","SELENOI (interaction) C05676","1","hsa00440","false","interaction","SELENOI (interaction) C05676"
"262138","hsa00440","4775.48311936","interaction","C05673 (interaction) CEPT1","1","hsa00440","false","interaction","C05673 (interaction) CEPT1"
"262147","hsa00450","3.33333333","interaction","C05684 (interaction) TXNRD3","1","hsa00450","false","interaction","C05684 (interaction) TXNRD3"
"262149","hsa00450","3.33333333","interaction","C05684 (interaction) TXNRD1","1","hsa00450","false","interaction","C05684 (interaction) TXNRD1"
"262145","hsa00450","3.33333333","interaction","C05684 (interaction) TXNRD2","1","hsa00450","false","interaction","C05684 (interaction) TXNRD2"
"262155","hsa00450","20.0","interaction","C01528 (interaction) SEPHS2","1","hsa00450","false","interaction","C01528 (interaction) SEPHS2"
"262157","hsa00450","20.0","interaction","C01528 (interaction) SEPHS1","1","hsa00450","false","interaction","C01528 (interaction) SEPHS1"
"262151","hsa00450","10.0","interaction","TXNRD2 (interaction) C01528","1","hsa00450","false","interaction","TXNRD2 (interaction) C01528"
"262152","hsa00450","10.0","interaction","TXNRD3 (interaction) C01528","1","hsa00450","false","interaction","TXNRD3 (interaction) C01528"
"262153","hsa00450","10.0","interaction","TXNRD1 (interaction) C01528","1","hsa00450","false","interaction","TXNRD1 (interaction) C01528"
"262163","hsa00450","2499.0","interaction","C05688 (interaction) SCLY","1","hsa00450","false","interaction","C05688 (interaction) SCLY"
"262164","hsa00450","12.0","interaction","SCLY (interaction) C01528","1","hsa00450","false","interaction","SCLY (interaction) C01528"
"262165","hsa00450","4984.0","interaction","SCLY (interaction) C00041","1","hsa00450","false","interaction","SCLY (interaction) C00041"
"262159","hsa00450","15.0","interaction","SEPHS2 (interaction) C05172","1","hsa00450","false","interaction","SEPHS2 (interaction) C05172"
"262160","hsa00450","15.0","interaction","SEPHS1 (interaction) C05172","1","hsa00450","false","interaction","SEPHS1 (interaction) C05172"
"262172","hsa00450","1098.5","interaction","MARS (interaction) C05336","1","hsa00450","false","interaction","MARS (interaction) C05336"
"262173","hsa00450","1098.5","interaction","MARS2 (interaction) C05336","1","hsa00450","false","interaction","MARS2 (interaction) C05336"
"262174","hsa00450","7770.73530827","interaction","C05335 (interaction) CTH","1","hsa00450","false","interaction","C05335 (interaction) CTH"
"262168","hsa00450","478.23505401","interaction","C05335 (interaction) MARS","1","hsa00450","false","interaction","C05335 (interaction) MARS"
"262170","hsa00450","478.23505401","interaction","C05335 (interaction) MARS2","1","hsa00450","false","interaction","C05335 (interaction) MARS2"
"262179","hsa00450","514.23688044","interaction","C05689 (interaction) KYAT1","1","hsa00450","false","interaction","C05689 (interaction) KYAT1"
"262180","hsa00450","678.77931538","interaction","KYAT3 (interaction) C05703","1","hsa00450","false","interaction","KYAT3 (interaction) C05703"
"262181","hsa00450","678.77931538","interaction","KYAT1 (interaction) C05703","1","hsa00450","false","interaction","KYAT1 (interaction) C05703"
"262176","hsa00450","839.44136924","interaction","CTH (interaction) C05703","1","hsa00450","false","interaction","CTH (interaction) C05703"
"262178","hsa00450","514.23688044","interaction","C05689 (interaction) KYAT3","1","hsa00450","false","interaction","C05689 (interaction) KYAT3"
"262188","hsa00450,hsa00970,","4398.0","interaction","C16638 (interaction) SEPSECS","2","NA","false","interaction","C16638 (interaction) SEPSECS"
"262190","hsa00450,hsa00970,","2211.0","interaction","SEPSECS (interaction) C06482","2","NA","false","interaction","SEPSECS (interaction) C06482"
"262183","hsa00450","1098.5","interaction","KYAT3 (interaction) C18904","1","hsa00450","false","interaction","KYAT3 (interaction) C18904"
"262184","hsa00450","1098.5","interaction","KYAT1 (interaction) C18904","1","hsa00450","false","interaction","KYAT1 (interaction) C18904"
"262186","hsa00450","22.0","interaction","C05172 (interaction) SEPSECS","1","hsa00450","false","interaction","C05172 (interaction) SEPSECS"
"262196","hsa00450","1247.0","interaction","C05697 (interaction) PAPSS2","1","hsa00450","false","interaction","C05697 (interaction) PAPSS2"
"262197","hsa00450","1247.0","interaction","C05697 (interaction) PAPSS1","1","hsa00450","false","interaction","C05697 (interaction) PAPSS1"
"262193","hsa00450,hsa00970,","8792.0","interaction","C06481 (interaction) PSTK","2","NA","false","interaction","C06481 (interaction) PSTK"
"262194","hsa00450,hsa00970,","6596.0","interaction","PSTK (interaction) C16638","2","NA","false","interaction","PSTK (interaction) C16638"
"262203","hsa00450","1247.0","interaction","C05699 (interaction) KYAT1","1","hsa00450","false","interaction","C05699 (interaction) KYAT1"
"262205","hsa00450","2186.33308812","interaction","KYAT3 (interaction) C05698","1","hsa00450","false","interaction","KYAT3 (interaction) C05698"
"262206","hsa00450","2186.33308812","interaction","KYAT1 (interaction) C05698","1","hsa00450","false","interaction","KYAT1 (interaction) C05698"
"262199","hsa00450","1098.5","interaction","PAPSS2 (interaction) C05686","1","hsa00450","false","interaction","PAPSS2 (interaction) C05686"
"262200","hsa00450","1098.5","interaction","PAPSS1 (interaction) C05686","1","hsa00450","false","interaction","PAPSS1 (interaction) C05686"
"262202","hsa00450","1247.0","interaction","C05699 (interaction) KYAT3","1","hsa00450","false","interaction","C05699 (interaction) KYAT3"
"262211","hsa00450","3.33333333","interaction","C18902 (interaction) TXNRD3","1","hsa00450","false","interaction","C18902 (interaction) TXNRD3"
"262212","hsa00450","3.33333333","interaction","C18902 (interaction) TXNRD1","1","hsa00450","false","interaction","C18902 (interaction) TXNRD1"
"262213","hsa00450","1.66666667","interaction","TXNRD2 (interaction) C05703","1","hsa00450","false","interaction","TXNRD2 (interaction) C05703"
"262214","hsa00450","1.66666667","interaction","TXNRD3 (interaction) C05703","1","hsa00450","false","interaction","TXNRD3 (interaction) C05703"
"262207","hsa00450","4669.66617624","interaction","C05698 (interaction) MTR","1","hsa00450","false","interaction","C05698 (interaction) MTR"
"262208","hsa00450","8430.20541629","interaction","MTR (interaction) C05335","1","hsa00450","false","interaction","MTR (interaction) C05335"
"262210","hsa00450","3.33333333","interaction","C18902 (interaction) TXNRD2","1","hsa00450","false","interaction","C18902 (interaction) TXNRD2"
"262220","hsa00450","2199.0","interaction","INMT (interaction) C18872","1","hsa00450","false","interaction","INMT (interaction) C18872"
"262221","hsa00450","4.0","interaction","C18872 (interaction) INMT","1","hsa00450","false","interaction","C18872 (interaction) INMT"
"262222","hsa00450","1465.52623911","interaction","C05689 (interaction) CTH","1","hsa00450","false","interaction","C05689 (interaction) CTH"
"262215","hsa00450","1.66666667","interaction","TXNRD1 (interaction) C05703","1","hsa00450","false","interaction","TXNRD1 (interaction) C05703"
"262217","hsa00450","4.0","interaction","C02535 (interaction) INMT","1","hsa00450","false","interaction","C02535 (interaction) INMT"
"262218","hsa00450","2199.0","interaction","INMT (interaction) C02535","1","hsa00450","false","interaction","INMT (interaction) C02535"
"262227","hsa00471","2199.0","interaction","DGLUCY (interaction) C02237","1","hsa00471","false","interaction","DGLUCY (interaction) C02237"
"262229","hsa00471","2494.0","interaction","C00819 (interaction) GLS2","1","hsa00471","false","interaction","C00819 (interaction) GLS2"
"262230","hsa00471","6591.0","interaction","GLS2 (interaction) C00217","1","hsa00471","false","interaction","GLS2 (interaction) C00217"
"262225","hsa00471","4396.0","interaction","C00217 (interaction) DGLUCY","1","hsa00471","false","interaction","C00217 (interaction) DGLUCY"
"262236","hsa00472","2494.0","interaction","C00792 (interaction) DAO","1","hsa00472","false","interaction","C00792 (interaction) DAO"
"262238","hsa00472","2197.0","interaction","DAO (interaction) C03771","1","hsa00472","false","interaction","DAO (interaction) C03771"
"262232","hsa00472","2494.0","interaction","C00515 (interaction) DAO","1","hsa00472","false","interaction","C00515 (interaction) DAO"
"262234","hsa00472","2197.0","interaction","DAO (interaction) C01110","1","hsa00472","false","interaction","DAO (interaction) C01110"
"262243","hsa00480","1447.95930901","interaction","ANPEP (interaction) C05726","1","hsa00480","false","interaction","ANPEP (interaction) C05726"
"262244","hsa00480","44429.63250421","interaction","ANPEP (interaction) C00037","1","hsa00480","false","interaction","ANPEP (interaction) C00037"
"262246","hsa00480","59438.76755484","interaction","C02320 (interaction) GGT6","1","hsa00480","false","interaction","C02320 (interaction) GGT6"
"262241","hsa00480","23392.04975221","interaction","C05729 (interaction) ANPEP","1","hsa00480","false","interaction","C05729 (interaction) ANPEP"
"262251","hsa00480","46683.64673779","interaction","GGT1 (interaction) C00025","1","hsa00480","false","interaction","GGT1 (interaction) C00025"
"262252","hsa00480","43472.62179439","interaction","GGT7 (interaction) C00025","1","hsa00480","false","interaction","GGT7 (interaction) C00025"
"262253","hsa00480","46683.64673779","interaction","GGT5 (interaction) C00025","1","hsa00480","false","interaction","GGT5 (interaction) C00025"
"262254","hsa00480","12701.84396551","interaction","GGT6 (interaction) C05729","1","hsa00480","false","interaction","GGT6 (interaction) C05729"
"262247","hsa00480","59981.01286012","interaction","C02320 (interaction) GGT1","1","hsa00480","false","interaction","C02320 (interaction) GGT1"
"262248","hsa00480","59438.76755484","interaction","C02320 (interaction) GGT7","1","hsa00480","false","interaction","C02320 (interaction) GGT7"
"262249","hsa00480","59981.01286012","interaction","C02320 (interaction) GGT5","1","hsa00480","false","interaction","C02320 (interaction) GGT5"
"262250","hsa00480","43472.62179439","interaction","GGT6 (interaction) C00025","1","hsa00480","false","interaction","GGT6 (interaction) C00025"
"262260","hsa00480","1821.85548753","interaction","C00051 (interaction) GPX6","1","hsa00480","false","interaction","C00051 (interaction) GPX6"
"262262","hsa00480","1821.85548753","interaction","C00051 (interaction) GPX1","1","hsa00480","false","interaction","C00051 (interaction) GPX1"
"262255","hsa00480","13348.26546147","interaction","GGT1 (interaction) C05729","1","hsa00480","false","interaction","GGT1 (interaction) C05729"
"262256","hsa00480","12701.84396551","interaction","GGT7 (interaction) C05729","1","hsa00480","false","interaction","GGT7 (interaction) C05729"
"262257","hsa00480","13348.26546147","interaction","GGT5 (interaction) C05729","1","hsa00480","false","interaction","GGT5 (interaction) C05729"
"262268","hsa00480","1821.85548753","interaction","C00051 (interaction) GPX5","1","hsa00480","false","interaction","C00051 (interaction) GPX5"
"262270","hsa00480","1821.85548753","interaction","C00051 (interaction) GPX7","1","hsa00480","false","interaction","C00051 (interaction) GPX7"
"262264","hsa00480","1821.85548753","interaction","C00051 (interaction) GPX2","1","hsa00480","false","interaction","C00051 (interaction) GPX2"
"262266","hsa00480","1821.85548753","interaction","C00051 (interaction) GPX3","1","hsa00480","false","interaction","C00051 (interaction) GPX3"
"262275","hsa00480","4637.7109421","interaction","GPX1 (interaction) C00127","1","hsa00480","false","interaction","GPX1 (interaction) C00127"
"262276","hsa00480","4637.7109421","interaction","GPX2 (interaction) C00127","1","hsa00480","false","interaction","GPX2 (interaction) C00127"
"262277","hsa00480","4637.7109421","interaction","GPX3 (interaction) C00127","1","hsa00480","false","interaction","GPX3 (interaction) C00127"
"262278","hsa00480","4637.7109421","interaction","GPX5 (interaction) C00127","1","hsa00480","false","interaction","GPX5 (interaction) C00127"
"262272","hsa00480","1821.85548753","interaction","C00051 (interaction) GPX8","1","hsa00480","false","interaction","C00051 (interaction) GPX8"
"262274","hsa00480","4637.7109421","interaction","GPX6 (interaction) C00127","1","hsa00480","false","interaction","GPX6 (interaction) C00127"
"262283","hsa00480","2730.8784019","interaction","GPX4 (interaction) C00127","1","hsa00480","false","interaction","GPX4 (interaction) C00127"
"262285","hsa00480","2433.8784019","interaction","C00051 (interaction) TXNDC12","1","hsa00480","false","interaction","C00051 (interaction) TXNDC12"
"262286","hsa00480","2730.8784019","interaction","TXNDC12 (interaction) C00127","1","hsa00480","false","interaction","TXNDC12 (interaction) C00127"
"262279","hsa00480","4637.7109421","interaction","GPX7 (interaction) C00127","1","hsa00480","false","interaction","GPX7 (interaction) C00127"
"262280","hsa00480","4637.7109421","interaction","GPX8 (interaction) C00127","1","hsa00480","false","interaction","GPX8 (interaction) C00127"
"262282","hsa00480","2433.8784019","interaction","C00051 (interaction) GPX4","1","hsa00480","false","interaction","C00051 (interaction) GPX4"
"262291","hsa00480","13133.34505745","interaction","C00006 (interaction) IDH1","1","hsa00480","false","interaction","C00006 (interaction) IDH1"
"262292","hsa00480","13133.34505745","interaction","C00006 (interaction) IDH2","1","hsa00480","false","interaction","C00006 (interaction) IDH2"
"262293","hsa00480","5252.75852412","interaction","IDH1 (interaction) C00005","1","hsa00480","false","interaction","IDH1 (interaction) C00005"
"262294","hsa00480","5252.75852412","interaction","IDH2 (interaction) C00005","1","hsa00480","false","interaction","IDH2 (interaction) C00005"
"262288","hsa00480","2252.76887824","interaction","C00006 (interaction) G6PD","1","hsa00480","false","interaction","C00006 (interaction) G6PD"
"262290","hsa00480","47403.0911653","interaction","G6PD (interaction) C00005","1","hsa00480","false","interaction","G6PD (interaction) C00005"
"262299","hsa00480","42407.50986345","interaction","GSR (interaction) C00006","1","hsa00480","false","interaction","GSR (interaction) C00006"
"262300","hsa00480","23186.11540538","interaction","C00037 (interaction) GSS","1","hsa00480","false","interaction","C00037 (interaction) GSS"
"262302","hsa00480","9677.19245446","interaction","C00669 (interaction) GSS","1","hsa00480","false","interaction","C00669 (interaction) GSS"
"262296","hsa00480","38222.73339849","interaction","C00127 (interaction) GSR","1","hsa00480","false","interaction","C00127 (interaction) GSR"
"262297","hsa00480","71806.27321913","interaction","C00005 (interaction) GSR","1","hsa00480","false","interaction","C00005 (interaction) GSR"
"262298","hsa00480","67918.49675417","interaction","GSR (interaction) C00051","1","hsa00480","false","interaction","GSR (interaction) C00051"
"262307","hsa00480","3654.10000785","interaction","C00097 (interaction) GCLM","1","hsa00480","false","interaction","C00097 (interaction) GCLM"
"262308","hsa00480","8847.0146224","interaction","GCLC (interaction) C00669","1","hsa00480","false","interaction","GCLC (interaction) C00669"
"262309","hsa00480","8847.0146224","interaction","GCLM (interaction) C00669","1","hsa00480","false","interaction","GCLM (interaction) C00669"
"262310","hsa00480","8352.9899825","interaction","C00051 (interaction) GGT6","1","hsa00480","false","interaction","C00051 (interaction) GGT6"
"262303","hsa00480","42288.5059323","interaction","GSS (interaction) C00051","1","hsa00480","false","interaction","GSS (interaction) C00051"
"262304","hsa00480","7870.12748535","interaction","C00025 (interaction) GCLC","1","hsa00480","false","interaction","C00025 (interaction) GCLC"
"262305","hsa00480","7870.12748535","interaction","C00025 (interaction) GCLM","1","hsa00480","false","interaction","C00025 (interaction) GCLM"
"262306","hsa00480","3654.10000785","interaction","C00097 (interaction) GCLC","1","hsa00480","false","interaction","C00097 (interaction) GCLC"
"262315","hsa00480","12652.50354927","interaction","GGT6 (interaction) C01419","1","hsa00480","false","interaction","GGT6 (interaction) C01419"
"262316","hsa00480","13298.91438303","interaction","GGT1 (interaction) C01419","1","hsa00480","false","interaction","GGT1 (interaction) C01419"
"262317","hsa00480","12652.50354927","interaction","GGT7 (interaction) C01419","1","hsa00480","false","interaction","GGT7 (interaction) C01419"
"262318","hsa00480","13298.91438303","interaction","GGT5 (interaction) C01419","1","hsa00480","false","interaction","GGT5 (interaction) C01419"
"262311","hsa00480","8635.08121448","interaction","C00051 (interaction) GGT1","1","hsa00480","false","interaction","C00051 (interaction) GGT1"
"262312","hsa00480","8352.9899825","interaction","C00051 (interaction) GGT7","1","hsa00480","false","interaction","C00051 (interaction) GGT7"
"262313","hsa00480","8635.08121448","interaction","C00051 (interaction) GGT5","1","hsa00480","false","interaction","C00051 (interaction) GGT5"
"262323","hsa00480","5393.96594514","interaction","C01879 (interaction) OPLAH","1","hsa00480","false","interaction","C01879 (interaction) OPLAH"
"262324","hsa00480","5690.96594514","interaction","OPLAH (interaction) C00025","1","hsa00480","false","interaction","OPLAH (interaction) C00025"
"262326","hsa00480","8313.83679034","interaction","C00669 (interaction) GGCT","1","hsa00480","false","interaction","C00669 (interaction) GGCT"
"262319","hsa00480","26816.86574065","interaction","C01419 (interaction) ANPEP","1","hsa00480","false","interaction","C01419 (interaction) ANPEP"
"262320","hsa00480","4628.32367964","interaction","ANPEP (interaction) C00097","1","hsa00480","false","interaction","ANPEP (interaction) C00097"
"262331","hsa00480","909.03717498","interaction","C00151 (interaction) GGT1","1","hsa00480","false","interaction","C00151 (interaction) GGT1"
"262332","hsa00480","904.41706204","interaction","C00151 (interaction) GGT7","1","hsa00480","false","interaction","C00151 (interaction) GGT7"
"262333","hsa00480","909.03717498","interaction","C00151 (interaction) GGT5","1","hsa00480","false","interaction","C00151 (interaction) GGT5"
"262327","hsa00480","3072.56449114","interaction","GGCT (interaction) C01879","1","hsa00480","false","interaction","GGCT (interaction) C01879"
"262328","hsa00480","10073.25912828","interaction","GGCT (interaction) C00097","1","hsa00480","false","interaction","GGCT (interaction) C00097"
"262330","hsa00480","904.41706204","interaction","C00151 (interaction) GGT6","1","hsa00480","false","interaction","C00151 (interaction) GGT6"
"262339","hsa00480","7864.89530313","interaction","C03740 (interaction) GGCT","1","hsa00480","false","interaction","C03740 (interaction) GGCT"
"262340","hsa00480","3329.90847404","interaction","GGCT (interaction) C00151","1","hsa00480","false","interaction","GGCT (interaction) C00151"
"262342","hsa00480","352.95930901","interaction","C05726 (interaction) NAT8B","1","hsa00480","false","interaction","C05726 (interaction) NAT8B"
"262335","hsa00480","1880.79827589","interaction","GGT6 (interaction) C03740","1","hsa00480","false","interaction","GGT6 (interaction) C03740"
"262336","hsa00480","1903.14937568","interaction","GGT1 (interaction) C03740","1","hsa00480","false","interaction","GGT1 (interaction) C03740"
"262337","hsa00480","1880.79827589","interaction","GGT7 (interaction) C03740","1","hsa00480","false","interaction","GGT7 (interaction) C03740"
"262338","hsa00480","1903.14937568","interaction","GGT5 (interaction) C03740","1","hsa00480","false","interaction","GGT5 (interaction) C03740"
"262348","hsa00480","1100.0","interaction","NAT8B (interaction) C05727","1","hsa00480","false","interaction","NAT8B (interaction) C05727"
"262349","hsa00480","1100.0","interaction","NAT8 (interaction) C05727","1","hsa00480","false","interaction","NAT8 (interaction) C05727"
"262344","hsa00480","352.95930901","interaction","C05726 (interaction) NAT8","1","hsa00480","false","interaction","C05726 (interaction) NAT8"
"262345","hsa00480","2944.04069099","interaction","C00024 (interaction) NAT8B","1","hsa00480","false","interaction","C00024 (interaction) NAT8B"
"262346","hsa00480","2944.04069099","interaction","C00024 (interaction) NAT8","1","hsa00480","false","interaction","C00024 (interaction) NAT8"
"262356","hsa00480","1211.43872255","interaction","C01322 (interaction) HPGDS","1","hsa00480","false","interaction","C01322 (interaction) HPGDS"
"262358","hsa00480","64.12806387","interaction","C01322 (interaction) GSTA1","1","hsa00480","false","interaction","C01322 (interaction) GSTA1"
"262352","hsa00480","64.12806387","interaction","C01322 (interaction) GSTO2","1","hsa00480","false","interaction","C01322 (interaction) GSTO2"
"262354","hsa00480","64.12806387","interaction","C01322 (interaction) GSTA5","1","hsa00480","false","interaction","C01322 (interaction) GSTA5"
"262364","hsa00480","64.12806387","interaction","C01322 (interaction) GSTA4","1","hsa00480","false","interaction","C01322 (interaction) GSTA4"
"262366","hsa00480","64.12806387","interaction","C01322 (interaction) GSTM1","1","hsa00480","false","interaction","C01322 (interaction) GSTM1"
"262360","hsa00480","64.12806387","interaction","C01322 (interaction) GSTA2","1","hsa00480","false","interaction","C01322 (interaction) GSTA2"
"262362","hsa00480","64.12806387","interaction","C01322 (interaction) GSTA3","1","hsa00480","false","interaction","C01322 (interaction) GSTA3"
"262372","hsa00480","64.12806387","interaction","C01322 (interaction) GSTM4","1","hsa00480","false","interaction","C01322 (interaction) GSTM4"
"262374","hsa00480","64.12806387","interaction","C01322 (interaction) GSTM5","1","hsa00480","false","interaction","C01322 (interaction) GSTM5"
"262368","hsa00480","64.12806387","interaction","C01322 (interaction) GSTM2","1","hsa00480","false","interaction","C01322 (interaction) GSTM2"
"262370","hsa00480","64.12806387","interaction","C01322 (interaction) GSTM3","1","hsa00480","false","interaction","C01322 (interaction) GSTM3"
"262380","hsa00480","64.12806387","interaction","C01322 (interaction) GSTT2","1","hsa00480","false","interaction","C01322 (interaction) GSTT2"
"262382","hsa00480","64.12806387","interaction","C01322 (interaction) GSTK1","1","hsa00480","false","interaction","C01322 (interaction) GSTK1"
"262376","hsa00480","64.12806387","interaction","C01322 (interaction) GSTP1","1","hsa00480","false","interaction","C01322 (interaction) GSTP1"
"262378","hsa00480","64.12806387","interaction","C01322 (interaction) GSTT1","1","hsa00480","false","interaction","C01322 (interaction) GSTT1"
"262388","hsa00480","64.12806387","interaction","C01322 (interaction) MGST3","1","hsa00480","false","interaction","C01322 (interaction) MGST3"
"262390","hsa00480","64.12806387","interaction","C01322 (interaction) GSTT2B","1","hsa00480","false","interaction","C01322 (interaction) GSTT2B"
"262384","hsa00480","64.12806387","interaction","C01322 (interaction) MGST1","1","hsa00480","false","interaction","C01322 (interaction) MGST1"
"262386","hsa00480","64.12806387","interaction","C01322 (interaction) MGST2","1","hsa00480","false","interaction","C01322 (interaction) MGST2"
"262395","hsa00480","22639.79668957","interaction","C00051 (interaction) HPGDS","1","hsa00480","false","interaction","C00051 (interaction) HPGDS"
"262396","hsa00480","1357.45222613","interaction","C00051 (interaction) GSTA1","1","hsa00480","false","interaction","C00051 (interaction) GSTA1"
"262397","hsa00480","1357.45222613","interaction","C00051 (interaction) GSTA2","1","hsa00480","false","interaction","C00051 (interaction) GSTA2"
"262398","hsa00480","1357.45222613","interaction","C00051 (interaction) GSTA3","1","hsa00480","false","interaction","C00051 (interaction) GSTA3"
"262392","hsa00480","64.12806387","interaction","C01322 (interaction) GSTO1","1","hsa00480","false","interaction","C01322 (interaction) GSTO1"
"262393","hsa00480","1357.45222613","interaction","C00051 (interaction) GSTO2","1","hsa00480","false","interaction","C00051 (interaction) GSTO2"
"262394","hsa00480","1357.45222613","interaction","C00051 (interaction) GSTA5","1","hsa00480","false","interaction","C00051 (interaction) GSTA5"
"262403","hsa00480","1357.45222613","interaction","C00051 (interaction) GSTM4","1","hsa00480","false","interaction","C00051 (interaction) GSTM4"
"262404","hsa00480","1357.45222613","interaction","C00051 (interaction) GSTM5","1","hsa00480","false","interaction","C00051 (interaction) GSTM5"
"262405","hsa00480","1357.45222613","interaction","C00051 (interaction) GSTP1","1","hsa00480","false","interaction","C00051 (interaction) GSTP1"
"262406","hsa00480","1357.45222613","interaction","C00051 (interaction) GSTT1","1","hsa00480","false","interaction","C00051 (interaction) GSTT1"
"262399","hsa00480","1357.45222613","interaction","C00051 (interaction) GSTA4","1","hsa00480","false","interaction","C00051 (interaction) GSTA4"
"262400","hsa00480","1357.45222613","interaction","C00051 (interaction) GSTM1","1","hsa00480","false","interaction","C00051 (interaction) GSTM1"
"262401","hsa00480","1357.45222613","interaction","C00051 (interaction) GSTM2","1","hsa00480","false","interaction","C00051 (interaction) GSTM2"
"262402","hsa00480","1357.45222613","interaction","C00051 (interaction) GSTM3","1","hsa00480","false","interaction","C00051 (interaction) GSTM3"
"262411","hsa00480","1357.45222613","interaction","C00051 (interaction) MGST3","1","hsa00480","false","interaction","C00051 (interaction) MGST3"
"262412","hsa00480","1357.45222613","interaction","C00051 (interaction) GSTT2B","1","hsa00480","false","interaction","C00051 (interaction) GSTT2B"
"262413","hsa00480","1357.45222613","interaction","C00051 (interaction) GSTO1","1","hsa00480","false","interaction","C00051 (interaction) GSTO1"
"262414","hsa00480,hsa00983,","11218.69634411","interaction","GSTO2 (interaction) C02320","2","NA","false","interaction","GSTO2 (interaction) C02320"
"262407","hsa00480","1357.45222613","interaction","C00051 (interaction) GSTT2","1","hsa00480","false","interaction","C00051 (interaction) GSTT2"
"262408","hsa00480","1360.60492559","interaction","C00051 (interaction) GSTK1","1","hsa00480","false","interaction","C00051 (interaction) GSTK1"
"262409","hsa00480","1357.45222613","interaction","C00051 (interaction) MGST1","1","hsa00480","false","interaction","C00051 (interaction) MGST1"
"262410","hsa00480","1357.45222613","interaction","C00051 (interaction) MGST2","1","hsa00480","false","interaction","C00051 (interaction) MGST2"
"262419","hsa00480,hsa00983,","11218.69634411","interaction","GSTA3 (interaction) C02320","2","NA","false","interaction","GSTA3 (interaction) C02320"
"262420","hsa00480,hsa00983,","11218.69634411","interaction","GSTA4 (interaction) C02320","2","NA","false","interaction","GSTA4 (interaction) C02320"
"262421","hsa00480,hsa00983,","11218.69634411","interaction","GSTM1 (interaction) C02320","2","NA","false","interaction","GSTM1 (interaction) C02320"
"262422","hsa00480,hsa00983,","11218.69634411","interaction","GSTM2 (interaction) C02320","2","NA","false","interaction","GSTM2 (interaction) C02320"
"262415","hsa00480,hsa00983,","11218.69634411","interaction","GSTA5 (interaction) C02320","2","NA","false","interaction","GSTA5 (interaction) C02320"
"262416","hsa00480","15027.01052386","interaction","HPGDS (interaction) C02320","1","hsa00480","false","interaction","HPGDS (interaction) C02320"
"262417","hsa00480,hsa00983,","11218.69634411","interaction","GSTA1 (interaction) C02320","2","NA","false","interaction","GSTA1 (interaction) C02320"
"262418","hsa00480,hsa00983,","11218.69634411","interaction","GSTA2 (interaction) C02320","2","NA","false","interaction","GSTA2 (interaction) C02320"
"262427","hsa00480,hsa00983,","11218.69634411","interaction","GSTT1 (interaction) C02320","2","NA","false","interaction","GSTT1 (interaction) C02320"
"262428","hsa00480,hsa00983,","11218.69634411","interaction","GSTT2 (interaction) C02320","2","NA","false","interaction","GSTT2 (interaction) C02320"
"262429","hsa00480","10360.31976793","interaction","GSTK1 (interaction) C02320","1","hsa00480","false","interaction","GSTK1 (interaction) C02320"
"262430","hsa00480,hsa00983,","11218.69634411","interaction","MGST1 (interaction) C02320","2","NA","false","interaction","MGST1 (interaction) C02320"
"262423","hsa00480,hsa00983,","11218.69634411","interaction","GSTM3 (interaction) C02320","2","NA","false","interaction","GSTM3 (interaction) C02320"
"262424","hsa00480,hsa00983,","11218.69634411","interaction","GSTM4 (interaction) C02320","2","NA","false","interaction","GSTM4 (interaction) C02320"
"262425","hsa00480,hsa00983,","11218.69634411","interaction","GSTM5 (interaction) C02320","2","NA","false","interaction","GSTM5 (interaction) C02320"
"262426","hsa00480,hsa00983,","11218.69634411","interaction","GSTP1 (interaction) C02320","2","NA","false","interaction","GSTP1 (interaction) C02320"
"262435","hsa00480","3931.99567201","interaction","C00006 (interaction) PGD","1","hsa00480","false","interaction","C00006 (interaction) PGD"
"262436","hsa00480","13600.6650056","interaction","PGD (interaction) C00005","1","hsa00480","false","interaction","PGD (interaction) C00005"
"262438","hsa00480","2494.0","interaction","C01672 (interaction) SRM","1","hsa00480","false","interaction","C01672 (interaction) SRM"
"262431","hsa00480,hsa00983,","11218.69634411","interaction","MGST2 (interaction) C02320","2","NA","false","interaction","MGST2 (interaction) C02320"
