"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"200246","4.6809381","6.898E-5","0.21363239","0.42942943","37","11","false","HIST1H2BC","38.10810811","37","0","0","0.73707585","false","0","HIST1H2BC","12158396","0.47635135"
"183862","3.55849468","2.0599E-4","0.2810177","0.34920635","28","10","false","FLNC","82.39285714","28","0","0","0.81725038","false","0","FLNC","822348","0.23433048"
"200244","4.6809381","6.898E-5","0.21363239","0.42942943","37","11","false","HIST1H2BI","38.10810811","37","0","0","0.73707585","false","0","HIST1H2BI","12158396","0.47635135"
"183860","3.55849468","2.0599E-4","0.2810177","0.34920635","28","10","false","FLNB","82.39285714","28","0","0","0.81725038","false","0","FLNB","822348","0.23433048"
"200250","4.6809381","6.898E-5","0.21363239","0.42942943","37","11","false","HIST2H2BE","38.10810811","37","0","0","0.73707585","false","0","HIST2H2BE","12158396","0.47635135"
"183866","3.47313881","0.00944776","0.28792399","0.00948213","457","10","false","ARRB2","16.31509847","457","0","0","0.82334723","false","0","ARRB2","75372754","0.02467583"
"200248","4.6809381","6.898E-5","0.21363239","0.42942943","37","11","false","HIST1H2BO","38.10810811","37","0","0","0.73707585","false","0","HIST1H2BO","12158396","0.47635135"
"183864","3.60103627","0.00430871","0.27769784","0.00985711","440","10","false","ARRB1","15.28409091","440","0","0","0.8142117","false","0","ARRB1","61484838","0.02616361"
"200254","4.6809381","6.898E-5","0.21363239","0.42942943","37","11","false","HIST1H2BJ","38.10810811","37","0","0","0.73707585","false","0","HIST1H2BJ","12158396","0.47635135"
"200252","4.6809381","6.898E-5","0.21363239","0.42942943","37","11","false","HIST1H2BK","38.10810811","37","0","0","0.73707585","false","0","HIST1H2BK","12158396","0.47635135"
"200258","4.96536678","0.0","0.20139499","0.0","1","11","false","MIR449A","65.0","1","0","0","0.71675952","false","0","MIR449A","0","0.0"
"200256","4.69102809","1.0E-8","0.21317289","0.9047619","7","11","false","SAP30","27.85714286","7","0","0","0.73635514","false","0","SAP30","6","0.35262206"
"183889","4.02617944","0.0","0.24837442","0.0","1","10","false","MAP4K4","38.0","1","0","0","0.78384433","false","0","MAP4K4","0","0.0"
"183891","4.02617944","0.0","0.24837442","0.0","1","10","false","MAP4K3","38.0","1","0","0","0.78384433","false","0","MAP4K3","0","0.0"
"183898","3.91300791","7.791E-5","0.25555788","0.04761905","7","10","false","ABL2","62.71428571","7","0","0","0.79192801","false","0","ABL2","94630","0.35227273"
"175722","3.81210799","1.554E-5","0.26232205","0.1","5","10","false","RGS2","77.6","5","0","0","0.79913514","false","0","RGS2","39694","0.34222222"
"175725","3.46495773","0.0","0.28860381","0.93333333","6","9","false","KCNQ1","374.16666667","6","0","0","0.82393159","false","0","KCNQ1","4","0.50223714"
"175727","3.46495773","0.0","0.28860381","0.93333333","6","9","false","SLC12A2","374.16666667","6","0","0","0.82393159","false","0","SLC12A2","4","0.50223714"
"183938","4.22716117","6.192E-5","0.23656538","0.3","5","10","false","RHOQ","32.4","5","0","0","0.76948849","false","0","RHOQ","79878","0.4"
"192141","4.66512135","0.00112991","0.2143567","0.0","4","10","false","CALHM1","3.25","4","0","0","0.73820562","false","0","CALHM1","1074786","0.25"
"192147","4.09953641","1.2142E-4","0.24393002","0.0","10","10","false","TRPC6","23.1","10","0","0","0.77860454","false","0","TRPC6","167822","0.22783505"
"175770","4.12244341","0.0","0.24257458","0.0","1","10","false","PTGS1","48.0","1","0","0","0.77696833","false","0","PTGS1","0","0.0"
"200345","5.85383147","2.2E-7","0.17082829","0.0","4","12","false","AURKA","4.0","4","0","0","0.65329775","false","0","AURKA","12","1.0"
"175772","3.85792201","7.2298E-4","0.2592069","0.01818182","11","10","false","PTGS2","21.63636364","11","0","0","0.79586271","false","0","PTGS2","1067870","0.19456245"
"200374","4.49386419","8.9236E-4","0.22252564","0.19047619","7","10","false","STX2","7.0","7","0","0","0.75043827","false","0","STX2","8211364","0.39495798"
"200372","4.49386419","8.9236E-4","0.22252564","0.19047619","7","10","false","STX1B","7.0","7","0","0","0.75043827","false","0","STX1B","8211364","0.39495798"
"200371","4.4723207","7.1344E-4","0.22359756","0.55555556","9","10","false","SNAP23","7.33333333","9","0","0","0.75197709","false","0","SNAP23","7190482","0.36666667"
"200378","4.49386419","8.9236E-4","0.22252564","0.19047619","7","10","false","STX3","7.0","7","0","0","0.75043827","false","0","STX3","8211364","0.39495798"
"200376","4.35560404","0.0029774","0.22958928","0.14285714","8","10","false","STX1A","7.375","8","0","0","0.760314","false","0","STX1A","21966634","0.29166667"
"200382","5.35287701","5.3E-7","0.18681543","0.33333333","6","11","false","VAMP1","7.16666667","6","0","0","0.68908021","false","0","VAMP1","5604","0.59722222"
"200380","4.494955","7.1291E-4","0.22247164","0.4","5","10","false","STX4","8.2","5","0","0","0.75036036","false","0","STX4","7184878","0.48235294"
"200385","5.35287701","5.3E-7","0.18681543","0.33333333","6","11","false","VAMP3","7.16666667","6","0","0","0.68908021","false","0","VAMP3","5604","0.59722222"
"200387","5.34851377","0.00435549","0.18696783","0.23636364","11","11","false","VAMP4","6.36363636","11","0","0","0.68939187","false","0","VAMP4","43304732","0.31818182"
"200393","5.35369512","2.9E-7","0.18678688","0.0","4","11","false","SNAP25","7.25","4","0","0","0.68902178","false","0","SNAP25","4188","0.89285714"
"200395","5.35369512","2.9E-7","0.18678688","0.0","4","11","false","STXBP1","7.25","4","0","0","0.68902178","false","0","STXBP1","4188","0.89285714"
"200421","6.34660485","2.0E-8","0.15756456","0.83333333","4","12","false","STX6","7.5","4","0","0","0.61809965","false","0","STX6","2","0.53571429"
"200420","6.34633215","6.0E-8","0.15757133","0.8","5","12","false","STX16","6.6","5","0","0","0.61811913","false","0","STX16","4","0.47142857"
"200425","6.34578675","8.1748E-4","0.15758487","0.38095238","7","12","false","VTI1B","5.14285714","7","0","0","0.61815809","false","0","VTI1B","11808878","0.36734694"
"200423","6.34660485","2.0E-8","0.15756456","0.83333333","4","12","false","STX10","7.5","4","0","0","0.61809965","false","0","STX10","2","0.53571429"
"192238","4.94300518","3.3E-7","0.20230608","0.0","3","11","false","TSHB","10.66666667","3","0","0","0.71835677","false","0","TSHB","174","0.60416667"
"200427","6.34578675","8.1748E-4","0.15758487","0.38095238","7","12","false","VTI1A","5.14285714","7","0","0","0.61815809","false","0","VTI1A","11808878","0.36734694"
"192242","4.96345787","0.0","0.20147245","0.0","1","11","false","CYP17A1","10.0","1","0","0","0.71689587","false","0","CYP17A1","0","0.0"
"192240","4.94355059","1.5E-7","0.20228376","0.0","2","11","false","LHB","10.5","2","0","0","0.71831782","false","0","LHB","84","0.59375"
"200438","7.34442323","2.0E-8","0.13615773","0.83333333","4","13","false","STX7","5.5","4","0","0","0.54682691","false","0","STX7","2","0.6875"
"200436","7.34442323","2.0E-8","0.13615773","0.83333333","4","13","false","STX8","5.5","4","0","0","0.54682691","false","0","STX8","2","0.6875"
"200441","7.34442323","2.0E-8","0.13615773","0.83333333","4","13","false","YKT6","5.5","4","0","0","0.54682691","false","0","YKT6","2","0.6875"
"184086","4.09108263","3.0976E-4","0.24443408","0.15584416","22","10","false","GRK7","92.68181818","22","0","0","0.77920838","false","0","GRK7","12100414","0.17339122"
"184090","3.83119716","0.00268473","0.26101502","0.00932391","428","10","false","GRK3","15.23130841","428","0","0","0.79777163","false","0","GRK3","3507542","0.02820613"
"184088","3.82628852","0.00270349","0.26134987","0.00930222","429","10","false","GRK2","15.26340326","429","0","0","0.79812225","false","0","GRK2","3524024","0.02750163"
"184094","4.08699209","4.51E-6","0.24467872","0.18095238","21","10","false","GRK5","98.04761905","21","0","0","0.77950056","false","0","GRK5","30456","0.1792461"
"184092","4.08699209","4.51E-6","0.24467872","0.18095238","21","10","false","GRK4","98.04761905","21","0","0","0.77950056","false","0","GRK4","30456","0.1792461"
"184098","4.09108263","3.0976E-4","0.24443408","0.15584416","22","10","false","GRK1","92.68181818","22","0","0","0.77920838","false","0","GRK1","12100414","0.17339122"
"184096","4.08699209","4.51E-6","0.24467872","0.18095238","21","10","false","GRK6","98.04761905","21","0","0","0.77950056","false","0","GRK6","30456","0.1792461"
"184105","4.4723207","1.0E-8","0.22359756","0.0","2","11","false","GPR161","448.5","2","0","0","0.75197709","false","0","GPR161","632","0.98135965"
"184103","4.09053722","1.0E-8","0.24446667","0.9","5","10","false","KIF3A","192.6","5","0","0","0.77924734","false","0","KIF3A","632","0.40547368"
"200502","4.26697573","2.2487E-4","0.23435802","0.0","4","10","false","ATG2B","12.25","4","0","0","0.76664459","false","0","ATG2B","1796966","0.51136364"
"200500","4.26697573","2.2487E-4","0.23435802","0.0","4","10","false","ATG2A","12.25","4","0","0","0.76664459","false","0","ATG2A","1796966","0.51136364"
"200505","4.12980638","0.00177503","0.2421421","0.29487179","13","10","false","ATG14","20.92307692","13","0","0","0.7764424","false","0","ATG14","10239138","0.22742475"
"200510","4.06735751","5.8178E-4","0.24585987","0.14285714","7","10","false","ATG9A","10.0","7","0","0","0.78090303","false","0","ATG9A","1543088","0.18487395"
"200508","4.06735751","5.8178E-4","0.24585987","0.14285714","7","10","false","ATG9B","10.0","7","0","0","0.78090303","false","0","ATG9B","1543088","0.18487395"
"200517","4.27652032","9.65E-6","0.23383497","0.0","4","10","false","VMP1","15.5","4","0","0","0.76596283","false","0","VMP1","6198","0.43939394"
"200523","4.15244069","7.8517E-4","0.24082222","0.21212121","12","10","false","ATG16L1","17.41666667","12","0","0","0.77482567","false","0","ATG16L1","4207756","0.22368421"
"200530","5.07417507","0.0","0.19707637","0.0","1","11","false","ATG10","13.0","1","0","0","0.70898749","false","0","ATG10","0","0.0"
"200528","4.32015271","1.0E-8","0.2314733","0.5","4","10","false","ATG7","38.5","4","0","0","0.76284623","false","0","ATG7","6","0.71296296"
"192341","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","CXCL6","62.94444444","18","0","0","0.7633332","false","0","CXCL6","16616","0.78410689"
"200534","4.25906736","5.1027E-4","0.23479319","0.26666667","10","10","false","ATG16L2","19.5","10","0","0","0.76720947","false","0","ATG16L2","3814410","0.28088235"
"200532","4.25006818","5.987E-5","0.23529034","0.60714286","8","10","false","ATG3","24.375","8","0","0","0.76785227","false","0","ATG3","107228","0.3619403"
"192346","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","PPBP","62.94444444","18","0","0","0.7633332","false","0","PPBP","16616","0.78410689"
"200536","4.2197982","6.2668E-4","0.23697816","0.23809524","7","10","false","NOD2","15.0","7","0","0","0.77001441","false","0","NOD2","1154192","0.21118012"
"192343","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","CXCL5","62.94444444","18","0","0","0.7633332","false","0","CXCL5","16616","0.78410689"
"192350","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","PF4V1","62.94444444","18","0","0","0.7633332","false","0","PF4V1","16616","0.78410689"
"192348","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","PF4","62.94444444","18","0","0","0.7633332","false","0","PF4","16616","0.78410689"
"192354","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","CXCL10","62.94444444","18","0","0","0.7633332","false","0","CXCL10","16616","0.78410689"
"200544","4.49713662","6.73E-6","0.22236371","0.7","5","11","false","TFEB","8.0","5","0","0","0.75020453","false","0","TFEB","5334","0.38095238"
"192352","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","CXCL9","62.94444444","18","0","0","0.7633332","false","0","CXCL9","16616","0.78410689"
"200549","4.72211617","0.0012848","0.21176946","0.09090909","11","11","false","PRKN","5.54545455","11","0","0","0.73413456","false","0","PRKN","2848906","0.15426997"
"192358","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","CXCL13","62.94444444","18","0","0","0.7633332","false","0","CXCL13","16616","0.78410689"
"192356","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","CXCL11","62.94444444","18","0","0","0.7633332","false","0","CXCL11","16616","0.78410689"
"200547","4.49713662","6.73E-6","0.22236371","0.7","5","11","false","TFE3","8.0","5","0","0","0.75020453","false","0","TFE3","5334","0.38095238"
"192362","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","CXCL16","62.94444444","18","0","0","0.7633332","false","0","CXCL16","16616","0.78410689"
"192360","4.31278975","5.4757E-4","0.23186848","0.0","19","10","false","CXCL12","59.68421053","19","0","0","0.76337216","false","0","CXCL12","7928760","0.74283811"
"192366","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","XCL2","62.94444444","18","0","0","0.7633332","false","0","XCL2","16616","0.78410689"
"192364","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","XCL1","62.94444444","18","0","0","0.7633332","false","0","XCL1","16616","0.78410689"
"192370","4.31278975","9.294E-5","0.23186848","0.0","19","10","false","CCL1","59.94736842","19","0","0","0.76337216","false","0","CCL1","7928400","0.74616922"
"200561","5.09980911","5.47E-6","0.19608577","0.0","4","11","false","WIPI1","7.5","4","0","0","0.70715649","false","0","WIPI1","4564","0.5"
"200559","5.09980911","5.47E-6","0.19608577","0.0","4","11","false","WIPI2","7.5","4","0","0","0.70715649","false","0","WIPI2","4564","0.5"
"192368","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","CX3CL1","62.94444444","18","0","0","0.7633332","false","0","CX3CL1","16616","0.78410689"
"175989","3.39623671","8.327E-4","0.29444355","0.07575758","12","9","false","PPARA","196.75","12","0","0","0.82884024","false","0","PPARA","11272804","0.2358774"
"192374","4.31278975","9.294E-5","0.23186848","0.0","19","10","false","CCL19","59.94736842","19","0","0","0.76337216","false","0","CCL19","7928400","0.74616922"
"200563","5.15162258","5.0E-8","0.1941136","0.0","2","11","false","RAB33B","11.0","2","0","0","0.70345553","false","0","RAB33B","14","0.90909091"
"192372","4.31278975","9.294E-5","0.23186848","0.0","19","10","false","CCL25","59.94736842","19","0","0","0.76337216","false","0","CCL25","7928400","0.74616922"
"192378","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","CCL3L3","62.94444444","18","0","0","0.7633332","false","0","CCL3L3","16616","0.78410689"
"200567","4.3512408","2.3E-7","0.2298195","0.57142857","7","10","false","C00350","22.42857143","7","0","0","0.76062566","false","0","C00350","18","0.45772595"
"192376","4.31278975","9.294E-5","0.23186848","0.0","19","10","false","CCL21","59.94736842","19","0","0","0.76337216","false","0","CCL21","7928400","0.74616922"
"192382","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","CCL3L1","62.94444444","18","0","0","0.7633332","false","0","CCL3L1","16616","0.78410689"
"200573","4.3520589","1.0E-8","0.2297763","0.5","4","10","false","ATG4B","37.0","4","0","0","0.76056722","false","0","ATG4B","6","0.75510204"
"192380","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","CCL3","62.94444444","18","0","0","0.7633332","false","0","CCL3","16616","0.78410689"
"200571","4.3520589","1.0E-8","0.2297763","0.5","4","10","false","ATG4A","37.0","4","0","0","0.76056722","false","0","ATG4A","6","0.75510204"
"192386","4.24106899","3.509E-5","0.23578961","0.0","19","10","false","CCL4","59.84210526","19","0","0","0.76849507","false","0","CCL4","234526","0.73552632"
"176002","3.33324243","1.4596E-4","0.30000818","0.07765152","33","9","false","CACNG2","117.60606061","33","0","0","0.83333983","false","0","CACNG2","2279432","0.13842081"
"200577","4.3520589","1.0E-8","0.2297763","0.5","4","10","false","ATG4D","37.0","4","0","0","0.76056722","false","0","ATG4D","6","0.75510204"
"176000","3.33324243","1.4596E-4","0.30000818","0.07765152","33","9","false","CACNG3","117.60606061","33","0","0","0.83333983","false","0","CACNG3","2279432","0.13842081"
"192384","4.24106899","3.509E-5","0.23578961","0.0","19","10","false","CCL4L1","59.84210526","19","0","0","0.76849507","false","0","CCL4L1","234526","0.73552632"
"200575","4.3520589","1.0E-8","0.2297763","0.5","4","10","false","ATG4C","37.0","4","0","0","0.76056722","false","0","ATG4C","6","0.75510204"
"176006","3.33324243","1.4596E-4","0.30000818","0.07765152","33","9","false","CACNG4","117.60606061","33","0","0","0.83333983","false","0","CACNG4","2279432","0.13842081"
"200581","4.35233161","1.0E-8","0.2297619","0.0","3","10","false","TAX1BP1","47.0","3","0","0","0.76054774","false","0","TAX1BP1","6","1.0"
"192390","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","CCL17","62.94444444","18","0","0","0.7633332","false","0","CCL17","16616","0.78410689"
"176004","3.33324243","1.4596E-4","0.30000818","0.07765152","33","9","false","CACNG5","117.60606061","33","0","0","0.83333983","false","0","CACNG5","2279432","0.13842081"
"192388","4.24106899","3.509E-5","0.23578961","0.0","19","10","false","CCL4L2","59.84210526","19","0","0","0.76849507","false","0","CCL4L2","234526","0.73552632"
"200579","4.35233161","1.0E-8","0.2297619","0.0","3","10","false","BCL2L13","47.0","3","0","0","0.76054774","false","0","BCL2L13","6","1.0"
"200586","4.35233161","1.0E-8","0.2297619","0.0","3","10","false","NBR1","47.0","3","0","0","0.76054774","false","0","NBR1","6","1.0"
"176010","3.33324243","1.4596E-4","0.30000818","0.07765152","33","9","false","CACNG8","117.60606061","33","0","0","0.83333983","false","0","CACNG8","2279432","0.13842081"
"176008","3.33324243","1.4596E-4","0.30000818","0.07765152","33","9","false","CACNA2D3","117.60606061","33","0","0","0.83333983","false","0","CACNA2D3","2279432","0.13842081"
"192392","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","CCL22","62.94444444","18","0","0","0.7633332","false","0","CCL22","16616","0.78410689"
"192397","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","CCL14","62.94444444","18","0","0","0.7633332","false","0","CCL14","16616","0.78410689"
"176014","3.33324243","1.4596E-4","0.30000818","0.07765152","33","9","false","CACNG6","117.60606061","33","0","0","0.83333983","false","0","CACNG6","2279432","0.13842081"
"192395","4.31278975","9.294E-5","0.23186848","0.0","19","10","false","CCL8","59.94736842","19","0","0","0.76337216","false","0","CCL8","7928400","0.74616922"
"176012","3.33324243","1.4596E-4","0.30000818","0.07765152","33","9","false","CACNG7","117.60606061","33","0","0","0.83333983","false","0","CACNG7","2279432","0.13842081"
"192401","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","CCL15","62.94444444","18","0","0","0.7633332","false","0","CCL15","16616","0.78410689"
"200594","4.31469866","5.8795E-4","0.2317659","0.0","6","10","false","TBC1D15","35.66666667","6","0","0","0.76323581","false","0","TBC1D15","4976058","0.39393939"
"176018","3.24106899","0.00101986","0.30854018","0.13620072","63","9","false","CACNA1D","81.15873016","63","0","0","0.83992364","false","0","CACNA1D","8437574","0.0851462"
"200592","4.35233161","1.0E-8","0.2297619","0.0","3","10","false","BNIP3L","47.0","3","0","0","0.76054774","false","0","BNIP3L","6","1.0"
"192399","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","CCL16","62.94444444","18","0","0","0.7633332","false","0","CCL16","16616","0.78410689"
"176016","3.23861467","0.00189141","0.308774","0.13194444","64","9","false","CACNA1C","79.953125","64","0","0","0.84009895","false","0","CACNA1C","9959106","0.08368894"
"192405","4.31278975","9.294E-5","0.23186848","0.0","19","10","false","CCL13","59.94736842","19","0","0","0.76337216","false","0","CCL13","7928400","0.74616922"
"176022","3.32615217","3.8015E-4","0.3006477","0.08139535","44","9","false","CACNA1S","93.25","44","0","0","0.83384627","false","0","CACNA1S","3248050","0.10815959"
"192403","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","CCL23","62.94444444","18","0","0","0.7633332","false","0","CCL23","16616","0.78410689"
"200596","4.31469866","5.8795E-4","0.2317659","0.0","6","10","false","TBC1D17","35.66666667","6","0","0","0.76323581","false","0","TBC1D17","4976058","0.39393939"
"176020","3.32615217","3.8015E-4","0.3006477","0.08139535","44","9","false","CACNA1F","93.25","44","0","0","0.83384627","false","0","CACNA1F","3248050","0.10815959"
"192410","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","CCL11","62.94444444","18","0","0","0.7633332","false","0","CCL11","16616","0.78410689"
"176026","3.33324243","1.4596E-4","0.30000818","0.07765152","33","9","false","CACNB1","117.60606061","33","0","0","0.83333983","false","0","CACNB1","2279432","0.13842081"
"200600","4.34224161","7.09E-6","0.2302958","0.0","4","10","false","TP53INP2","36.25","4","0","0","0.76126846","false","0","TP53INP2","3042","0.75"
"192407","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","CCL7","62.94444444","18","0","0","0.7633332","false","0","CCL7","16616","0.78410689"
"176024","3.33324243","1.4596E-4","0.30000818","0.07765152","33","9","false","CACNA2D1","117.60606061","33","0","0","0.83333983","false","0","CACNA2D1","2279432","0.13842081"
"192414","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","CCL26","62.94444444","18","0","0","0.7633332","false","0","CCL26","16616","0.78410689"
"176030","3.33324243","1.4596E-4","0.30000818","0.07765152","33","9","false","CACNB3","117.60606061","33","0","0","0.83333983","false","0","CACNB3","2279432","0.13842081"
"200605","4.34960458","1.6966E-4","0.22990596","0.0","8","10","false","GABRA2","27.625","8","0","0","0.76074253","false","0","GABRA2","19126376","0.57880435"
"192412","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","CCL24","62.94444444","18","0","0","0.7633332","false","0","CCL24","16616","0.78410689"
"176028","3.33324243","1.4596E-4","0.30000818","0.07765152","33","9","false","CACNB2","117.60606061","33","0","0","0.83333983","false","0","CACNB2","2279432","0.13842081"
"200603","4.34960458","1.6966E-4","0.22990596","0.0","8","10","false","GABRA1","27.625","8","0","0","0.76074253","false","0","GABRA1","19126376","0.57880435"
"176034","3.33324243","1.4596E-4","0.30000818","0.07765152","33","9","false","CACNG1","117.60606061","33","0","0","0.83333983","false","0","CACNG1","2279432","0.13842081"
"200609","4.34960458","1.6966E-4","0.22990596","0.0","8","10","false","GABRA4","27.625","8","0","0","0.76074253","false","0","GABRA4","19126376","0.57880435"
"192418","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","CCL28","62.94444444","18","0","0","0.7633332","false","0","CCL28","16616","0.78410689"
"176032","3.33324243","1.4596E-4","0.30000818","0.07765152","33","9","false","CACNB4","117.60606061","33","0","0","0.83333983","false","0","CACNB4","2279432","0.13842081"
"192416","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","CCL27","62.94444444","18","0","0","0.7633332","false","0","CCL27","16616","0.78410689"
"200607","4.34960458","1.6966E-4","0.22990596","0.0","8","10","false","GABRA3","27.625","8","0","0","0.76074253","false","0","GABRA3","19126376","0.57880435"
"200613","4.34960458","1.6966E-4","0.22990596","0.0","8","10","false","GABRA6","27.625","8","0","0","0.76074253","false","0","GABRA6","19126376","0.57880435"
"176038","3.33324243","1.4596E-4","0.30000818","0.07765152","33","9","false","CACNA2D4","117.60606061","33","0","0","0.83333983","false","0","CACNA2D4","2279432","0.13842081"
"192422","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","CCL18","62.94444444","18","0","0","0.7633332","false","0","CCL18","16616","0.78410689"
"200611","4.34960458","1.6966E-4","0.22990596","0.0","8","10","false","GABRA5","27.625","8","0","0","0.76074253","false","0","GABRA5","19126376","0.57880435"
"192420","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","CCL20","62.94444444","18","0","0","0.7633332","false","0","CCL20","16616","0.78410689"
"176036","3.33324243","1.4596E-4","0.30000818","0.07765152","33","9","false","CACNA2D2","117.60606061","33","0","0","0.83333983","false","0","CACNA2D2","2279432","0.13842081"
"200617","4.34960458","1.6966E-4","0.22990596","0.0","8","10","false","GABRB2","27.625","8","0","0","0.76074253","false","0","GABRB2","19126376","0.57880435"
"192424","4.31333515","2.16E-6","0.23183916","0.0","18","10","false","CXCL14","62.94444444","18","0","0","0.7633332","false","0","CXCL14","16616","0.78410689"
"200615","4.34960458","1.6966E-4","0.22990596","0.0","8","10","false","GABRB1","27.625","8","0","0","0.76074253","false","0","GABRB1","19126376","0.57880435"
"200621","4.34960458","1.6966E-4","0.22990596","0.0","8","10","false","GABRD","27.625","8","0","0","0.76074253","false","0","GABRD","19126376","0.57880435"
"200619","4.34960458","1.6966E-4","0.22990596","0.0","8","10","false","GABRB3","27.625","8","0","0","0.76074253","false","0","GABRB3","19126376","0.57880435"
"200625","4.34960458","1.6966E-4","0.22990596","0.0","8","10","false","GABRG1","27.625","8","0","0","0.76074253","false","0","GABRG1","19126376","0.57880435"
"200623","4.34960458","1.6966E-4","0.22990596","0.0","8","10","false","GABRE","27.625","8","0","0","0.76074253","false","0","GABRE","19126376","0.57880435"
"200629","4.34960458","1.6966E-4","0.22990596","0.0","8","10","false","GABRG3","27.625","8","0","0","0.76074253","false","0","GABRG3","19126376","0.57880435"
"200627","4.34960458","1.6966E-4","0.22990596","0.0","8","10","false","GABRG2","27.625","8","0","0","0.76074253","false","0","GABRG2","19126376","0.57880435"
"192441","4.83392419","0.0","0.20687126","0.0","1","11","false","CCK","9.0","1","0","0","0.72614827","false","0","CCK","0","0.0"
"200633","4.34960458","1.6966E-4","0.22990596","0.0","8","10","false","GABRQ","27.625","8","0","0","0.76074253","false","0","GABRQ","19126376","0.57880435"
"200631","4.34960458","1.6966E-4","0.22990596","0.0","8","10","false","GABRP","27.625","8","0","0","0.76074253","false","0","GABRP","19126376","0.57880435"
"192443","4.1652577","1.699E-5","0.24008118","0.0","3","10","false","BST1","49.0","3","0","0","0.77391016","false","0","BST1","13294","0.63157895"
"192450","4.42732479","0.0","0.22587003","0.0","1","10","false","ATP2A1","11.0","1","0","0","0.75519109","false","0","ATP2A1","0","0.0"
"192448","4.96509408","0.0","0.20140605","0.0","1","11","false","GAST","7.0","1","0","0","0.71677899","false","0","GAST","0","0.0"
"176069","3.31169894","8.5924E-4","0.30195982","0.32688172","31","9","false","VASP","135.87096774","31","0","0","0.83487865","false","0","VASP","2002096","0.14261995"
"192454","4.42732479","0.0","0.22587003","0.0","1","10","false","ATP2A3","11.0","1","0","0","0.75519109","false","0","ATP2A3","0","0.0"
"192452","4.42732479","0.0","0.22587003","0.0","1","10","false","ATP2A2","11.0","1","0","0","0.75519109","false","0","ATP2A2","0","0.0"
"176074","3.3738751","0.00109823","0.29639509","0.10344828","30","9","false","MYLK4","108.9","30","0","0","0.83043749","false","0","MYLK4","9602424","0.12775815"
"176072","3.42759749","0.00168258","0.29174954","0.16363636","11","9","false","PLN","237.63636364","11","0","0","0.82660018","false","0","PLN","3633628","0.29857061"
"192461","4.35369512","2.3189E-4","0.22968995","0.0952381","7","10","false","MYL3","19.85714286","7","0","0","0.76045035","false","0","MYL3","2875822","0.49450549"
"176078","3.3738751","0.00109823","0.29639509","0.10344828","30","9","false","MYLK2","108.9","30","0","0","0.83043749","false","0","MYLK2","9602424","0.12775815"
"176076","3.3738751","0.00109823","0.29639509","0.10344828","30","9","false","MYLK","108.9","30","0","0","0.83043749","false","0","MYLK","9602424","0.12775815"
"176082","3.39378238","1.2552E-4","0.29465649","0.57142857","22","9","false","PHKA1","151.72727273","22","0","0","0.82901554","false","0","PHKA1","1161246","0.18413504"
"192463","4.35451323","5.74E-6","0.22964679","0.0","5","10","false","MYL4","26.2","5","0","0","0.76039191","false","0","MYL4","20972","0.68108108"
"176080","3.3738751","0.00109823","0.29639509","0.10344828","30","9","false","MYLK3","108.9","30","0","0","0.83043749","false","0","MYLK3","9602424","0.12775815"
"176086","3.39378238","1.2552E-4","0.29465649","0.57142857","22","9","false","PHKB","151.72727273","22","0","0","0.82901554","false","0","PHKB","1161246","0.18413504"
"176084","3.39378238","1.2552E-4","0.29465649","0.57142857","22","9","false","PHKA2","151.72727273","22","0","0","0.82901554","false","0","PHKA2","1161246","0.18413504"
