"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"180209","3.84674121","0.0","0.2599603","0.0","1","10","false","MIR92","105.0","1","0","0","0.79666134","false","0","MIR92","0","0.0"
"180207","3.84674121","0.0","0.2599603","0.0","1","10","false","MIR91","105.0","1","0","0","0.79666134","false","0","MIR91","0","0.0"
"180213","3.8464685","0.0","0.25997873","1.0","2","10","false","KLF2","103.0","2","0","0","0.79668082","false","0","KLF2","0","0.98095238"
"180211","3.84674121","0.0","0.2599603","0.0","1","10","false","MIR93","105.0","1","0","0","0.79666134","false","0","MIR93","0","0.0"
"204850","5.66593946","1.0896E-4","0.17649324","0.0","2","11","false","LIN54","6.5","2","0","0","0.66671861","false","0","LIN54","1767760","0.78571429"
"204854","5.66593946","1.0896E-4","0.17649324","0.0","2","11","false","LIN37","6.5","2","0","0","0.66671861","false","0","LIN37","1767760","0.78571429"
"204852","5.66593946","1.0896E-4","0.17649324","0.0","2","11","false","LIN9","6.5","2","0","0","0.66671861","false","0","LIN9","1767760","0.78571429"
"204858","5.66593946","1.0896E-4","0.17649324","0.0","2","11","false","LIN52","6.5","2","0","0","0.66671861","false","0","LIN52","1767760","0.78571429"
"204856","5.66593946","1.0896E-4","0.17649324","0.0","2","11","false","RBBP4","6.5","2","0","0","0.66671861","false","0","RBBP4","1767760","0.78571429"
"204860","6.66348514","7.4E-7","0.15007162","0.0","5","12","false","FOXM1","2.0","5","0","0","0.59546535","false","0","FOXM1","20","1.0"
"204877","4.73956913","2.7314E-4","0.21098964","0.33333333","4","11","false","MYH6","10.0","4","0","0","0.73288792","false","0","MYH6","2701918","0.34821429"
"204879","4.73956913","2.7314E-4","0.21098964","0.33333333","4","11","false","MYH7","10.0","4","0","0","0.73288792","false","0","MYH7","2701918","0.34821429"
"204886","5.73875102","4.0E-8","0.17425394","0.0","2","12","false","MYBPC3","4.0","2","0","0","0.66151778","false","0","MYBPC3","2","1.0"
"180314","3.58876466","2.394E-4","0.27864742","0.22134387","23","9","false","IRAK4","39.60869565","23","0","0","0.81508824","false","0","IRAK4","536464","0.13115462"
"180312","3.60839924","1.7718E-4","0.2771312","0.23684211","20","9","false","IRAK1","42.05","20","0","0","0.81368577","false","0","IRAK1","409352","0.145"
"180342","3.9007363","2.58E-6","0.25636186","0.66666667","3","10","false","IRAK3","70.33333333","3","0","0","0.79280455","false","0","IRAK3","17652","0.39074074"
"204917","5.32042542","2.2E-7","0.18795489","0.0","4","11","false","CALCB","4.0","4","0","0","0.69139818","false","0","CALCB","12","1.0"
"204915","5.32042542","2.2E-7","0.18795489","0.0","4","11","false","CALCA","4.0","4","0","0","0.69139818","false","0","CALCA","12","1.0"
"180344","3.88055631","2.58E-6","0.25769501","0.83333333","4","10","false","IRAK2","58.5","4","0","0","0.79424598","false","0","IRAK2","17652","0.30952381"
"204919","5.32042542","2.2E-7","0.18795489","0.0","4","11","false","ADM","4.0","4","0","0","0.69139818","false","0","ADM","12","1.0"
"180349","4.23643305","1.378E-5","0.23604763","0.0","2","10","false","MIR199A2","33.5","2","0","0","0.76882621","false","0","MIR199A2","10456","0.5078125"
"180347","4.23643305","1.378E-5","0.23604763","0.0","2","10","false","MIR199A1","33.5","2","0","0","0.76882621","false","0","MIR199A1","10456","0.5078125"
"204948","4.70193619","6.0E-8","0.21267834","0.0","4","10","false","SOX17","16.0","4","0","0","0.73557599","false","0","SOX17","12","1.0"
"180381","3.95827652","6.811E-4","0.2526352","0.3974359","13","10","false","IKBKE","23.15384615","13","0","0","0.78869453","false","0","IKBKE","1716372","0.15282731"
"204959","4.70193619","6.0E-8","0.21267834","0.0","4","10","false","JUP","16.0","4","0","0","0.73557599","false","0","JUP","12","1.0"
"180389","4.39078266","0.0","0.22774983","1.0","3","10","false","AZI2","19.33333333","3","0","0","0.75780124","false","0","AZI2","0","0.37908497"
"180387","4.24406872","1.139E-5","0.23562295","0.4","6","10","false","TANK","18.0","6","0","0","0.76828081","false","0","TANK","87872","0.25352113"
"180391","4.39078266","0.0","0.22774983","1.0","3","10","false","TBKBP1","19.33333333","3","0","0","0.75780124","false","0","TBKBP1","0","0.37908497"
"196786","4.1756204","0.00117903","0.23948537","0.07602339","19","10","false","FCGR2B","14.47368421","19","0","0","0.77316997","false","0","FCGR2B","3223866","0.12250454"
"180405","3.88682847","1.3774E-4","0.25727917","0.57777778","10","10","false","PPIF","23.4","10","0","0","0.79379797","false","0","PPIF","90000","0.15430464"
"180403","3.78374693","2.06E-5","0.26428829","0.54545455","11","10","false","VDAC1","50.90909091","11","0","0","0.80116093","false","0","VDAC1","70736","0.29090909"
"180409","3.78374693","2.06E-5","0.26428829","0.54545455","11","10","false","VDAC3","50.90909091","11","0","0","0.80116093","false","0","VDAC3","70736","0.29090909"
"180407","3.78374693","2.06E-5","0.26428829","0.54545455","11","10","false","VDAC2","50.90909091","11","0","0","0.80116093","false","0","VDAC2","70736","0.29090909"
"180413","3.78374693","2.462E-5","0.26428829","0.49090909","11","10","false","SLC25A5","50.63636364","11","0","0","0.80116093","false","0","SLC25A5","79030","0.28935065"
"180411","3.78374693","2.462E-5","0.26428829","0.49090909","11","10","false","SLC25A4","50.63636364","11","0","0","0.80116093","false","0","SLC25A4","79030","0.28935065"
"180417","3.78374693","2.462E-5","0.26428829","0.49090909","11","10","false","SLC25A31","50.63636364","11","0","0","0.80116093","false","0","SLC25A31","79030","0.28935065"
"180415","3.78374693","2.462E-5","0.26428829","0.49090909","11","10","false","SLC25A6","50.63636364","11","0","0","0.80116093","false","0","SLC25A6","79030","0.28935065"
"180422","4.43714208","3.34E-6","0.22537029","0.0","5","10","false","HTRA2","24.6","5","0","0","0.75448985","false","0","HTRA2","2036","0.52444444"
"180419","4.65175893","0.0","0.21497245","0.0","1","11","false","TP53AIP1","22.0","1","0","0","0.73916008","false","0","TP53AIP1","0","0.0"
"180424","3.75893101","0.00112099","0.26603308","0.13235294","17","10","false","CASP7","25.52941176","17","0","0","0.8029335","false","0","CASP7","1457530","0.12335808"
"180429","4.20234524","2.6789E-4","0.23796236","0.14285714","7","10","false","FAS","28.28571429","7","0","0","0.77126105","false","0","FAS","230420","0.25225225"
"180428","4.18052904","0.00164223","0.23920417","0.0","4","9","false","FASLG","12.25","4","0","0","0.77281935","false","0","FASLG","2793688","0.25"
"180432","5.16062176","0.00111487","0.1937751","0.0","3","10","false","TNFRSF6B","3.0","3","0","0","0.70281273","false","0","TNFRSF6B","1835638","0.33333333"
"180438","4.13471503","8.489E-5","0.24185464","0.13333333","6","10","false","DAXX","17.33333333","6","0","0","0.77609178","false","0","DAXX","56540","0.22666667"
"180435","4.15189528","2.5709E-4","0.24085386","0.23076923","13","10","false","FADD","14.23076923","13","0","0","0.77486462","false","0","FADD","363836","0.14089871"
"180442","4.65175893","1.91E-6","0.21497245","0.66666667","3","10","false","FAF1","18.66666667","3","0","0","0.73916008","false","0","FAF1","1248","0.41481481"
"205022","4.74829561","0.0","0.21060188","0.0","1","10","false","MIR135A1","17.0","1","0","0","0.7322646","false","0","MIR135A1","0","0.0"
"180446","3.63594219","2.1688E-4","0.27503188","0.43382353","17","9","false","TRADD","28.64705882","17","0","0","0.81171842","false","0","TRADD","234274","0.14615846"
"180449","4.3296973","1.1271E-4","0.23096303","0.5","4","10","false","TNFRSF10B","21.75","4","0","0","0.76216448","false","0","TNFRSF10B","62232","0.3359375"
"205026","4.74829561","0.0","0.21060188","0.0","1","10","false","MIR135B","17.0","1","0","0","0.7322646","false","0","MIR135B","0","0.0"
"205024","4.74829561","0.0","0.21060188","0.0","1","10","false","MIR135A2","17.0","1","0","0","0.7322646","false","0","MIR135A2","0","0.0"
"180454","4.01254431","2.366E-4","0.24921843","0.33333333","10","10","false","TIRAP","19.8","10","0","0","0.78481826","false","0","TIRAP","479866","0.17217391"
"180451","4.65339515","3.211E-5","0.21489686","0.33333333","3","10","false","TNFRSF10A","19.0","3","0","0","0.7390432","false","0","TNFRSF10A","33240","0.39716312"
"180456","4.20070903","6.413E-5","0.23805505","0.4","5","11","false","CFLAR","15.6","5","0","0","0.77137793","false","0","CFLAR","90918","0.27017544"
"205037","6.52249795","1.8E-7","0.15331549","0.0","4","12","false","LGR4","5.0","4","0","0","0.60553586","false","0","LGR4","12","1.0"
"205036","5.52440687","4.0862E-4","0.18101491","0.0","5","11","false","RSPO1","8.0","5","0","0","0.67682808","false","0","RSPO1","75862712","0.53846154"
"205041","6.52249795","1.8E-7","0.15331549","0.0","4","12","false","LGR5","5.0","4","0","0","0.60553586","false","0","LGR5","12","1.0"
"205039","6.52249795","1.8E-7","0.15331549","0.0","4","12","false","LGR6","5.0","4","0","0","0.60553586","false","0","LGR6","12","1.0"
"205045","5.52440687","4.0862E-4","0.18101491","0.0","5","11","false","RSPO2","8.0","5","0","0","0.67682808","false","0","RSPO2","75862712","0.53846154"
"205049","5.52440687","4.0862E-4","0.18101491","0.0","5","11","false","RSPO3","8.0","5","0","0","0.67682808","false","0","RSPO3","75862712","0.53846154"
"180474","3.82928825","9.6206E-4","0.26114514","0.0","7","10","false","CASP6","36.0","7","0","0","0.79790798","false","0","CASP6","2272250","0.24305556"
"205047","5.52440687","4.0862E-4","0.18101491","0.0","5","11","false","RSPO4","8.0","5","0","0","0.67682808","false","0","RSPO4","75862712","0.53846154"
"180472","3.82492501","0.00221143","0.26144303","0.05194805","22","10","false","GZMB","15.54545455","22","0","0","0.79821964","false","0","GZMB","2835778","0.13118022"
"180477","3.92173439","6.592E-4","0.25498922","0.28571429","8","10","false","CYLD","27.75","8","0","0","0.79130469","false","0","CYLD","1823322","0.19503546"
"180482","3.88764658","0.00440414","0.25722503","0.04923077","26","10","false","CD247","16.53846154","26","0","0","0.79373953","false","0","CD247","15309026","0.10666667"
"180480","4.29806381","0.00224596","0.2326629","0.14285714","14","11","false","CASP1","9.28571429","14","0","0","0.76442401","false","0","CASP1","6340496","0.1097561"
"180495","3.66348514","0.00648842","0.27296412","0.02898551","24","10","false","STK3","29.95833333","24","0","0","0.80975106","false","0","STK3","21950494","0.13436544"
"180505","3.95854922","1.46E-6","0.2526178","0.66666667","4","10","false","PARP3","27.5","4","0","0","0.78867506","false","0","PARP3","3832","0.4296875"
"180503","3.95854922","1.46E-6","0.2526178","0.66666667","4","10","false","PARP2","27.5","4","0","0","0.78867506","false","0","PARP2","3832","0.4296875"
"180509","3.95854922","1.46E-6","0.2526178","0.66666667","4","10","false","PARP4","27.5","4","0","0","0.78867506","false","0","PARP4","3832","0.4296875"
"196893","4.39869103","1.89E-6","0.22734036","0.0","2","10","false","RSAD2","28.0","2","0","0","0.75723636","false","0","RSAD2","706","0.5"
"180507","3.95854922","1.46E-6","0.2526178","0.66666667","4","10","false","PARP1","27.5","4","0","0","0.78867506","false","0","PARP1","3832","0.4296875"
"180513","4.00218162","0.0","0.24986372","0.0","1","10","false","SPTA1","43.0","1","0","0","0.78555846","false","0","SPTA1","0","0.0"
"180511","3.98663758","0.0","0.25083795","1.0","2","10","false","DFFA","32.5","2","0","0","0.78666874","false","0","DFFA","0","0.56034483"
"180517","3.94900464","2.484E-5","0.25322837","0.3","5","9","false","APPL1","19.6","5","0","0","0.78935681","false","0","APPL1","32730","0.32542373"
"180515","4.00218162","0.0","0.24986372","0.0","1","10","false","SPTAN1","43.0","1","0","0","0.78555846","false","0","SPTAN1","0","0.0"
"180521","3.98254704","0.0","0.25109559","1.0","2","10","false","BIRC7","35.5","2","0","0","0.78696093","false","0","BIRC7","0","0.73958333"
"180519","3.98254704","0.0","0.25109559","1.0","2","10","false","BIRC8","35.5","2","0","0","0.78696093","false","0","BIRC8","0","0.73958333"
"196909","4.35614944","1.9253E-4","0.22956054","0.0","2","10","false","GATA3","29.0","2","0","0","0.76027504","false","0","GATA3","235420","0.5"
"180523","3.98063812","0.0","0.251216","1.0","3","10","false","DCC","25.33333333","3","0","0","0.78709728","false","0","DCC","0","0.50666667"
"180530","4.59067358","0.0","0.21783296","1.0","2","11","false","CASP2","13.5","2","0","0","0.74352332","false","0","CASP2","0","0.54"
"205103","4.95964003","1.0E-8","0.20162754","0.0","2","11","false","SNW1","20.0","2","0","0","0.71716857","false","0","SNW1","2","1.0"
"180532","4.59067358","0.0","0.21783296","1.0","2","11","false","PIDD1","13.5","2","0","0","0.74352332","false","0","PIDD1","0","0.54"
"205113","4.95145896","5.119E-5","0.20196068","0.28571429","8","11","false","IHH","9.25","8","0","0","0.71775293","false","0","IHH","315828","0.26470588"
"196926","4.53749659","7.2629E-4","0.22038584","0.00833333","16","11","false","CD4","9.5625","16","0","0","0.74732167","false","0","CD4","3135716","0.32175926"
"196925","5.53722389","0.0","0.18059591","0.0","1","12","false","IL16","16.0","1","0","0","0.67591258","false","0","IL16","0","0.0"
"205117","4.95145896","5.119E-5","0.20196068","0.28571429","8","11","false","SHH","9.25","8","0","0","0.71775293","false","0","SHH","315828","0.26470588"
"205115","5.11317153","1.04E-6","0.19557333","0.38095238","7","11","false","DHH","7.42857143","7","0","0","0.70620203","false","0","DHH","2342","0.52040816"
"196929","4.81483501","8.79E-5","0.20769144","0.18181818","12","11","false","HLADMA","19.41666667","12","0","0","0.72751178","false","0","HLADMA","408138","0.37339744"
"205121","5.08890101","1.03E-6","0.19650608","0.6","5","11","false","LRP2","9.8","5","0","0","0.70793564","false","0","LRP2","31396","0.6125"
"205119","5.08890101","1.03E-6","0.19650608","0.6","5","11","false","GAS1","9.8","5","0","0","0.70793564","false","0","GAS1","31396","0.6125"
"205125","5.08890101","1.03E-6","0.19650608","0.6","5","11","false","BOC","9.8","5","0","0","0.70793564","false","0","BOC","31396","0.6125"
"196933","4.84455959","1.393E-5","0.20641711","0.02222222","10","11","false","HLADOA","21.5","10","0","0","0.7253886","false","0","HLADOA","190770","0.53076923"
"196931","4.81483501","8.79E-5","0.20769144","0.18181818","12","11","false","HLADMB","19.41666667","12","0","0","0.72751178","false","0","HLADMB","408138","0.37339744"
"205123","5.08890101","1.03E-6","0.19650608","0.6","5","11","false","CDON","9.8","5","0","0","0.70793564","false","0","CDON","31396","0.6125"
"196937","4.84455959","1.393E-5","0.20641711","0.02222222","10","11","false","HLADPA1","21.5","10","0","0","0.7253886","false","0","HLADPA1","190770","0.53076923"
"205129","4.45623125","0.0","0.22440487","0.0","1","10","false","EVC2","12.0","1","0","0","0.75312634","false","0","EVC2","0","0.0"
"196935","4.84455959","1.393E-5","0.20641711","0.02222222","10","11","false","HLADOB","21.5","10","0","0","0.7253886","false","0","HLADOB","190770","0.53076923"
"196941","4.84455959","1.393E-5","0.20641711","0.02222222","10","11","false","HLADQA1","21.5","10","0","0","0.7253886","false","0","HLADQA1","190770","0.53076923"
"196939","4.84455959","1.393E-5","0.20641711","0.02222222","10","11","false","HLADPB1","21.5","10","0","0","0.7253886","false","0","HLADPB1","190770","0.53076923"
"205131","4.45623125","0.0","0.22440487","0.0","1","10","false","EVC","12.0","1","0","0","0.75312634","false","0","EVC","0","0.0"
"180561","4.75347696","0.00690134","0.21037233","0.08888889","10","11","false","BRCA1","7.2","10","0","0","0.7318945","false","0","BRCA1","33360374","0.12941176"
"196945","4.84455959","1.393E-5","0.20641711","0.02222222","10","11","false","HLADQB1","21.5","10","0","0","0.7253886","false","0","HLADQB1","190770","0.53076923"
"196943","4.84455959","1.393E-5","0.20641711","0.02222222","10","11","false","HLADQA2","21.5","10","0","0","0.7253886","false","0","HLADQA2","190770","0.53076923"
"180565","4.83392419","1.4677E-4","0.20687126","0.66666667","4","11","false","MRE11","9.5","4","0","0","0.72614827","false","0","MRE11","1748052","0.32758621"
"196949","4.88546496","1.88E-6","0.20468881","0.0","2","11","false","HLADRB1","21.0","2","0","0","0.72246679","false","0","HLADRB1","1376","0.74074074"
"180563","4.83392419","1.4677E-4","0.20687126","0.66666667","4","11","false","RAD50","9.5","4","0","0","0.72614827","false","0","RAD50","1748052","0.32758621"
"196947","4.84455959","1.393E-5","0.20641711","0.02222222","10","11","false","HLADRA","21.5","10","0","0","0.7253886","false","0","HLADRA","190770","0.53076923"
"196953","4.84455959","1.393E-5","0.20641711","0.02222222","10","11","false","HLADRB4","21.5","10","0","0","0.7253886","false","0","HLADRB4","190770","0.53076923"
"180567","4.83419689","0.0","0.20685959","1.0","3","11","false","NBN","12.0","3","0","0","0.72612879","false","0","NBN","0","0.4137931"
"196951","4.84455959","1.393E-5","0.20641711","0.02222222","10","11","false","HLADRB3","21.5","10","0","0","0.7253886","false","0","HLADRB3","190770","0.53076923"
"180573","4.17125716","0.00422897","0.23973588","0.01098901","14","11","false","MIR21","8.21428571","14","0","0","0.77348163","false","0","MIR21","11189228","0.0766369"
"180571","3.71829834","0.00343306","0.26894023","0.10909091","11","10","false","SQSTM1","34.18181818","11","0","0","0.80583583","false","0","SQSTM1","6846410","0.16524854"
"196955","4.84455959","1.393E-5","0.20641711","0.02222222","10","11","false","HLADRB5","21.5","10","0","0","0.7253886","false","0","HLADRB5","190770","0.53076923"
"196960","5.11044451","0.0","0.19567769","0.0","1","11","false","IRF1","7.0","1","0","0","0.70639682","false","0","IRF1","0","0.0"
"180581","4.835015","0.0","0.20682459","0.0","1","11","false","MIR181B1","28.0","1","0","0","0.72607036","false","0","MIR181B1","0","0.0"
"196965","5.16362149","0.0","0.19366253","1.0","2","11","false","LTB","6.0","2","0","0","0.70259847","false","0","LTB","0","0.6"
"180579","4.835015","0.0","0.20682459","0.0","1","11","false","MIR181A2","28.0","1","0","0","0.72607036","false","0","MIR181A2","0","0.0"
"196963","4.67384783","2.674E-5","0.21395647","0.0","3","11","false","TNFRSF14","4.33333333","3","0","0","0.7375823","false","0","TNFRSF14","61966","0.37037037"
"180585","4.835015","0.0","0.20682459","0.0","1","11","false","MIR181C","28.0","1","0","0","0.72607036","false","0","MIR181C","0","0.0"
"196968","5.15325879","7.522E-5","0.19405197","0.0","3","11","false","TNFSF14","4.33333333","3","0","0","0.70333866","false","0","TNFSF14","56768","0.37037037"
"180583","4.835015","0.0","0.20682459","0.0","1","11","false","MIR181B2","28.0","1","0","0","0.72607036","false","0","MIR181B2","0","0.0"
"180589","4.835015","0.0","0.20682459","0.0","1","11","false","MIR181D","28.0","1","0","0","0.72607036","false","0","MIR181D","0","0.0"
"180587","4.835015","0.0","0.20682459","0.0","1","11","false","MIR181A1","28.0","1","0","0","0.72607036","false","0","MIR181A1","0","0.0"
"196977","7.15953095","0.0","0.13967395","0.0","1","12","false","TNFRSF25","2.0","1","0","0","0.5600335","false","0","TNFRSF25","0","0.0"
"196975","6.15980365","5.454E-4","0.16234284","0.0","2","11","false","TNFSF15","2.0","2","0","0","0.6314426","false","0","TNFSF15","912808","0.5"
"196981","5.48895555","0.0","0.18218402","0.0","1","12","false","TNFRSF10C","8.0","1","0","0","0.67936032","false","0","TNFRSF10C","0","0.0"
"196983","5.48895555","0.0","0.18218402","0.0","1","12","false","TNFRSF10D","8.0","1","0","0","0.67936032","false","0","TNFRSF10D","0","0.0"
"205185","4.79683665","0.0","0.20847072","0.0","1","11","false","SLC44A5","22.0","1","0","0","0.72879738","false","0","SLC44A5","0","0.0"
"196993","5.637033","0.0","0.17739829","0.0","1","12","false","TNFRSF11B","2.0","1","0","0","0.66878336","false","0","TNFRSF11B","0","0.0"
"196992","4.6373057","5.454E-4","0.21564246","0.0","2","11","false","TNFSF11","8.0","2","0","0","0.74019245","false","0","TNFSF11","1293882","0.5"
"205183","4.79683665","0.0","0.20847072","0.0","1","11","false","SLC44A3","22.0","1","0","0","0.72879738","false","0","SLC44A3","0","0.0"
"205189","4.79683665","0.0","0.20847072","0.0","1","11","false","SLC44A2","22.0","1","0","0","0.72879738","false","0","SLC44A2","0","0.0"
"205187","4.79683665","0.0","0.20847072","0.0","1","11","false","SLC44A1","22.0","1","0","0","0.72879738","false","0","SLC44A1","0","0.0"
"205193","4.79683665","0.0","0.20847072","0.0","1","11","false","SLC22A1","22.0","1","0","0","0.72879738","false","0","SLC22A1","0","0.0"
"205191","4.79683665","0.0","0.20847072","0.0","1","11","false","SLC5A7","22.0","1","0","0","0.72879738","false","0","SLC5A7","0","0.0"
"205197","4.79683665","0.0","0.20847072","0.0","1","11","false","SLC22A2","22.0","1","0","0","0.72879738","false","0","SLC22A2","0","0.0"
"205195","4.79683665","0.0","0.20847072","0.0","1","11","false","SLC22A3","22.0","1","0","0","0.72879738","false","0","SLC22A3","0","0.0"
"205201","4.79683665","0.0","0.20847072","0.0","1","11","false","SLC22A5","22.0","1","0","0","0.72879738","false","0","SLC22A5","0","0.0"
"205199","4.79683665","0.0","0.20847072","0.0","1","11","false","SLC22A4","22.0","1","0","0","0.72879738","false","0","SLC22A4","0","0.0"
"205203","4.79683665","0.0","0.20847072","0.0","1","11","false","SLC44A4","22.0","1","0","0","0.72879738","false","0","SLC44A4","0","0.0"
"180634","4.57049359","2.1E-7","0.21879475","0.0","4","10","false","DIABLO","25.25","4","0","0","0.74496474","false","0","DIABLO","348","0.89814815"
"197015","4.58794655","5.3E-7","0.21796243","0.0","2","11","false","CD40LG","7.5","2","0","0","0.7437181","false","0","CD40LG","130","0.5"
"180638","4.17725661","1.6772E-4","0.23939157","0.28571429","7","10","false","RBCK1","22.71428571","7","0","0","0.7730531","false","0","RBCK1","1017972","0.29511278"
"180642","4.17725661","1.6772E-4","0.23939157","0.28571429","7","10","false","SHARPIN","22.71428571","7","0","0","0.7730531","false","0","SHARPIN","1017972","0.29511278"
"205217","4.5601309","0.0","0.21929195","0.0","1","10","false","APLN","23.0","1","0","0","0.74570494","false","0","APLN","0","0.0"
"180640","4.17725661","1.6772E-4","0.23939157","0.28571429","7","10","false","RNF31","22.71428571","7","0","0","0.7730531","false","0","RNF31","1017972","0.29511278"
"197030","6.1868012","2.7263E-4","0.16163442","0.0","2","12","false","TNFRSF17","2.5","2","0","0","0.6295142","false","0","TNFRSF17","1519678","0.75"
"197029","7.18598309","7.0E-8","0.1391598","0.0","2","13","false","TNFSF13","2.0","2","0","0","0.55814406","false","0","TNFSF13","2","1.0"
"205219","5.24761385","3.52E-6","0.1905628","0.0","3","11","false","SERPINE1","6.33333333","3","0","0","0.69659901","false","0","SERPINE1","262","0.41025641"
"197034","5.18761931","0.0016354","0.19276665","0.0","3","11","false","TNFSF13B","3.0","3","0","0","0.70088434","false","0","TNFSF13B","6078706","0.4"
"197032","6.1868012","2.7263E-4","0.16163442","0.0","2","12","false","TNFRSF13B","2.5","2","0","0","0.6295142","false","0","TNFRSF13B","1519678","0.75"
"205223","5.24761385","3.52E-6","0.1905628","0.0","3","11","false","SERPINB2","6.33333333","3","0","0","0.69659901","false","0","SERPINB2","262","0.41025641"
"197041","5.60921734","1.0E-7","0.17827799","0.0","4","12","false","FST","9.0","4","0","0","0.67077019","false","0","FST","12","1.0"
"197049","5.37960185","1.03E-6","0.18588736","0.0","11","12","false","CHRD","8.45454545","11","0","0","0.6871713","false","0","CHRD","110","0.93181818"
"197054","5.30979002","1.2E-7","0.18833136","0.0","6","11","false","ACKR4","19.0","6","0","0","0.69215786","false","0","ACKR4","30","1.0"
"197051","5.37960185","1.03E-6","0.18588736","0.0","11","12","false","NOG","8.45454545","11","0","0","0.6871713","false","0","NOG","110","0.93181818"
"180713","4.37442051","0.0","0.22860171","0.0","1","10","false","PPP5D1","26.0","1","0","0","0.75896996","false","0","PPP5D1","0","0.0"
"180715","4.37442051","0.0","0.22860171","0.0","1","10","false","PPP5C","26.0","1","0","0","0.75896996","false","0","PPP5C","0","0.0"
"180749","8.84346878","0.00163577","0.1130778","0.0","4","13","false","THOC1","2.5","4","0","0","0.43975223","false","0","THOC1","100981314","0.25"
"180750","9.84319607","0.0","0.10159302","0.0","1","14","false","THOC2","4.0","1","0","0","0.36834314","false","0","THOC2","0","0.0"
"180754","9.84319607","0.0","0.10159302","0.0","1","14","false","THOC6","4.0","1","0","0","0.36834314","false","0","THOC6","0","0.0"
"180752","7.84537769","0.00218","0.12746359","0.23809524","7","12","false","THOC5","8.0","7","0","0","0.51104445","false","0","THOC5","134641756","0.46218487"
"180758","6.85055904","0.00184658","0.14597349","0.11111111","9","11","false","NXF1","7.22222222","9","0","0","0.58210293","false","0","NXF1","141373396","0.3625731"
"180756","9.84319607","0.0","0.10159302","0.0","1","14","false","THOC7","4.0","1","0","0","0.36834314","false","0","THOC7","0","0.0"
"180762","6.85055904","0.00184658","0.14597349","0.11111111","9","11","false","NXF3","7.22222222","9","0","0","0.58210293","false","0","NXF3","141373396","0.3625731"
"180760","6.85055904","0.00184658","0.14597349","0.11111111","9","11","false","NXF5","7.22222222","9","0","0","0.58210293","false","0","NXF5","141373396","0.3625731"
"180766","6.85055904","0.00184658","0.14597349","0.11111111","9","11","false","NXF2B","7.22222222","9","0","0","0.58210293","false","0","NXF2B","141373396","0.3625731"
"180764","6.85055904","0.00184658","0.14597349","0.11111111","9","11","false","NXF2","7.22222222","9","0","0","0.58210293","false","0","NXF2","141373396","0.3625731"
"180770","8.84292337","0.00109081","0.11308478","0.0","4","13","false","RBM8A","2.75","4","0","0","0.43979119","false","0","RBM8A","67320764","0.25"
"180768","7.8461958","5.4557E-4","0.1274503","0.23809524","7","12","false","ALYREF","7.57142857","7","0","0","0.51098601","false","0","ALYREF","33660460","0.53061224"
"180773","8.84237797","2.25E-6","0.11309175","0.0","3","13","false","MAGOHB","6.66666667","3","0","0","0.43983015","false","0","MAGOHB","50","0.56666667"
"180771","9.84265067","0.0","0.10159865","0.0","1","14","false","CASC3","4.0","1","0","0","0.3683821","false","0","CASC3","0","0.0"
"180777","9.84265067","0.0","0.10159865","0.0","1","14","false","PYM1","4.0","1","0","0","0.3683821","false","0","PYM1","0","0.0"
"180775","7.8461958","0.00163281","0.1274503","0.0","6","12","false","EIF4A3","8.16666667","6","0","0","0.51098601","false","0","EIF4A3","100981100","0.65151515"
"180781","7.84510499","0.00108971","0.12746802","0.03571429","8","12","false","UPF3A","6.875","8","0","0","0.51106393","false","0","UPF3A","134641514","0.51041667"
"180779","7.84510499","0.00108971","0.12746802","0.03571429","8","12","false","UPF3B","6.875","8","0","0","0.51106393","false","0","UPF3B","134641514","0.51041667"
"205361","5.1753477","0.0","0.19322373","0.0","1","11","false","INPPL1","19.0","1","0","0","0.70176088","false","0","INPPL1","0","0.0"
"205359","5.1753477","0.0","0.19322373","0.0","1","11","false","INPP5D","19.0","1","0","0","0.70176088","false","0","INPP5D","0","0.0"
"180790","6.85464958","1.7E-7","0.14588638","0.33333333","6","11","false","NXT2","9.33333333","6","0","0","0.58181074","false","0","NXT2","20","0.58333333"
"180788","6.85464958","1.7E-7","0.14588638","0.33333333","6","11","false","NXT1","9.33333333","6","0","0","0.58181074","false","0","NXT1","20","0.58333333"
"180794","5.86092173","0.01462889","0.17062163","0.27272727","11","10","false","NUP98","8.09090909","11","0","0","0.6527913","false","0","NUP98","787649744","0.26060606"
"180796","6.85464958","1.7E-7","0.14588638","0.33333333","6","11","false","RAE1","9.33333333","6","0","0","0.58181074","false","0","RAE1","20","0.58333333"
"205381","5.09680938","0.0","0.19620118","0.0","1","11","false","NCR2","18.0","1","0","0","0.70737076","false","0","NCR2","0","0.0"
"172630","3.13853286","0.00418962","0.31862021","0.23218391","30","9","false","RPS6KB1","121.4","30","0","0","0.84724765","false","0","RPS6KB1","13513250","0.11794623"
"205396","4.83065176","0.0","0.2070114","0.0","1","10","false","MIR155","11.0","1","0","0","0.72638202","false","0","MIR155","0","0.0"
