"SUID","ALL-PATH-LIST","EdgeBetweenness","interaction","name","NPATHWAYS","PATHWAY","selected","shared interaction","shared name"
"247145","hsa04066","1.0","interaction","CREBBP (interaction) HK1","1","hsa04066","false","interaction","CREBBP (interaction) HK1"
"247144","hsa04066","1.0","interaction","ARNT (interaction) HKDC1","1","hsa04066","false","interaction","ARNT (interaction) HKDC1"
"247143","hsa04066","1.0","interaction","ARNT (interaction) HK3","1","hsa04066","false","interaction","ARNT (interaction) HK3"
"247150","hsa04066","1.0","interaction","EP300 (interaction) HK2","1","hsa04066","false","interaction","EP300 (interaction) HK2"
"247149","hsa04066","1.0","interaction","EP300 (interaction) HK1","1","hsa04066","false","interaction","EP300 (interaction) HK1"
"247148","hsa04066","1.0","interaction","CREBBP (interaction) HKDC1","1","hsa04066","false","interaction","CREBBP (interaction) HKDC1"
"247147","hsa04066","1.0","interaction","CREBBP (interaction) HK3","1","hsa04066","false","interaction","CREBBP (interaction) HK3"
"247154","hsa04066,hsa05230,","36.0","interaction","HIF1A (interaction) PFKL","2","NA","false","interaction","HIF1A (interaction) PFKL"
"247152","hsa04066","1.0","interaction","EP300 (interaction) HKDC1","1","hsa04066","false","interaction","EP300 (interaction) HKDC1"
"247151","hsa04066","1.0","interaction","EP300 (interaction) HK3","1","hsa04066","false","interaction","EP300 (interaction) HK3"
"247158","hsa04066,hsa04919,hsa05230,","36.0","interaction","HIF1A (interaction) PFKP","3","NA","false","interaction","HIF1A (interaction) PFKP"
"247156","hsa04066,hsa05230,","36.0","interaction","HIF1A (interaction) PFKM","2","NA","false","interaction","HIF1A (interaction) PFKM"
"247162","hsa04066","1.0","interaction","CREBBP (interaction) PFKL","1","hsa04066","false","interaction","CREBBP (interaction) PFKL"
"247161","hsa04066","1.0","interaction","ARNT (interaction) PFKP","1","hsa04066","false","interaction","ARNT (interaction) PFKP"
"247160","hsa04066","1.0","interaction","ARNT (interaction) PFKM","1","hsa04066","false","interaction","ARNT (interaction) PFKM"
"247159","hsa04066","1.0","interaction","ARNT (interaction) PFKL","1","hsa04066","false","interaction","ARNT (interaction) PFKL"
"247166","hsa04066","1.0","interaction","EP300 (interaction) PFKM","1","hsa04066","false","interaction","EP300 (interaction) PFKM"
"247165","hsa04066","1.0","interaction","EP300 (interaction) PFKL","1","hsa04066","false","interaction","EP300 (interaction) PFKL"
"247164","hsa04066","1.0","interaction","CREBBP (interaction) PFKP","1","hsa04066","false","interaction","CREBBP (interaction) PFKP"
"247163","hsa04066","1.0","interaction","CREBBP (interaction) PFKM","1","hsa04066","false","interaction","CREBBP (interaction) PFKM"
"247170","hsa04066","1.0","interaction","ARNT (interaction) GAPDH","1","hsa04066","false","interaction","ARNT (interaction) GAPDH"
"247169","hsa04066","36.0","interaction","HIF1A (interaction) GAPDH","1","hsa04066","false","interaction","HIF1A (interaction) GAPDH"
"247167","hsa04066","1.0","interaction","EP300 (interaction) PFKP","1","hsa04066","false","interaction","EP300 (interaction) PFKP"
"247174","hsa04066","36.0","interaction","HIF1A (interaction) ALDOA","1","hsa04066","false","interaction","HIF1A (interaction) ALDOA"
"247172","hsa04066","1.0","interaction","EP300 (interaction) GAPDH","1","hsa04066","false","interaction","EP300 (interaction) GAPDH"
"247171","hsa04066","1.0","interaction","CREBBP (interaction) GAPDH","1","hsa04066","false","interaction","CREBBP (interaction) GAPDH"
"247178","hsa04066","36.0","interaction","HIF1A (interaction) ALDOC","1","hsa04066","false","interaction","HIF1A (interaction) ALDOC"
"247176","hsa04066","36.0","interaction","HIF1A (interaction) ALDOB","1","hsa04066","false","interaction","HIF1A (interaction) ALDOB"
"247182","hsa04066","1.0","interaction","CREBBP (interaction) ALDOA","1","hsa04066","false","interaction","CREBBP (interaction) ALDOA"
"247181","hsa04066","1.0","interaction","ARNT (interaction) ALDOC","1","hsa04066","false","interaction","ARNT (interaction) ALDOC"
"247180","hsa04066","1.0","interaction","ARNT (interaction) ALDOB","1","hsa04066","false","interaction","ARNT (interaction) ALDOB"
"247179","hsa04066","1.0","interaction","ARNT (interaction) ALDOA","1","hsa04066","false","interaction","ARNT (interaction) ALDOA"
"247186","hsa04066","1.0","interaction","EP300 (interaction) ALDOB","1","hsa04066","false","interaction","EP300 (interaction) ALDOB"
"247185","hsa04066","1.0","interaction","EP300 (interaction) ALDOA","1","hsa04066","false","interaction","EP300 (interaction) ALDOA"
"247184","hsa04066","1.0","interaction","CREBBP (interaction) ALDOC","1","hsa04066","false","interaction","CREBBP (interaction) ALDOC"
"247183","hsa04066","1.0","interaction","CREBBP (interaction) ALDOB","1","hsa04066","false","interaction","CREBBP (interaction) ALDOB"
"247189","hsa04066","36.0","interaction","HIF1A (interaction) PGK1","1","hsa04066","false","interaction","HIF1A (interaction) PGK1"
"247187","hsa04066","1.0","interaction","EP300 (interaction) ALDOC","1","hsa04066","false","interaction","EP300 (interaction) ALDOC"
"247194","hsa04066","1.0","interaction","CREBBP (interaction) PGK1","1","hsa04066","false","interaction","CREBBP (interaction) PGK1"
"247193","hsa04066","1.0","interaction","ARNT (interaction) PGK2","1","hsa04066","false","interaction","ARNT (interaction) PGK2"
"247192","hsa04066","1.0","interaction","ARNT (interaction) PGK1","1","hsa04066","false","interaction","ARNT (interaction) PGK1"
"247191","hsa04066","36.0","interaction","HIF1A (interaction) PGK2","1","hsa04066","false","interaction","HIF1A (interaction) PGK2"
"247197","hsa04066","1.0","interaction","EP300 (interaction) PGK2","1","hsa04066","false","interaction","EP300 (interaction) PGK2"
"247196","hsa04066","1.0","interaction","EP300 (interaction) PGK1","1","hsa04066","false","interaction","EP300 (interaction) PGK1"
"247195","hsa04066","1.0","interaction","CREBBP (interaction) PGK2","1","hsa04066","false","interaction","CREBBP (interaction) PGK2"
"247202","hsa04066","1.0","interaction","EP300 (interaction) PFKFB3","1","hsa04066","false","interaction","EP300 (interaction) PFKFB3"
"247201","hsa04066","1.0","interaction","CREBBP (interaction) PFKFB3","1","hsa04066","false","interaction","CREBBP (interaction) PFKFB3"
"247200","hsa04066","1.0","interaction","ARNT (interaction) PFKFB3","1","hsa04066","false","interaction","ARNT (interaction) PFKFB3"
"247199","hsa04066","36.0","interaction","HIF1A (interaction) PFKFB3","1","hsa04066","false","interaction","HIF1A (interaction) PFKFB3"
"247206","hsa04066,hsa05230,","11.66666667","interaction","HIF1A (interaction) LDHAL6A","2","NA","false","interaction","HIF1A (interaction) LDHAL6A"
"247204","hsa04066,hsa05230,","11.66666667","interaction","HIF1A (interaction) LDHA","2","NA","false","interaction","HIF1A (interaction) LDHA"
"247210","hsa04066,hsa05230,","11.66666667","interaction","HIF1A (interaction) LDHC","2","NA","false","interaction","HIF1A (interaction) LDHC"
"247208","hsa04066,hsa05230,","11.66666667","interaction","HIF1A (interaction) LDHB","2","NA","false","interaction","HIF1A (interaction) LDHB"
"247214","hsa04066","1.0","interaction","ARNT (interaction) LDHAL6A","1","hsa04066","false","interaction","ARNT (interaction) LDHAL6A"
"247213","hsa04066","1.0","interaction","ARNT (interaction) LDHA","1","hsa04066","false","interaction","ARNT (interaction) LDHA"
"247212","hsa04066,hsa05230,","11.66666667","interaction","HIF1A (interaction) LDHAL6B","2","NA","false","interaction","HIF1A (interaction) LDHAL6B"
"247218","hsa04066","1.0","interaction","CREBBP (interaction) LDHA","1","hsa04066","false","interaction","CREBBP (interaction) LDHA"
"247217","hsa04066","1.0","interaction","ARNT (interaction) LDHAL6B","1","hsa04066","false","interaction","ARNT (interaction) LDHAL6B"
"247216","hsa04066","1.0","interaction","ARNT (interaction) LDHC","1","hsa04066","false","interaction","ARNT (interaction) LDHC"
"247215","hsa04066","1.0","interaction","ARNT (interaction) LDHB","1","hsa04066","false","interaction","ARNT (interaction) LDHB"
"247222","hsa04066","1.0","interaction","CREBBP (interaction) LDHAL6B","1","hsa04066","false","interaction","CREBBP (interaction) LDHAL6B"
"247221","hsa04066","1.0","interaction","CREBBP (interaction) LDHC","1","hsa04066","false","interaction","CREBBP (interaction) LDHC"
"247220","hsa04066","1.0","interaction","CREBBP (interaction) LDHB","1","hsa04066","false","interaction","CREBBP (interaction) LDHB"
"247219","hsa04066","1.0","interaction","CREBBP (interaction) LDHAL6A","1","hsa04066","false","interaction","CREBBP (interaction) LDHAL6A"
"247226","hsa04066","1.0","interaction","EP300 (interaction) LDHC","1","hsa04066","false","interaction","EP300 (interaction) LDHC"
"247225","hsa04066","1.0","interaction","EP300 (interaction) LDHB","1","hsa04066","false","interaction","EP300 (interaction) LDHB"
"247224","hsa04066","1.0","interaction","EP300 (interaction) LDHAL6A","1","hsa04066","false","interaction","EP300 (interaction) LDHAL6A"
"247223","hsa04066","1.0","interaction","EP300 (interaction) LDHA","1","hsa04066","false","interaction","EP300 (interaction) LDHA"
"247230","hsa04066","1.0","interaction","CREBBP (interaction) BCL2","1","hsa04066","false","interaction","CREBBP (interaction) BCL2"
"247229","hsa04066","1.0","interaction","ARNT (interaction) BCL2","1","hsa04066","false","interaction","ARNT (interaction) BCL2"
"247228","hsa04066","8.0","interaction","HIF1A (interaction) BCL2","1","hsa04066","false","interaction","HIF1A (interaction) BCL2"
"247227","hsa04066","1.0","interaction","EP300 (interaction) LDHAL6B","1","hsa04066","false","interaction","EP300 (interaction) LDHAL6B"
"247233","hsa04066","10.66666667","interaction","HIF1A (interaction) CDKN1A","1","hsa04066","false","interaction","HIF1A (interaction) CDKN1A"
"247231","hsa04066","1.0","interaction","EP300 (interaction) BCL2","1","hsa04066","false","interaction","EP300 (interaction) BCL2"
"247238","hsa04066","1.0","interaction","CREBBP (interaction) CDKN1A","1","hsa04066","false","interaction","CREBBP (interaction) CDKN1A"
"247237","hsa04066","1.0","interaction","ARNT (interaction) CDKN1B","1","hsa04066","false","interaction","ARNT (interaction) CDKN1B"
"247236","hsa04066","1.0","interaction","ARNT (interaction) CDKN1A","1","hsa04066","false","interaction","ARNT (interaction) CDKN1A"
"247235","hsa04066","36.0","interaction","HIF1A (interaction) CDKN1B","1","hsa04066","false","interaction","HIF1A (interaction) CDKN1B"
"247241","hsa04066","1.0","interaction","EP300 (interaction) CDKN1B","1","hsa04066","false","interaction","EP300 (interaction) CDKN1B"
"247240","hsa04066","1.0","interaction","EP300 (interaction) CDKN1A","1","hsa04066","false","interaction","EP300 (interaction) CDKN1A"
"247239","hsa04066","1.0","interaction","CREBBP (interaction) CDKN1B","1","hsa04066","false","interaction","CREBBP (interaction) CDKN1B"
"247245","hsa04066","36.0","interaction","HIF1A (interaction) ENO2","1","hsa04066","false","interaction","HIF1A (interaction) ENO2"
"247243","hsa04066","36.0","interaction","HIF1A (interaction) ENO1","1","hsa04066","false","interaction","HIF1A (interaction) ENO1"
"247250","hsa04066","1.0","interaction","ARNT (interaction) ENO1","1","hsa04066","false","interaction","ARNT (interaction) ENO1"
"247249","hsa04066","36.0","interaction","HIF1A (interaction) ENO4","1","hsa04066","false","interaction","HIF1A (interaction) ENO4"
"247247","hsa04066","36.0","interaction","HIF1A (interaction) ENO3","1","hsa04066","false","interaction","HIF1A (interaction) ENO3"
"247254","hsa04066","1.0","interaction","CREBBP (interaction) ENO1","1","hsa04066","false","interaction","CREBBP (interaction) ENO1"
"247253","hsa04066","1.0","interaction","ARNT (interaction) ENO4","1","hsa04066","false","interaction","ARNT (interaction) ENO4"
"247252","hsa04066","1.0","interaction","ARNT (interaction) ENO3","1","hsa04066","false","interaction","ARNT (interaction) ENO3"
"247251","hsa04066","1.0","interaction","ARNT (interaction) ENO2","1","hsa04066","false","interaction","ARNT (interaction) ENO2"
"247258","hsa04066","1.0","interaction","EP300 (interaction) ENO1","1","hsa04066","false","interaction","EP300 (interaction) ENO1"
"247257","hsa04066","1.0","interaction","CREBBP (interaction) ENO4","1","hsa04066","false","interaction","CREBBP (interaction) ENO4"
"247256","hsa04066","1.0","interaction","CREBBP (interaction) ENO3","1","hsa04066","false","interaction","CREBBP (interaction) ENO3"
"247255","hsa04066","1.0","interaction","CREBBP (interaction) ENO2","1","hsa04066","false","interaction","CREBBP (interaction) ENO2"
"247261","hsa04066","1.0","interaction","EP300 (interaction) ENO4","1","hsa04066","false","interaction","EP300 (interaction) ENO4"
"247260","hsa04066","1.0","interaction","EP300 (interaction) ENO3","1","hsa04066","false","interaction","EP300 (interaction) ENO3"
"247259","hsa04066","1.0","interaction","EP300 (interaction) ENO2","1","hsa04066","false","interaction","EP300 (interaction) ENO2"
"247266","hsa04068","1.0","interaction","FOXO6 (interaction) CCNB1","1","hsa04068","false","interaction","FOXO6 (interaction) CCNB1"
"247264","hsa04068","1.0","interaction","FOXO6 (interaction) CCNB3","1","hsa04068","false","interaction","FOXO6 (interaction) CCNB3"
"247270","hsa04068","1.0","interaction","FOXO1 (interaction) CCNB3","1","hsa04068","false","interaction","FOXO1 (interaction) CCNB3"
"247268","hsa04068","1.0","interaction","FOXO6 (interaction) CCNB2","1","hsa04068","false","interaction","FOXO6 (interaction) CCNB2"
"247274","hsa04068","1.0","interaction","FOXO1 (interaction) CCNB1","1","hsa04068","false","interaction","FOXO1 (interaction) CCNB1"
"247273","hsa04068","1.0","interaction","FOXO4 (interaction) CCNB3","1","hsa04068","false","interaction","FOXO4 (interaction) CCNB3"
"247271","hsa04068","1.0","interaction","FOXO3 (interaction) CCNB3","1","hsa04068","false","interaction","FOXO3 (interaction) CCNB3"
"247278","hsa04068","1.0","interaction","FOXO4 (interaction) CCNB1","1","hsa04068","false","interaction","FOXO4 (interaction) CCNB1"
"247277","hsa04068","1.0","interaction","FOXO3 (interaction) CCNB2","1","hsa04068","false","interaction","FOXO3 (interaction) CCNB2"
"247276","hsa04068","1.0","interaction","FOXO3 (interaction) CCNB1","1","hsa04068","false","interaction","FOXO3 (interaction) CCNB1"
"247275","hsa04068","1.0","interaction","FOXO1 (interaction) CCNB2","1","hsa04068","false","interaction","FOXO1 (interaction) CCNB2"
"247281","hsa04068","1.0","interaction","FOXO6 (interaction) CCND1","1","hsa04068","false","interaction","FOXO6 (interaction) CCND1"
"247279","hsa04068","1.0","interaction","FOXO4 (interaction) CCNB2","1","hsa04068","false","interaction","FOXO4 (interaction) CCNB2"
"247286","hsa04068","1.0","interaction","FOXO4 (interaction) CCND1","1","hsa04068","false","interaction","FOXO4 (interaction) CCND1"
"247285","hsa04068","1.0","interaction","FOXO3 (interaction) CCND1","1","hsa04068","false","interaction","FOXO3 (interaction) CCND1"
"247284","hsa04068","1.0","interaction","FOXO1 (interaction) CCND1","1","hsa04068","false","interaction","FOXO1 (interaction) CCND1"
"247283","hsa04068","1.0","interaction","FOXO6 (interaction) CCND2","1","hsa04068","false","interaction","FOXO6 (interaction) CCND2"
"247289","hsa04068","1.0","interaction","FOXO4 (interaction) CCND2","1","hsa04068","false","interaction","FOXO4 (interaction) CCND2"
"247288","hsa04068","1.0","interaction","FOXO3 (interaction) CCND2","1","hsa04068","false","interaction","FOXO3 (interaction) CCND2"
"247287","hsa04068","1.0","interaction","FOXO1 (interaction) CCND2","1","hsa04068","false","interaction","FOXO1 (interaction) CCND2"
"247294","hsa04068","1.0","interaction","FOXO4 (interaction) CCNG2","1","hsa04068","false","interaction","FOXO4 (interaction) CCNG2"
"247293","hsa04068","1.0","interaction","FOXO3 (interaction) CCNG2","1","hsa04068","false","interaction","FOXO3 (interaction) CCNG2"
"247292","hsa04068","1.0","interaction","FOXO1 (interaction) CCNG2","1","hsa04068","false","interaction","FOXO1 (interaction) CCNG2"
"247291","hsa04068","1.0","interaction","FOXO6 (interaction) CCNG2","1","hsa04068","false","interaction","FOXO6 (interaction) CCNG2"
"247298","hsa04068","1.0","interaction","FOXO3 (interaction) CDKN2B","1","hsa04068","false","interaction","FOXO3 (interaction) CDKN2B"
"247297","hsa04068","1.0","interaction","FOXO1 (interaction) CDKN2B","1","hsa04068","false","interaction","FOXO1 (interaction) CDKN2B"
"247296","hsa04068","1.0","interaction","FOXO6 (interaction) CDKN2B","1","hsa04068","false","interaction","FOXO6 (interaction) CDKN2B"
"247302","hsa04068","1.0","interaction","FOXO1 (interaction) CDKN2D","1","hsa04068","false","interaction","FOXO1 (interaction) CDKN2D"
"247301","hsa04068","1.0","interaction","FOXO6 (interaction) CDKN2D","1","hsa04068","false","interaction","FOXO6 (interaction) CDKN2D"
"247299","hsa04068","1.0","interaction","FOXO4 (interaction) CDKN2B","1","hsa04068","false","interaction","FOXO4 (interaction) CDKN2B"
"247306","hsa04068,hsa04218,","1.0","interaction","FOXO1 (interaction) CDKN1A","2","NA","false","interaction","FOXO1 (interaction) CDKN1A"
"247305","hsa04068","1.0","interaction","FOXO6 (interaction) CDKN1A","1","hsa04068","false","interaction","FOXO6 (interaction) CDKN1A"
"247304","hsa04068","1.0","interaction","FOXO4 (interaction) CDKN2D","1","hsa04068","false","interaction","FOXO4 (interaction) CDKN2D"
"247303","hsa04068","1.0","interaction","FOXO3 (interaction) CDKN2D","1","hsa04068","false","interaction","FOXO3 (interaction) CDKN2D"
"247310","hsa04068","1.0","interaction","FOXO1 (interaction) CDKN1B","1","hsa04068","false","interaction","FOXO1 (interaction) CDKN1B"
"247309","hsa04068","1.0","interaction","FOXO6 (interaction) CDKN1B","1","hsa04068","false","interaction","FOXO6 (interaction) CDKN1B"
"247308","hsa04068","1.0","interaction","FOXO4 (interaction) CDKN1A","1","hsa04068","false","interaction","FOXO4 (interaction) CDKN1A"
"247307","hsa04068,hsa04218,","1.0","interaction","FOXO3 (interaction) CDKN1A","2","NA","false","interaction","FOXO3 (interaction) CDKN1A"
"247314","hsa04068","1.0","interaction","FOXO6 (interaction) RBL2","1","hsa04068","false","interaction","FOXO6 (interaction) RBL2"
"247312","hsa04068","1.0","interaction","FOXO4 (interaction) CDKN1B","1","hsa04068","false","interaction","FOXO4 (interaction) CDKN1B"
"247311","hsa04068,hsa04151,","1.0","interaction","FOXO3 (interaction) CDKN1B","2","NA","false","interaction","FOXO3 (interaction) CDKN1B"
"247317","hsa04068","1.0","interaction","FOXO4 (interaction) RBL2","1","hsa04068","false","interaction","FOXO4 (interaction) RBL2"
"247316","hsa04068,hsa04151,","1.0","interaction","FOXO3 (interaction) RBL2","2","NA","false","interaction","FOXO3 (interaction) RBL2"
"247315","hsa04068","1.0","interaction","FOXO1 (interaction) RBL2","1","hsa04068","false","interaction","FOXO1 (interaction) RBL2"
"247321","hsa04068","1.0","interaction","FOXO6 (interaction) PLK2","1","hsa04068","false","interaction","FOXO6 (interaction) PLK2"
"247319","hsa04068","1.0","interaction","FOXO6 (interaction) PLK4","1","hsa04068","false","interaction","FOXO6 (interaction) PLK4"
"247326","hsa04068","1.0","interaction","FOXO1 (interaction) PLK4","1","hsa04068","false","interaction","FOXO1 (interaction) PLK4"
"247325","hsa04068","1.0","interaction","FOXO6 (interaction) PLK1","1","hsa04068","false","interaction","FOXO6 (interaction) PLK1"
"247323","hsa04068","1.0","interaction","FOXO6 (interaction) PLK3","1","hsa04068","false","interaction","FOXO6 (interaction) PLK3"
"247330","hsa04068","1.0","interaction","FOXO1 (interaction) PLK3","1","hsa04068","false","interaction","FOXO1 (interaction) PLK3"
"247329","hsa04068","1.0","interaction","FOXO1 (interaction) PLK2","1","hsa04068","false","interaction","FOXO1 (interaction) PLK2"
"247328","hsa04068","1.0","interaction","FOXO4 (interaction) PLK4","1","hsa04068","false","interaction","FOXO4 (interaction) PLK4"
"247327","hsa04068","1.0","interaction","FOXO3 (interaction) PLK4","1","hsa04068","false","interaction","FOXO3 (interaction) PLK4"
"247334","hsa04068","1.0","interaction","FOXO3 (interaction) PLK1","1","hsa04068","false","interaction","FOXO3 (interaction) PLK1"
"247333","hsa04068","1.0","interaction","FOXO3 (interaction) PLK3","1","hsa04068","false","interaction","FOXO3 (interaction) PLK3"
"247332","hsa04068","1.0","interaction","FOXO3 (interaction) PLK2","1","hsa04068","false","interaction","FOXO3 (interaction) PLK2"
"247331","hsa04068","1.0","interaction","FOXO1 (interaction) PLK1","1","hsa04068","false","interaction","FOXO1 (interaction) PLK1"
"247337","hsa04068","1.0","interaction","FOXO4 (interaction) PLK1","1","hsa04068","false","interaction","FOXO4 (interaction) PLK1"
"247336","hsa04068","1.0","interaction","FOXO4 (interaction) PLK3","1","hsa04068","false","interaction","FOXO4 (interaction) PLK3"
"247335","hsa04068","1.0","interaction","FOXO4 (interaction) PLK2","1","hsa04068","false","interaction","FOXO4 (interaction) PLK2"
"247342","hsa04068","1.0","interaction","FOXO6 (interaction) GADD45B","1","hsa04068","false","interaction","FOXO6 (interaction) GADD45B"
"247341","hsa04068","1.0","interaction","FOXO6 (interaction) GADD45A","1","hsa04068","false","interaction","FOXO6 (interaction) GADD45A"
"247339","hsa04068","1.0","interaction","FOXO6 (interaction) GADD45G","1","hsa04068","false","interaction","FOXO6 (interaction) GADD45G"
"247346","hsa04068","1.0","interaction","FOXO1 (interaction) GADD45A","1","hsa04068","false","interaction","FOXO1 (interaction) GADD45A"
"247345","hsa04068","1.0","interaction","FOXO4 (interaction) GADD45G","1","hsa04068","false","interaction","FOXO4 (interaction) GADD45G"
"247344","hsa04068","1.0","interaction","FOXO3 (interaction) GADD45G","1","hsa04068","false","interaction","FOXO3 (interaction) GADD45G"
"247343","hsa04068","1.0","interaction","FOXO1 (interaction) GADD45G","1","hsa04068","false","interaction","FOXO1 (interaction) GADD45G"
"247350","hsa04068","1.0","interaction","FOXO4 (interaction) GADD45A","1","hsa04068","false","interaction","FOXO4 (interaction) GADD45A"
"247349","hsa04068","1.0","interaction","FOXO3 (interaction) GADD45B","1","hsa04068","false","interaction","FOXO3 (interaction) GADD45B"
"247348","hsa04068","1.0","interaction","FOXO3 (interaction) GADD45A","1","hsa04068","false","interaction","FOXO3 (interaction) GADD45A"
"247347","hsa04068","1.0","interaction","FOXO1 (interaction) GADD45B","1","hsa04068","false","interaction","FOXO1 (interaction) GADD45B"
"247354","hsa04068","1.0","interaction","FOXO1 (interaction) FASLG","1","hsa04068","false","interaction","FOXO1 (interaction) FASLG"
"247353","hsa04068","1.0","interaction","FOXO6 (interaction) FASLG","1","hsa04068","false","interaction","FOXO6 (interaction) FASLG"
"247351","hsa04068","1.0","interaction","FOXO4 (interaction) GADD45B","1","hsa04068","false","interaction","FOXO4 (interaction) GADD45B"
"247358","hsa04068","1.0","interaction","FOXO1 (interaction) BCL2L11","1","hsa04068","false","interaction","FOXO1 (interaction) BCL2L11"
"247357","hsa04068","1.0","interaction","FOXO6 (interaction) BCL2L11","1","hsa04068","false","interaction","FOXO6 (interaction) BCL2L11"
"247356","hsa04068","1.0","interaction","FOXO4 (interaction) FASLG","1","hsa04068","false","interaction","FOXO4 (interaction) FASLG"
"247355","hsa04068,hsa04151,hsa04722,","1.0","interaction","FOXO3 (interaction) FASLG","3","NA","false","interaction","FOXO3 (interaction) FASLG"
"247362","hsa04068","1.0","interaction","FOXO1 (interaction) TNFSF10","1","hsa04068","false","interaction","FOXO1 (interaction) TNFSF10"
"247361","hsa04068","1.0","interaction","FOXO6 (interaction) TNFSF10","1","hsa04068","false","interaction","FOXO6 (interaction) TNFSF10"
"247359","hsa04068","1.0","interaction","FOXO4 (interaction) BCL2L11","1","hsa04068","false","interaction","FOXO4 (interaction) BCL2L11"
"247366","hsa04068","1.0","interaction","FOXO6 (interaction) BCL6","1","hsa04068","false","interaction","FOXO6 (interaction) BCL6"
"247364","hsa04068","1.0","interaction","FOXO4 (interaction) TNFSF10","1","hsa04068","false","interaction","FOXO4 (interaction) TNFSF10"
"247363","hsa04068","1.0","interaction","FOXO3 (interaction) TNFSF10","1","hsa04068","false","interaction","FOXO3 (interaction) TNFSF10"
"247369","hsa04068","1.0","interaction","FOXO4 (interaction) BCL6","1","hsa04068","false","interaction","FOXO4 (interaction) BCL6"
"247368","hsa04068","1.0","interaction","FOXO3 (interaction) BCL6","1","hsa04068","false","interaction","FOXO3 (interaction) BCL6"
"247367","hsa04068","1.0","interaction","FOXO1 (interaction) BCL6","1","hsa04068","false","interaction","FOXO1 (interaction) BCL6"
"247374","hsa04068","1.0","interaction","FOXO4 (interaction) BNIP3","1","hsa04068","false","interaction","FOXO4 (interaction) BNIP3"
"247373","hsa04068","1.0","interaction","FOXO3 (interaction) BNIP3","1","hsa04068","false","interaction","FOXO3 (interaction) BNIP3"
"247372","hsa04068","1.0","interaction","FOXO1 (interaction) BNIP3","1","hsa04068","false","interaction","FOXO1 (interaction) BNIP3"
"247371","hsa04068","1.0","interaction","FOXO6 (interaction) BNIP3","1","hsa04068","false","interaction","FOXO6 (interaction) BNIP3"
"247378","hsa04068","1.0","interaction","FOXO3 (interaction) ATG12","1","hsa04068","false","interaction","FOXO3 (interaction) ATG12"
"247377","hsa04068","1.0","interaction","FOXO1 (interaction) ATG12","1","hsa04068","false","interaction","FOXO1 (interaction) ATG12"
"247376","hsa04068","1.0","interaction","FOXO6 (interaction) ATG12","1","hsa04068","false","interaction","FOXO6 (interaction) ATG12"
"247381","hsa04068","1.0","interaction","FOXO6 (interaction) GABARAP","1","hsa04068","false","interaction","FOXO6 (interaction) GABARAP"
"247379","hsa04068","1.0","interaction","FOXO4 (interaction) ATG12","1","hsa04068","false","interaction","FOXO4 (interaction) ATG12"
"247386","hsa04068","1.0","interaction","FOXO1 (interaction) GABARAP","1","hsa04068","false","interaction","FOXO1 (interaction) GABARAP"
"247385","hsa04068","1.0","interaction","FOXO6 (interaction) GABARAPL1","1","hsa04068","false","interaction","FOXO6 (interaction) GABARAPL1"
"247383","hsa04068","1.0","interaction","FOXO6 (interaction) GABARAPL2","1","hsa04068","false","interaction","FOXO6 (interaction) GABARAPL2"
"247390","hsa04068","1.0","interaction","FOXO1 (interaction) GABARAPL1","1","hsa04068","false","interaction","FOXO1 (interaction) GABARAPL1"
"247389","hsa04068","1.0","interaction","FOXO1 (interaction) GABARAPL2","1","hsa04068","false","interaction","FOXO1 (interaction) GABARAPL2"
"247388","hsa04068","1.0","interaction","FOXO4 (interaction) GABARAP","1","hsa04068","false","interaction","FOXO4 (interaction) GABARAP"
"247387","hsa04068","1.0","interaction","FOXO3 (interaction) GABARAP","1","hsa04068","false","interaction","FOXO3 (interaction) GABARAP"
"247394","hsa04068","1.0","interaction","FOXO4 (interaction) GABARAPL1","1","hsa04068","false","interaction","FOXO4 (interaction) GABARAPL1"
"247393","hsa04068","1.0","interaction","FOXO4 (interaction) GABARAPL2","1","hsa04068","false","interaction","FOXO4 (interaction) GABARAPL2"
"247392","hsa04068","1.0","interaction","FOXO3 (interaction) GABARAPL1","1","hsa04068","false","interaction","FOXO3 (interaction) GABARAPL1"
"247391","hsa04068","1.0","interaction","FOXO3 (interaction) GABARAPL2","1","hsa04068","false","interaction","FOXO3 (interaction) GABARAPL2"
"247398","hsa04068,hsa04211,hsa04213,","1.0","interaction","FOXO3 (interaction) CAT","3","NA","false","interaction","FOXO3 (interaction) CAT"
"247397","hsa04068,hsa04211,hsa04213,","1.0","interaction","FOXO1 (interaction) CAT","3","NA","false","interaction","FOXO1 (interaction) CAT"
"247396","hsa04068","1.0","interaction","FOXO6 (interaction) CAT","1","hsa04068","false","interaction","FOXO6 (interaction) CAT"
"247402","hsa04068,hsa04211,hsa04213,","1.0","interaction","FOXO1 (interaction) SOD2","3","NA","false","interaction","FOXO1 (interaction) SOD2"
"247401","hsa04068","1.0","interaction","FOXO6 (interaction) SOD2","1","hsa04068","false","interaction","FOXO6 (interaction) SOD2"
"247399","hsa04068","1.0","interaction","FOXO4 (interaction) CAT","1","hsa04068","false","interaction","FOXO4 (interaction) CAT"
"247406","hsa04068","1.0","interaction","FOXO6 (interaction) ATM","1","hsa04068","false","interaction","FOXO6 (interaction) ATM"
"247404","hsa04068","1.0","interaction","FOXO4 (interaction) SOD2","1","hsa04068","false","interaction","FOXO4 (interaction) SOD2"
