NODEA	INTERACTION	NODEB	NPATHWAYS	PATHWAY	ALL-PATH-LIST
DPM1	interaction	DPM3	1	hsa00510	hsa00510
DPM1	interaction	DPM2	1	hsa00510	hsa00510
DPM3	interaction	DPM2	1	hsa00510	hsa00510
DAD1	interaction	STT3B	1	hsa00510	hsa00510
DAD1	interaction	STT3A	1	hsa00510	hsa00510
STT3B	interaction	DDOST	1	hsa00510	hsa00510
STT3B	interaction	RPN1	1	hsa00510	hsa00510
STT3B	interaction	RPN2	1	hsa00510	hsa00510
STT3B	interaction	TUSC3	1	hsa00510	hsa00510
STT3A	interaction	DDOST	1	hsa00510	hsa00510
STT3A	interaction	RPN1	1	hsa00510	hsa00510
STT3A	interaction	RPN2	1	hsa00510	hsa00510
STT3A	interaction	TUSC3	1	hsa00510	hsa00510
ALG14	interaction	ALG13	1	hsa00510	hsa00510
ERBB2	interaction	EGFR	2	NA	hsa05212,hsa01521,
ERBB2	interaction	ERBB3	2	NA	hsa04012,hsa01521,
ERBB2	interaction	EGF	8	NA	hsa04510,hsa04010,hsa04151,hsa05215,hsa04066,hsa01521,hsa05223,hsa05219,
ERBB2	interaction	TGFA	5	NA	hsa04010,hsa04151,hsa05215,hsa01521,hsa05223,
ERBB2	interaction	NRG1	1	hsa01521	hsa01521
ERBB2	interaction	NRG2	1	hsa01521	hsa01521
ERBB2	interaction	HGF	3	NA	hsa04510,hsa04010,hsa04151,
ERBB2	interaction	IGF1	5	NA	hsa04510,hsa04010,hsa04151,hsa05215,hsa04066,
ERBB2	interaction	VEGFA	3	NA	hsa04510,hsa04010,hsa04151,
ERBB2	interaction	PDGFA	4	NA	hsa04510,hsa04010,hsa04151,hsa05215,
ERBB2	interaction	PDGFB	4	NA	hsa04510,hsa04010,hsa04151,hsa05215,
ERBB2	interaction	PDGFC	4	NA	hsa04510,hsa04010,hsa04151,hsa05215,
ERBB2	interaction	PDGFD	4	NA	hsa04510,hsa04010,hsa04151,hsa05215,
ERBB2	interaction	FGF2	2	NA	hsa04010,hsa04151,
ERBB2	interaction	JAK1	3	NA	hsa05212,hsa05200,hsa01521,
ERBB2	interaction	JAK2	2	NA	hsa05200,hsa01521,
ERBB2	interaction	SRC	1	hsa01521	hsa01521
ERBB2	interaction	GAB1	1	hsa01521	hsa01521
ERBB2	interaction	PLCG1	3	NA	hsa04020,hsa01521,hsa05223,
ERBB2	interaction	PLCG2	3	NA	hsa04020,hsa01521,hsa05223,
ERBB2	interaction	SHC2	5	NA	hsa04510,hsa04012,hsa01521,hsa01522,hsa05224,
ERBB2	interaction	SHC4	5	NA	hsa04510,hsa04012,hsa01521,hsa01522,hsa05224,
ERBB2	interaction	SHC3	5	NA	hsa04510,hsa04012,hsa01521,hsa01522,hsa05224,
ERBB2	interaction	SHC1	5	NA	hsa04510,hsa04012,hsa01521,hsa01522,hsa05224,
ERBB2	interaction	PIK3CA	11	NA	hsa04510,hsa05212,hsa05200,hsa05215,hsa04012,hsa05230,hsa04066,hsa01524,hsa05223,hsa01522,hsa05224,
ERBB2	interaction	PIK3CB	11	NA	hsa04510,hsa05212,hsa05200,hsa05215,hsa04012,hsa05230,hsa04066,hsa01524,hsa05223,hsa01522,hsa05224,
ERBB2	interaction	PIK3CD	11	NA	hsa04510,hsa05212,hsa05200,hsa05215,hsa04012,hsa05230,hsa04066,hsa01524,hsa05223,hsa01522,hsa05224,
ERBB2	interaction	PIK3R1	11	NA	hsa04510,hsa05212,hsa05200,hsa05215,hsa04012,hsa05230,hsa04066,hsa01524,hsa05223,hsa01522,hsa05224,
ERBB2	interaction	PIK3R2	11	NA	hsa04510,hsa05212,hsa05200,hsa05215,hsa04012,hsa05230,hsa04066,hsa01524,hsa05223,hsa01522,hsa05224,
ERBB2	interaction	PIK3R3	11	NA	hsa04510,hsa05212,hsa05200,hsa05215,hsa04012,hsa05230,hsa04066,hsa01524,hsa05223,hsa01522,hsa05224,
ERBB2	interaction	GRB2	6	NA	hsa04010,hsa04151,hsa05215,hsa04012,hsa05205,hsa05223,
ERBB2	interaction	HRAS	1	hsa05230	hsa05230
ERBB2	interaction	KRAS	1	hsa05230	hsa05230
ERBB2	interaction	NRAS	1	hsa05230	hsa05230
ERBB2	interaction	MAP2K1	1	hsa04066	hsa04066
ERBB2	interaction	MAP2K2	1	hsa04066	hsa04066
ERBB2	interaction	MAPK1	2	NA	hsa04520,hsa01524,
ERBB2	interaction	MAPK3	2	NA	hsa04520,hsa01524,
ERBB2	interaction	PTK2	1	hsa04510	hsa04510
ERBB2	interaction	ERBB4	1	hsa04012	hsa04012
ERBB2	interaction	CSF1	2	NA	hsa04010,hsa04151,
ERBB2	interaction	EFNA1	2	NA	hsa04010,hsa04151,
ERBB2	interaction	EFNA2	2	NA	hsa04010,hsa04151,
ERBB2	interaction	EFNA3	2	NA	hsa04010,hsa04151,
ERBB2	interaction	EFNA4	2	NA	hsa04010,hsa04151,
ERBB2	interaction	EFNA5	2	NA	hsa04010,hsa04151,
ERBB2	interaction	EREG	2	NA	hsa04010,hsa04151,
ERBB2	interaction	FGF1	2	NA	hsa04010,hsa04151,
ERBB2	interaction	FGF3	2	NA	hsa04010,hsa04151,
ERBB2	interaction	FGF4	2	NA	hsa04010,hsa04151,
ERBB2	interaction	FGF5	2	NA	hsa04010,hsa04151,
ERBB2	interaction	FGF6	2	NA	hsa04010,hsa04151,
ERBB2	interaction	FGF7	2	NA	hsa04010,hsa04151,
ERBB2	interaction	FGF8	2	NA	hsa04010,hsa04151,
ERBB2	interaction	FGF9	2	NA	hsa04010,hsa04151,
ERBB2	interaction	FGF10	2	NA	hsa04010,hsa04151,
ERBB2	interaction	VEGFD	3	NA	hsa04510,hsa04010,hsa04151,
ERBB2	interaction	FLT3LG	2	NA	hsa04010,hsa04151,
ERBB2	interaction	FGF20	2	NA	hsa04010,hsa04151,
ERBB2	interaction	FGF21	2	NA	hsa04010,hsa04151,
ERBB2	interaction	FGF22	2	NA	hsa04010,hsa04151,
ERBB2	interaction	ANGPT1	2	NA	hsa04010,hsa04151,
ERBB2	interaction	ANGPT2	2	NA	hsa04010,hsa04151,
ERBB2	interaction	IGF2	2	NA	hsa04010,hsa04151,
ERBB2	interaction	INS	4	NA	hsa04010,hsa04151,hsa05215,hsa04066,
ERBB2	interaction	AREG	2	NA	hsa04010,hsa04151,
ERBB2	interaction	KITLG	2	NA	hsa04010,hsa04151,
ERBB2	interaction	NGF	2	NA	hsa04010,hsa04151,
ERBB2	interaction	NTF3	2	NA	hsa04010,hsa04151,
ERBB2	interaction	NTF4	2	NA	hsa04010,hsa04151,
ERBB2	interaction	ANGPT4	2	NA	hsa04010,hsa04151,
ERBB2	interaction	PGF	3	NA	hsa04510,hsa04010,hsa04151,
ERBB2	interaction	BDNF	2	NA	hsa04010,hsa04151,
ERBB2	interaction	VEGFB	3	NA	hsa04510,hsa04010,hsa04151,
ERBB2	interaction	VEGFC	3	NA	hsa04510,hsa04010,hsa04151,
ERBB2	interaction	FGF23	2	NA	hsa04010,hsa04151,
ERBB2	interaction	FGF18	2	NA	hsa04010,hsa04151,
ERBB2	interaction	FGF17	2	NA	hsa04010,hsa04151,
ERBB2	interaction	FGF16	2	NA	hsa04010,hsa04151,
ERBB2	interaction	FGF19	2	NA	hsa04010,hsa04151,
ERBB2	interaction	MYC	1	hsa05205	hsa05205
ERBB2	interaction	CTNNB1	2	NA	hsa05205,hsa04520,
ERBB2	interaction	CTNND1	1	hsa04520	hsa04520
ERBB2	interaction	IRS1	1	hsa04151	hsa04151
ERBB2	interaction	JAK3	1	hsa05200	hsa05200
ERBB2	interaction	HIF1A	1	hsa05205	hsa05205
ERBB2	interaction	DCN	1	hsa05205	hsa05205
ERBB2	interaction	CD44	1	hsa05205	hsa05205
ERBB2	interaction	MIR125A	1	hsa05206	hsa05206
ERBB2	interaction	MIR125B1	1	hsa05206	hsa05206
ERBB2	interaction	MIR125B2	1	hsa05206	hsa05206
ERBB2	interaction	MIR331	1	hsa05206	hsa05206
EGFR	interaction	ERBB3	1	hsa01521	hsa01521
EGFR	interaction	EGF	25	NA	hsa04510,hsa05200,hsa04540,hsa04630,hsa05218,hsa05223,hsa04151,hsa05213,hsa05214,hsa05160,hsa04810,hsa05224,hsa05212,hsa04010,hsa05231,hsa05215,hsa04015,hsa04066,hsa04068,hsa04072,hsa04012,hsa04014,hsa05210,hsa01521,hsa05219,
EGFR	interaction	TGFA	11	NA	hsa05212,hsa04010,hsa04151,hsa05200,hsa05215,hsa04012,hsa04014,hsa05214,hsa05210,hsa01521,hsa05223,
EGFR	interaction	NRG1	1	hsa01521	hsa01521
EGFR	interaction	NRG2	1	hsa01521	hsa01521
EGFR	interaction	HGF	6	NA	hsa04510,hsa04010,hsa04151,hsa04015,hsa04014,hsa05218,
EGFR	interaction	IGF1	8	NA	hsa04510,hsa04010,hsa04151,hsa05215,hsa04015,hsa04014,hsa05218,hsa04066,
EGFR	interaction	VEGFA	5	NA	hsa04510,hsa04010,hsa04151,hsa04015,hsa04014,
EGFR	interaction	PDGFA	12	NA	hsa04510,hsa04010,hsa04151,hsa04072,hsa05215,hsa04540,hsa04630,hsa05231,hsa04015,hsa04014,hsa05218,hsa04810,
EGFR	interaction	PDGFB	12	NA	hsa04510,hsa04010,hsa04151,hsa04072,hsa05215,hsa04540,hsa04630,hsa05231,hsa04015,hsa04014,hsa05218,hsa04810,
EGFR	interaction	PDGFC	11	NA	hsa04510,hsa04010,hsa04151,hsa04072,hsa05215,hsa04540,hsa05231,hsa04015,hsa04014,hsa05218,hsa04810,
EGFR	interaction	PDGFD	11	NA	hsa04510,hsa04010,hsa04151,hsa04072,hsa05215,hsa04540,hsa05231,hsa04015,hsa04014,hsa05218,hsa04810,
EGFR	interaction	FGF2	6	NA	hsa04010,hsa04151,hsa04015,hsa04014,hsa05218,hsa04810,
EGFR	interaction	IL6	1	hsa04630	hsa04630
EGFR	interaction	JAK1	4	NA	hsa05212,hsa04630,hsa05200,hsa01521,
EGFR	interaction	JAK2	3	NA	hsa04630,hsa05200,hsa01521,
EGFR	interaction	SRC	5	NA	hsa04540,hsa04012,hsa04912,hsa04921,hsa01521,
EGFR	interaction	GAB1	2	NA	hsa04072,hsa01521,
EGFR	interaction	PLCG1	6	NA	hsa05200,hsa04012,hsa05214,hsa01521,hsa05223,hsa04020,
EGFR	interaction	PLCG2	6	NA	hsa05200,hsa04012,hsa05214,hsa01521,hsa05223,hsa04020,
EGFR	interaction	SHC2	9	NA	hsa04510,hsa04072,hsa04012,hsa04014,hsa05214,hsa04915,hsa01521,hsa01522,hsa05224,
EGFR	interaction	SHC4	9	NA	hsa04510,hsa04072,hsa04012,hsa04014,hsa05214,hsa04915,hsa01521,hsa01522,hsa05224,
EGFR	interaction	SHC3	9	NA	hsa04510,hsa04072,hsa04012,hsa04014,hsa05214,hsa04915,hsa01521,hsa01522,hsa05224,
EGFR	interaction	SHC1	9	NA	hsa04510,hsa04072,hsa04012,hsa04014,hsa05214,hsa04915,hsa01521,hsa01522,hsa05224,
EGFR	interaction	PIK3CA	15	NA	hsa04510,hsa04072,hsa05212,hsa05231,hsa05200,hsa05215,hsa05213,hsa05230,hsa05214,hsa04066,hsa04915,hsa05210,hsa05223,hsa01522,hsa05224,
EGFR	interaction	PIK3CB	15	NA	hsa04510,hsa04072,hsa05212,hsa05231,hsa05200,hsa05215,hsa05213,hsa05230,hsa05214,hsa04066,hsa04915,hsa05210,hsa05223,hsa01522,hsa05224,
EGFR	interaction	PIK3CD	15	NA	hsa04510,hsa04072,hsa05212,hsa05231,hsa05200,hsa05215,hsa05213,hsa05230,hsa05214,hsa04066,hsa04915,hsa05210,hsa05223,hsa01522,hsa05224,
EGFR	interaction	PIK3R1	15	NA	hsa04510,hsa04072,hsa05212,hsa05231,hsa05200,hsa05215,hsa05213,hsa05230,hsa05214,hsa04066,hsa04915,hsa05210,hsa05223,hsa01522,hsa05224,
EGFR	interaction	PIK3R2	15	NA	hsa04510,hsa04072,hsa05212,hsa05231,hsa05200,hsa05215,hsa05213,hsa05230,hsa05214,hsa04066,hsa04915,hsa05210,hsa05223,hsa01522,hsa05224,
EGFR	interaction	PIK3R3	15	NA	hsa04510,hsa04072,hsa05212,hsa05231,hsa05200,hsa05215,hsa05213,hsa05230,hsa05214,hsa04066,hsa04915,hsa05210,hsa05223,hsa01522,hsa05224,
EGFR	interaction	GRB2	13	NA	hsa05231,hsa04072,hsa04151,hsa04010,hsa05215,hsa04540,hsa05213,hsa04012,hsa04912,hsa05210,hsa05160,hsa05223,hsa04068,
EGFR	interaction	SOS1	1	hsa04810	hsa04810
EGFR	interaction	HRAS	2	NA	hsa05230,hsa05218,
EGFR	interaction	KRAS	1	hsa05230	hsa05230
EGFR	interaction	NRAS	2	NA	hsa05230,hsa05218,
EGFR	interaction	MAP2K1	1	hsa04066	hsa04066
EGFR	interaction	MAP2K2	1	hsa04066	hsa04066
EGFR	interaction	MAPK1	3	NA	hsa05205,hsa04520,hsa04921,
EGFR	interaction	MAPK3	2	NA	hsa04520,hsa04921,
EGFR	interaction	HBEGF	6	NA	hsa04012,hsa04912,hsa05205,hsa04915,hsa05120,hsa01522,
EGFR	interaction	SOS2	1	hsa04810	hsa04810
EGFR	interaction	PTK2	1	hsa04510	hsa04510
EGFR	interaction	MDM2	1	hsa04144	hsa04144
EGFR	interaction	CASP3	1	hsa05205	hsa05205
EGFR	interaction	CSF1	4	NA	hsa04010,hsa04015,hsa04014,hsa04151,
EGFR	interaction	EFNA1	4	NA	hsa04010,hsa04015,hsa04014,hsa04151,
EGFR	interaction	EFNA2	4	NA	hsa04010,hsa04015,hsa04014,hsa04151,
EGFR	interaction	EFNA3	4	NA	hsa04010,hsa04015,hsa04014,hsa04151,
EGFR	interaction	EFNA4	4	NA	hsa04010,hsa04015,hsa04014,hsa04151,
EGFR	interaction	EFNA5	4	NA	hsa04010,hsa04015,hsa04014,hsa04151,
EGFR	interaction	EREG	4	NA	hsa04012,hsa04010,hsa04151,hsa05210,
EGFR	interaction	FGF1	6	NA	hsa04010,hsa04151,hsa04015,hsa04014,hsa05218,hsa04810,
EGFR	interaction	FGF3	6	NA	hsa04010,hsa04151,hsa04015,hsa04014,hsa05218,hsa04810,
EGFR	interaction	FGF4	6	NA	hsa04010,hsa04151,hsa04015,hsa04014,hsa05218,hsa04810,
EGFR	interaction	FGF5	6	NA	hsa04010,hsa04151,hsa04015,hsa04014,hsa05218,hsa04810,
EGFR	interaction	FGF6	6	NA	hsa04010,hsa04151,hsa04015,hsa04014,hsa05218,hsa04810,
EGFR	interaction	FGF7	6	NA	hsa04010,hsa04151,hsa04015,hsa04014,hsa05218,hsa04810,
EGFR	interaction	FGF8	6	NA	hsa04010,hsa04151,hsa04015,hsa04014,hsa05218,hsa04810,
EGFR	interaction	FGF9	6	NA	hsa04010,hsa04151,hsa04015,hsa04014,hsa05218,hsa04810,
EGFR	interaction	FGF10	6	NA	hsa04010,hsa04151,hsa04015,hsa04014,hsa05218,hsa04810,
EGFR	interaction	VEGFD	5	NA	hsa04510,hsa04010,hsa04151,hsa04015,hsa04014,
EGFR	interaction	FLT3LG	3	NA	hsa04010,hsa04151,hsa04014,
EGFR	interaction	FGF20	6	NA	hsa04010,hsa04151,hsa04015,hsa04014,hsa05218,hsa04810,
EGFR	interaction	FGF21	6	NA	hsa04010,hsa04151,hsa04015,hsa04014,hsa05218,hsa04810,
EGFR	interaction	FGF22	6	NA	hsa04010,hsa04151,hsa04015,hsa04014,hsa05218,hsa04810,
EGFR	interaction	ANGPT1	4	NA	hsa04010,hsa04015,hsa04014,hsa04151,
EGFR	interaction	ANGPT2	4	NA	hsa04010,hsa04015,hsa04014,hsa04151,
EGFR	interaction	IGF2	3	NA	hsa04010,hsa04151,hsa04014,
EGFR	interaction	INS	8	NA	hsa04010,hsa04072,hsa04151,hsa05215,hsa04015,hsa04014,hsa04066,hsa04810,
EGFR	interaction	AREG	4	NA	hsa04012,hsa04010,hsa04151,hsa05210,
EGFR	interaction	KITLG	5	NA	hsa04010,hsa04151,hsa04072,hsa04015,hsa04014,
EGFR	interaction	NGF	4	NA	hsa04010,hsa04015,hsa04014,hsa04151,
EGFR	interaction	NTF3	3	NA	hsa04010,hsa04151,hsa04014,
EGFR	interaction	NTF4	3	NA	hsa04010,hsa04151,hsa04014,
EGFR	interaction	ANGPT4	4	NA	hsa04010,hsa04015,hsa04014,hsa04151,
EGFR	interaction	PGF	5	NA	hsa04510,hsa04010,hsa04151,hsa04015,hsa04014,
EGFR	interaction	BDNF	3	NA	hsa04010,hsa04151,hsa04014,
EGFR	interaction	VEGFB	5	NA	hsa04510,hsa04010,hsa04151,hsa04015,hsa04014,
EGFR	interaction	VEGFC	5	NA	hsa04510,hsa04010,hsa04151,hsa04015,hsa04014,
EGFR	interaction	FGF23	6	NA	hsa04010,hsa04151,hsa04015,hsa04014,hsa05218,hsa04810,
EGFR	interaction	FGF18	6	NA	hsa04010,hsa04151,hsa04015,hsa04014,hsa05218,hsa04810,
EGFR	interaction	FGF17	6	NA	hsa04010,hsa04151,hsa04015,hsa04014,hsa05218,hsa04810,
EGFR	interaction	FGF16	6	NA	hsa04010,hsa04151,hsa04015,hsa04014,hsa05218,hsa04810,
EGFR	interaction	FGF19	6	NA	hsa04010,hsa04151,hsa04015,hsa04014,hsa05218,hsa04810,
EGFR	interaction	TRAF6	1	hsa04144	hsa04144
EGFR	interaction	CRK	2	NA	hsa04012,hsa04015,
EGFR	interaction	CRKL	2	NA	hsa04012,hsa04015,
EGFR	interaction	BTC	1	hsa04012	hsa04012
EGFR	interaction	CBL	2	NA	hsa04012,hsa04144,
EGFR	interaction	CBLB	2	NA	hsa04012,hsa04144,
EGFR	interaction	STAT5A	1	hsa04012	hsa04012
EGFR	interaction	STAT5B	1	hsa04012	hsa04012
EGFR	interaction	NCK1	1	hsa04012	hsa04012
EGFR	interaction	NCK2	1	hsa04012	hsa04012
EGFR	interaction	GAB2	1	hsa04072	hsa04072
EGFR	interaction	PTPN11	1	hsa04072	hsa04072
EGFR	interaction	PLCB1	2	NA	hsa04015,hsa04921,
EGFR	interaction	PLCB2	2	NA	hsa04015,hsa04921,
EGFR	interaction	PLCB3	2	NA	hsa04015,hsa04921,
EGFR	interaction	PLCB4	2	NA	hsa04015,hsa04921,
EGFR	interaction	CTNNB1	1	hsa04520	hsa04520
EGFR	interaction	CTNND1	1	hsa04520	hsa04520
EGFR	interaction	PIK3R6	1	hsa04921	hsa04921
EGFR	interaction	PIK3R5	1	hsa04921	hsa04921
EGFR	interaction	PIK3CG	1	hsa04921	hsa04921
EGFR	interaction	IRS1	1	hsa04151	hsa04151
EGFR	interaction	IL2	1	hsa04630	hsa04630
EGFR	interaction	IL4	1	hsa04630	hsa04630
EGFR	interaction	IL7	1	hsa04630	hsa04630
EGFR	interaction	IL9	1	hsa04630	hsa04630
EGFR	interaction	IL15	1	hsa04630	hsa04630
EGFR	interaction	IL21	1	hsa04630	hsa04630
EGFR	interaction	TSLP	1	hsa04630	hsa04630
EGFR	interaction	IL3	1	hsa04630	hsa04630
EGFR	interaction	IL5	1	hsa04630	hsa04630
EGFR	interaction	CSF2	1	hsa04630	hsa04630
EGFR	interaction	IL13	1	hsa04630	hsa04630
EGFR	interaction	EPO	1	hsa04630	hsa04630
EGFR	interaction	CSH1	1	hsa04630	hsa04630
EGFR	interaction	CSH2	1	hsa04630	hsa04630
EGFR	interaction	GH1	1	hsa04630	hsa04630
EGFR	interaction	GH2	1	hsa04630	hsa04630
EGFR	interaction	PRL	1	hsa04630	hsa04630
EGFR	interaction	THPO	1	hsa04630	hsa04630
EGFR	interaction	LEP	1	hsa04630	hsa04630
EGFR	interaction	IL11	1	hsa04630	hsa04630
EGFR	interaction	IL12A	1	hsa04630	hsa04630
EGFR	interaction	IL12B	1	hsa04630	hsa04630
EGFR	interaction	IL23A	1	hsa04630	hsa04630
EGFR	interaction	CNTF	1	hsa04630	hsa04630
EGFR	interaction	CTF1	1	hsa04630	hsa04630
EGFR	interaction	LIF	1	hsa04630	hsa04630
EGFR	interaction	OSM	1	hsa04630	hsa04630
EGFR	interaction	IL10	1	hsa04630	hsa04630
EGFR	interaction	IL19	1	hsa04630	hsa04630
EGFR	interaction	IL20	1	hsa04630	hsa04630
EGFR	interaction	IL24	1	hsa04630	hsa04630
EGFR	interaction	IL22	1	hsa04630	hsa04630
EGFR	interaction	IFNL2	1	hsa04630	hsa04630
EGFR	interaction	IFNL3	1	hsa04630	hsa04630
EGFR	interaction	IFNL1	1	hsa04630	hsa04630
EGFR	interaction	IFNA1	1	hsa04630	hsa04630
EGFR	interaction	IFNA2	1	hsa04630	hsa04630
EGFR	interaction	IFNA4	1	hsa04630	hsa04630
EGFR	interaction	IFNA5	1	hsa04630	hsa04630
EGFR	interaction	IFNA6	1	hsa04630	hsa04630
EGFR	interaction	IFNA7	1	hsa04630	hsa04630
EGFR	interaction	IFNA8	1	hsa04630	hsa04630
EGFR	interaction	IFNA10	1	hsa04630	hsa04630
EGFR	interaction	IFNA14	1	hsa04630	hsa04630
EGFR	interaction	IFNA16	1	hsa04630	hsa04630
EGFR	interaction	IFNA17	1	hsa04630	hsa04630
EGFR	interaction	IFNA21	1	hsa04630	hsa04630
EGFR	interaction	IFNB1	1	hsa04630	hsa04630
EGFR	interaction	IFNW1	1	hsa04630	hsa04630
EGFR	interaction	IFNK	1	hsa04630	hsa04630
EGFR	interaction	IFNE	1	hsa04630	hsa04630
EGFR	interaction	IFNG	1	hsa04630	hsa04630
EGFR	interaction	JAK3	2	NA	hsa05200,hsa04630,
EGFR	interaction	SH3GLB1	1	hsa04144	hsa04144
EGFR	interaction	EPN2	1	hsa04144	hsa04144
EGFR	interaction	EPS15	1	hsa04144	hsa04144
EGFR	interaction	EPS15L1	1	hsa04144	hsa04144
EGFR	interaction	EPN1	1	hsa04144	hsa04144
EGFR	interaction	EPN3	1	hsa04144	hsa04144
EGFR	interaction	SH3KBP1	1	hsa04144	hsa04144
EGFR	interaction	SH3GLB2	1	hsa04144	hsa04144
EGFR	interaction	SH3GL1	1	hsa04144	hsa04144
EGFR	interaction	SH3GL2	1	hsa04144	hsa04144
EGFR	interaction	SH3GL3	1	hsa04144	hsa04144
EGFR	interaction	CBLC	1	hsa04144	hsa04144
EGFR	interaction	RNF41	1	hsa04144	hsa04144
EGFR	interaction	WWP1	1	hsa04144	hsa04144
EGFR	interaction	NEDD4L	1	hsa04144	hsa04144
EGFR	interaction	NEDD4	1	hsa04144	hsa04144
EGFR	interaction	SMURF1	1	hsa04144	hsa04144
EGFR	interaction	SMURF2	1	hsa04144	hsa04144
EGFR	interaction	ITCH	1	hsa04144	hsa04144
EGFR	interaction	CAV1	1	hsa05205	hsa05205
EGFR	interaction	CAV2	1	hsa05205	hsa05205
EGFR	interaction	CAV3	1	hsa05205	hsa05205
EGFR	interaction	IFNA13	1	hsa04630	hsa04630
EGFR	interaction	TYK2	1	hsa04630	hsa04630
EGFR	interaction	DCN	1	hsa05205	hsa05205
EGFR	interaction	IL17D	1	hsa04630	hsa04630
EGFR	interaction	CSF3	1	hsa04630	hsa04630
EGFR	interaction	CD63	1	hsa05205	hsa05205
EGFR	interaction	MIR145	1	hsa05206	hsa05206
EGFR	interaction	MIR125A	1	hsa05206	hsa05206
EGFR	interaction	MIR125B1	1	hsa05206	hsa05206
EGFR	interaction	MIR125B2	1	hsa05206	hsa05206
EGFR	interaction	MIR71	1	hsa05206	hsa05206
EGFR	interaction	MIR72	1	hsa05206	hsa05206
EGFR	interaction	MIR73	1	hsa05206	hsa05206
ERBB3	interaction	MET	1	hsa01521	hsa01521
ERBB3	interaction	EGF	3	NA	hsa04010,hsa04151,hsa01521,
ERBB3	interaction	TGFA	3	NA	hsa04010,hsa04151,hsa01521,
ERBB3	interaction	NRG1	2	NA	hsa04012,hsa01521,
ERBB3	interaction	NRG2	2	NA	hsa04012,hsa01521,
ERBB3	interaction	HGF	3	NA	hsa04010,hsa04151,hsa01521,
ERBB3	interaction	IGF1	2	NA	hsa04010,hsa04151,
ERBB3	interaction	VEGFA	2	NA	hsa04010,hsa04151,
ERBB3	interaction	PDGFA	2	NA	hsa04010,hsa04151,
ERBB3	interaction	PDGFB	2	NA	hsa04010,hsa04151,
ERBB3	interaction	PDGFC	2	NA	hsa04010,hsa04151,
ERBB3	interaction	PDGFD	2	NA	hsa04010,hsa04151,
ERBB3	interaction	FGF2	2	NA	hsa04010,hsa04151,
ERBB3	interaction	JAK1	1	hsa01521	hsa01521
ERBB3	interaction	JAK2	1	hsa01521	hsa01521
ERBB3	interaction	SRC	1	hsa01521	hsa01521
ERBB3	interaction	GAB1	1	hsa01521	hsa01521
ERBB3	interaction	PLCG1	2	NA	hsa04020,hsa01521,
ERBB3	interaction	PLCG2	2	NA	hsa04020,hsa01521,
ERBB3	interaction	SHC2	2	NA	hsa04012,hsa01521,
ERBB3	interaction	SHC4	2	NA	hsa04012,hsa01521,
ERBB3	interaction	SHC3	2	NA	hsa04012,hsa01521,
ERBB3	interaction	SHC1	2	NA	hsa04012,hsa01521,
ERBB3	interaction	PIK3CA	1	hsa04012	hsa04012
ERBB3	interaction	PIK3CB	1	hsa04012	hsa04012
ERBB3	interaction	PIK3CD	1	hsa04012	hsa04012
ERBB3	interaction	PIK3R1	1	hsa04012	hsa04012
ERBB3	interaction	PIK3R2	1	hsa04012	hsa04012
ERBB3	interaction	PIK3R3	1	hsa04012	hsa04012
ERBB3	interaction	GRB2	3	NA	hsa04012,hsa04010,hsa04151,
ERBB3	interaction	CSF1	2	NA	hsa04010,hsa04151,
ERBB3	interaction	EFNA1	2	NA	hsa04010,hsa04151,
ERBB3	interaction	EFNA2	2	NA	hsa04010,hsa04151,
ERBB3	interaction	EFNA3	2	NA	hsa04010,hsa04151,
ERBB3	interaction	EFNA4	2	NA	hsa04010,hsa04151,
ERBB3	interaction	EFNA5	2	NA	hsa04010,hsa04151,
ERBB3	interaction	EREG	2	NA	hsa04010,hsa04151,
ERBB3	interaction	FGF1	2	NA	hsa04010,hsa04151,
ERBB3	interaction	FGF3	2	NA	hsa04010,hsa04151,
ERBB3	interaction	FGF4	2	NA	hsa04010,hsa04151,
ERBB3	interaction	FGF5	2	NA	hsa04010,hsa04151,
ERBB3	interaction	FGF6	2	NA	hsa04010,hsa04151,
ERBB3	interaction	FGF7	2	NA	hsa04010,hsa04151,
ERBB3	interaction	FGF8	2	NA	hsa04010,hsa04151,
ERBB3	interaction	FGF9	2	NA	hsa04010,hsa04151,
ERBB3	interaction	FGF10	2	NA	hsa04010,hsa04151,
ERBB3	interaction	VEGFD	2	NA	hsa04010,hsa04151,
ERBB3	interaction	FLT3LG	2	NA	hsa04010,hsa04151,
ERBB3	interaction	FGF20	2	NA	hsa04010,hsa04151,
ERBB3	interaction	FGF21	2	NA	hsa04010,hsa04151,
ERBB3	interaction	FGF22	2	NA	hsa04010,hsa04151,
ERBB3	interaction	ANGPT1	2	NA	hsa04010,hsa04151,
ERBB3	interaction	ANGPT2	2	NA	hsa04010,hsa04151,
ERBB3	interaction	IGF2	2	NA	hsa04010,hsa04151,
ERBB3	interaction	INS	2	NA	hsa04010,hsa04151,
ERBB3	interaction	AREG	2	NA	hsa04010,hsa04151,
ERBB3	interaction	KITLG	2	NA	hsa04010,hsa04151,
ERBB3	interaction	NGF	2	NA	hsa04010,hsa04151,
ERBB3	interaction	NTF3	2	NA	hsa04010,hsa04151,
ERBB3	interaction	NTF4	2	NA	hsa04010,hsa04151,
ERBB3	interaction	ANGPT4	2	NA	hsa04010,hsa04151,
ERBB3	interaction	PGF	2	NA	hsa04010,hsa04151,
ERBB3	interaction	BDNF	2	NA	hsa04010,hsa04151,
