NODEA	INTERACTION	NODEB	NPATHWAYS	PATHWAY	ALL-PATH-LIST
C00084	interaction	ALDH2	2	NA	hsa00010,hsa00620,
ALDH2	interaction	C00084	2	NA	hsa00010,hsa00620,
C00084	interaction	ALDH1B1	2	NA	hsa00010,hsa00620,
ALDH1B1	interaction	C00084	2	NA	hsa00010,hsa00620,
C00084	interaction	ALDH9A1	2	NA	hsa00010,hsa00620,
ALDH9A1	interaction	C00084	2	NA	hsa00010,hsa00620,
C00084	interaction	ALDH3A2	2	NA	hsa00010,hsa00620,
ALDH3A2	interaction	C00084	2	NA	hsa00010,hsa00620,
C00084	interaction	ALDH7A1	2	NA	hsa00010,hsa00620,
ALDH7A1	interaction	C00084	2	NA	hsa00010,hsa00620,
ALDH2	interaction	C00033	2	NA	hsa00010,hsa00620,
C00033	interaction	ALDH2	2	NA	hsa00010,hsa00620,
ALDH1B1	interaction	C00033	2	NA	hsa00010,hsa00620,
C00033	interaction	ALDH1B1	2	NA	hsa00010,hsa00620,
ALDH9A1	interaction	C00033	2	NA	hsa00010,hsa00620,
C00033	interaction	ALDH9A1	2	NA	hsa00010,hsa00620,
ALDH3A2	interaction	C00033	2	NA	hsa00010,hsa00620,
C00033	interaction	ALDH3A2	2	NA	hsa00010,hsa00620,
ALDH7A1	interaction	C00033	2	NA	hsa00010,hsa00620,
C00033	interaction	ALDH7A1	2	NA	hsa00010,hsa00620,
C00084	interaction	ALDH3A1	1	hsa00010	hsa00010
ALDH3A1	interaction	C00084	1	hsa00010	hsa00010
C00084	interaction	ALDH1A3	1	hsa00010	hsa00010
ALDH1A3	interaction	C00084	1	hsa00010	hsa00010
C00084	interaction	ALDH3B1	1	hsa00010	hsa00010
ALDH3B1	interaction	C00084	1	hsa00010	hsa00010
C00084	interaction	ALDH3B2	1	hsa00010	hsa00010
ALDH3B2	interaction	C00084	1	hsa00010	hsa00010
ALDH3A1	interaction	C00033	1	hsa00010	hsa00010
C00033	interaction	ALDH3A1	1	hsa00010	hsa00010
ALDH1A3	interaction	C00033	1	hsa00010	hsa00010
C00033	interaction	ALDH1A3	1	hsa00010	hsa00010
ALDH3B1	interaction	C00033	1	hsa00010	hsa00010
C00033	interaction	ALDH3B1	1	hsa00010	hsa00010
ALDH3B2	interaction	C00033	1	hsa00010	hsa00010
C00033	interaction	ALDH3B2	1	hsa00010	hsa00010
C00469	interaction	AKR1A1	1	hsa00010	hsa00010
AKR1A1	interaction	C00469	1	hsa00010	hsa00010
AKR1A1	interaction	C00084	1	hsa00010	hsa00010
C00084	interaction	AKR1A1	1	hsa00010	hsa00010
C00469	interaction	ADH1A	1	hsa00010	hsa00010
ADH1A	interaction	C00469	1	hsa00010	hsa00010
C00469	interaction	ADH1B	1	hsa00010	hsa00010
ADH1B	interaction	C00469	1	hsa00010	hsa00010
C00469	interaction	ADH1C	1	hsa00010	hsa00010
ADH1C	interaction	C00469	1	hsa00010	hsa00010
C00469	interaction	ADH4	1	hsa00010	hsa00010
ADH4	interaction	C00469	1	hsa00010	hsa00010
C00469	interaction	ADH5	1	hsa00010	hsa00010
ADH5	interaction	C00469	1	hsa00010	hsa00010
C00469	interaction	ADH6	1	hsa00010	hsa00010
ADH6	interaction	C00469	1	hsa00010	hsa00010
C00469	interaction	ADH7	1	hsa00010	hsa00010
ADH7	interaction	C00469	1	hsa00010	hsa00010
ADH1A	interaction	C00084	1	hsa00010	hsa00010
C00084	interaction	ADH1A	1	hsa00010	hsa00010
ADH1B	interaction	C00084	1	hsa00010	hsa00010
C00084	interaction	ADH1B	1	hsa00010	hsa00010
ADH1C	interaction	C00084	1	hsa00010	hsa00010
C00084	interaction	ADH1C	1	hsa00010	hsa00010
ADH4	interaction	C00084	1	hsa00010	hsa00010
C00084	interaction	ADH4	1	hsa00010	hsa00010
ADH5	interaction	C00084	1	hsa00010	hsa00010
C00084	interaction	ADH5	1	hsa00010	hsa00010
ADH6	interaction	C00084	1	hsa00010	hsa00010
C00084	interaction	ADH6	1	hsa00010	hsa00010
ADH7	interaction	C00084	1	hsa00010	hsa00010
C00084	interaction	ADH7	1	hsa00010	hsa00010
C00068	interaction	PDHA1	3	NA	hsa00010,hsa00020,hsa00620,
C00068	interaction	PDHA2	3	NA	hsa00010,hsa00020,hsa00620,
C00068	interaction	PDHB	3	NA	hsa00010,hsa00020,hsa00620,
C00022	interaction	PDHA1	4	NA	hsa00010,hsa00020,hsa00620,hsa01200,
C00022	interaction	PDHA2	4	NA	hsa00010,hsa00020,hsa00620,hsa01200,
C00022	interaction	PDHB	4	NA	hsa00010,hsa00020,hsa00620,hsa01200,
PDHA1	interaction	C05125	3	NA	hsa00010,hsa00020,hsa00620,
PDHA2	interaction	C05125	3	NA	hsa00010,hsa00020,hsa00620,
PDHB	interaction	C05125	3	NA	hsa00010,hsa00020,hsa00620,
C05125	interaction	PDHA1	3	NA	hsa00010,hsa00020,hsa00620,
C05125	interaction	PDHA2	3	NA	hsa00010,hsa00020,hsa00620,
C05125	interaction	PDHB	3	NA	hsa00010,hsa00020,hsa00620,
C15972	interaction	PDHA1	3	NA	hsa00010,hsa00020,hsa00620,
C15972	interaction	PDHA2	3	NA	hsa00010,hsa00020,hsa00620,
C15972	interaction	PDHB	3	NA	hsa00010,hsa00020,hsa00620,
PDHA1	interaction	C16255	3	NA	hsa00010,hsa00020,hsa00620,
PDHA2	interaction	C16255	3	NA	hsa00010,hsa00020,hsa00620,
PDHB	interaction	C16255	3	NA	hsa00010,hsa00020,hsa00620,
PDHA1	interaction	C00068	3	NA	hsa00010,hsa00020,hsa00620,
PDHA2	interaction	C00068	3	NA	hsa00010,hsa00020,hsa00620,
PDHB	interaction	C00068	3	NA	hsa00010,hsa00020,hsa00620,
C00024	interaction	DLAT	3	NA	hsa00010,hsa00020,hsa00620,
DLAT	interaction	C00024	4	NA	hsa00010,hsa00020,hsa00620,hsa01200,
C15973	interaction	DLAT	3	NA	hsa00010,hsa00020,hsa00620,
DLAT	interaction	C15973	3	NA	hsa00010,hsa00020,hsa00620,
DLAT	interaction	C16255	3	NA	hsa00010,hsa00020,hsa00620,
C16255	interaction	DLAT	3	NA	hsa00010,hsa00020,hsa00620,
C00186	interaction	LDHAL6A	2	NA	hsa00010,hsa00620,
LDHAL6A	interaction	C00186	2	NA	hsa00010,hsa00620,
C00186	interaction	LDHA	2	NA	hsa00010,hsa00620,
LDHA	interaction	C00186	2	NA	hsa00010,hsa00620,
C00186	interaction	LDHB	2	NA	hsa00010,hsa00620,
LDHB	interaction	C00186	2	NA	hsa00010,hsa00620,
C00186	interaction	LDHC	2	NA	hsa00010,hsa00620,
LDHC	interaction	C00186	2	NA	hsa00010,hsa00620,
C00186	interaction	LDHAL6B	2	NA	hsa00010,hsa00620,
LDHAL6B	interaction	C00186	2	NA	hsa00010,hsa00620,
LDHAL6A	interaction	C00022	2	NA	hsa00010,hsa00620,
C00022	interaction	LDHAL6A	2	NA	hsa00010,hsa00620,
LDHA	interaction	C00022	2	NA	hsa00010,hsa00620,
C00022	interaction	LDHA	2	NA	hsa00010,hsa00620,
LDHB	interaction	C00022	2	NA	hsa00010,hsa00620,
C00022	interaction	LDHB	2	NA	hsa00010,hsa00620,
LDHC	interaction	C00022	2	NA	hsa00010,hsa00620,
C00022	interaction	LDHC	2	NA	hsa00010,hsa00620,
LDHAL6B	interaction	C00022	2	NA	hsa00010,hsa00620,
C00022	interaction	LDHAL6B	2	NA	hsa00010,hsa00620,
C00074	interaction	PKLR	4	NA	hsa00010,hsa00620,hsa01200,hsa01230,
C00074	interaction	PKM	4	NA	hsa00010,hsa00620,hsa01200,hsa01230,
PKLR	interaction	C00022	4	NA	hsa00010,hsa00620,hsa01200,hsa01230,
PKM	interaction	C00022	4	NA	hsa00010,hsa00620,hsa01200,hsa01230,
C00631	interaction	ENO1	3	NA	hsa00010,hsa01200,hsa01230,
ENO1	interaction	C00631	3	NA	hsa00010,hsa01200,hsa01230,
C00631	interaction	ENO2	3	NA	hsa00010,hsa01200,hsa01230,
ENO2	interaction	C00631	3	NA	hsa00010,hsa01200,hsa01230,
C00631	interaction	ENO3	3	NA	hsa00010,hsa01200,hsa01230,
ENO3	interaction	C00631	3	NA	hsa00010,hsa01200,hsa01230,
C00631	interaction	ENO4	3	NA	hsa00010,hsa01200,hsa01230,
ENO4	interaction	C00631	3	NA	hsa00010,hsa01200,hsa01230,
ENO1	interaction	C00074	3	NA	hsa00010,hsa01200,hsa01230,
C00074	interaction	ENO1	3	NA	hsa00010,hsa01200,hsa01230,
ENO2	interaction	C00074	3	NA	hsa00010,hsa01200,hsa01230,
C00074	interaction	ENO2	3	NA	hsa00010,hsa01200,hsa01230,
ENO3	interaction	C00074	3	NA	hsa00010,hsa01200,hsa01230,
C00074	interaction	ENO3	3	NA	hsa00010,hsa01200,hsa01230,
ENO4	interaction	C00074	3	NA	hsa00010,hsa01200,hsa01230,
C00074	interaction	ENO4	3	NA	hsa00010,hsa01200,hsa01230,
C00631	interaction	PGAM4	4	NA	hsa00010,hsa00260,hsa01200,hsa01230,
PGAM4	interaction	C00631	3	NA	hsa00010,hsa01200,hsa01230,
C00631	interaction	PGAM2	4	NA	hsa00010,hsa00260,hsa01200,hsa01230,
PGAM2	interaction	C00631	3	NA	hsa00010,hsa01200,hsa01230,
C00631	interaction	BPGM	2	NA	hsa00010,hsa00260,
BPGM	interaction	C00631	1	hsa00010	hsa00010
PGAM4	interaction	C00197	4	NA	hsa00010,hsa00260,hsa01200,hsa01230,
C00197	interaction	PGAM4	3	NA	hsa00010,hsa01200,hsa01230,
PGAM2	interaction	C00197	4	NA	hsa00010,hsa00260,hsa01200,hsa01230,
C00197	interaction	PGAM2	3	NA	hsa00010,hsa01200,hsa01230,
BPGM	interaction	C00197	2	NA	hsa00010,hsa00260,
C00197	interaction	BPGM	1	hsa00010	hsa00010
C00118	interaction	GAPDH	3	NA	hsa00010,hsa01200,hsa01230,
GAPDH	interaction	C00118	3	NA	hsa00010,hsa01200,hsa01230,
C00118	interaction	GAPDHS	1	hsa00010	hsa00010
GAPDHS	interaction	C00118	1	hsa00010	hsa00010
GAPDH	interaction	C00236	3	NA	hsa00010,hsa01200,hsa01230,
C00236	interaction	GAPDH	3	NA	hsa00010,hsa01200,hsa01230,
GAPDHS	interaction	C00236	1	hsa00010	hsa00010
C00236	interaction	GAPDHS	1	hsa00010	hsa00010
C00118	interaction	TPI1	4	NA	hsa00010,hsa00051,hsa01200,hsa01230,
TPI1	interaction	C00118	5	NA	hsa00010,hsa00051,hsa00562,hsa01200,hsa01230,
TPI1	interaction	C00111	4	NA	hsa00010,hsa00051,hsa01200,hsa01230,
C00111	interaction	TPI1	5	NA	hsa00010,hsa00051,hsa00562,hsa01200,hsa01230,
C05378	interaction	ALDOA	5	NA	hsa00010,hsa00030,hsa00051,hsa01200,hsa01230,
ALDOA	interaction	C05378	5	NA	hsa00010,hsa00030,hsa00051,hsa01200,hsa01230,
C05378	interaction	ALDOB	5	NA	hsa00010,hsa00030,hsa00051,hsa01200,hsa01230,
ALDOB	interaction	C05378	5	NA	hsa00010,hsa00030,hsa00051,hsa01200,hsa01230,
C05378	interaction	ALDOC	5	NA	hsa00010,hsa00030,hsa00051,hsa01200,hsa01230,
ALDOC	interaction	C05378	5	NA	hsa00010,hsa00030,hsa00051,hsa01200,hsa01230,
ALDOA	interaction	C00118	5	NA	hsa00010,hsa00030,hsa00051,hsa01200,hsa01230,
C00118	interaction	ALDOA	5	NA	hsa00010,hsa00030,hsa00051,hsa01200,hsa01230,
ALDOB	interaction	C00118	5	NA	hsa00010,hsa00030,hsa00051,hsa01200,hsa01230,
C00118	interaction	ALDOB	5	NA	hsa00010,hsa00030,hsa00051,hsa01200,hsa01230,
ALDOC	interaction	C00118	5	NA	hsa00010,hsa00030,hsa00051,hsa01200,hsa01230,
C00118	interaction	ALDOC	5	NA	hsa00010,hsa00030,hsa00051,hsa01200,hsa01230,
ALDOA	interaction	C00111	4	NA	hsa00010,hsa00051,hsa01200,hsa01230,
C00111	interaction	ALDOA	4	NA	hsa00010,hsa00051,hsa01200,hsa01230,
ALDOB	interaction	C00111	4	NA	hsa00010,hsa00051,hsa01200,hsa01230,
C00111	interaction	ALDOB	4	NA	hsa00010,hsa00051,hsa01200,hsa01230,
ALDOC	interaction	C00111	4	NA	hsa00010,hsa00051,hsa01200,hsa01230,
C00111	interaction	ALDOC	4	NA	hsa00010,hsa00051,hsa01200,hsa01230,
C05345	interaction	PFKL	4	NA	hsa00010,hsa00030,hsa00051,hsa01230,
C05345	interaction	PFKM	4	NA	hsa00010,hsa00030,hsa00051,hsa01230,
C05345	interaction	PFKP	4	NA	hsa00010,hsa00030,hsa00051,hsa01230,
PFKL	interaction	C05378	4	NA	hsa00010,hsa00030,hsa00051,hsa01230,
PFKM	interaction	C05378	4	NA	hsa00010,hsa00030,hsa00051,hsa01230,
PFKP	interaction	C05378	4	NA	hsa00010,hsa00030,hsa00051,hsa01230,
C05378	interaction	FBP1	3	NA	hsa00010,hsa00030,hsa00051,
C05378	interaction	FBP2	3	NA	hsa00010,hsa00030,hsa00051,
FBP1	interaction	C05345	3	NA	hsa00010,hsa00030,hsa00051,
FBP2	interaction	C05345	3	NA	hsa00010,hsa00030,hsa00051,
C00668	interaction	GPI	4	NA	hsa00010,hsa00030,hsa00520,hsa01200,
GPI	interaction	C00668	4	NA	hsa00010,hsa00030,hsa00520,hsa01200,
GPI	interaction	C05345	4	NA	hsa00010,hsa00030,hsa00520,hsa01200,
C05345	interaction	GPI	4	NA	hsa00010,hsa00030,hsa00520,hsa01200,
C00103	interaction	PGM1	4	NA	hsa00010,hsa00052,hsa00500,hsa00520,
PGM1	interaction	C00103	4	NA	hsa00010,hsa00052,hsa00500,hsa00520,
C00103	interaction	PGM2	4	NA	hsa00010,hsa00052,hsa00500,hsa00520,
PGM2	interaction	C00103	4	NA	hsa00010,hsa00052,hsa00500,hsa00520,
PGM1	interaction	C00668	3	NA	hsa00010,hsa00052,hsa00520,
C00668	interaction	PGM1	3	NA	hsa00010,hsa00052,hsa00520,
PGM2	interaction	C00668	3	NA	hsa00010,hsa00052,hsa00520,
C00668	interaction	PGM2	3	NA	hsa00010,hsa00052,hsa00520,
C01172	interaction	GPI	3	NA	hsa00010,hsa00030,hsa01200,
GPI	interaction	C01172	3	NA	hsa00010,hsa00030,hsa01200,
C00221	interaction	HK1	2	NA	hsa00010,hsa01200,
C00221	interaction	HK2	2	NA	hsa00010,hsa01200,
C00221	interaction	HK3	2	NA	hsa00010,hsa01200,
C00221	interaction	HKDC1	2	NA	hsa00010,hsa01200,
HK1	interaction	C01172	2	NA	hsa00010,hsa01200,
HK2	interaction	C01172	2	NA	hsa00010,hsa01200,
HK3	interaction	C01172	2	NA	hsa00010,hsa01200,
HKDC1	interaction	C01172	2	NA	hsa00010,hsa01200,
C00221	interaction	GCK	2	NA	hsa00010,hsa01200,
GCK	interaction	C01172	2	NA	hsa00010,hsa01200,
C00267	interaction	GALM	1	hsa00010	hsa00010
GALM	interaction	C00267	1	hsa00010	hsa00010
GALM	interaction	C00221	1	hsa00010	hsa00010
C00221	interaction	GALM	1	hsa00010	hsa00010
C00267	interaction	GCK	4	NA	hsa00010,hsa00052,hsa00520,hsa01200,
GCK	interaction	C00668	4	NA	hsa00010,hsa00052,hsa00520,hsa01200,
C00267	interaction	HK1	4	NA	hsa00010,hsa00052,hsa00520,hsa01200,
C00267	interaction	HK2	4	NA	hsa00010,hsa00052,hsa00520,hsa01200,
C00267	interaction	HK3	4	NA	hsa00010,hsa00052,hsa00520,hsa01200,
C00267	interaction	HKDC1	4	NA	hsa00010,hsa00052,hsa00520,hsa01200,
HK1	interaction	C00668	4	NA	hsa00010,hsa00052,hsa00520,hsa01200,
HK2	interaction	C00668	4	NA	hsa00010,hsa00052,hsa00520,hsa01200,
HK3	interaction	C00668	4	NA	hsa00010,hsa00052,hsa00520,hsa01200,
HKDC1	interaction	C00668	4	NA	hsa00010,hsa00052,hsa00520,hsa01200,
C00668	interaction	G6PC	2	NA	hsa00010,hsa00052,
C00668	interaction	G6PC2	2	NA	hsa00010,hsa00052,
C00668	interaction	G6PC3	2	NA	hsa00010,hsa00052,
G6PC	interaction	C00267	2	NA	hsa00010,hsa00052,
G6PC2	interaction	C00267	2	NA	hsa00010,hsa00052,
G6PC3	interaction	C00267	2	NA	hsa00010,hsa00052,
C15973	interaction	DLD	5	NA	hsa00010,hsa00020,hsa00280,hsa00620,hsa00640,
DLD	interaction	C15973	3	NA	hsa00010,hsa00020,hsa00620,
DLD	interaction	C15972	5	NA	hsa00010,hsa00020,hsa00280,hsa00620,hsa00640,
C15972	interaction	DLD	3	NA	hsa00010,hsa00020,hsa00620,
C00197	interaction	PGK1	3	NA	hsa00010,hsa01200,hsa01230,
PGK1	interaction	C00197	3	NA	hsa00010,hsa01200,hsa01230,
C00197	interaction	PGK2	3	NA	hsa00010,hsa01200,hsa01230,
PGK2	interaction	C00197	3	NA	hsa00010,hsa01200,hsa01230,
PGK1	interaction	C00236	3	NA	hsa00010,hsa01200,hsa01230,
C00236	interaction	PGK1	3	NA	hsa00010,hsa01200,hsa01230,
PGK2	interaction	C00236	3	NA	hsa00010,hsa01200,hsa01230,
C00236	interaction	PGK2	3	NA	hsa00010,hsa01200,hsa01230,
C00036	interaction	PCK1	3	NA	hsa00010,hsa00020,hsa00620,
C00036	interaction	PCK2	3	NA	hsa00010,hsa00020,hsa00620,
PCK1	interaction	C00074	3	NA	hsa00010,hsa00020,hsa00620,
PCK2	interaction	C00074	3	NA	hsa00010,hsa00020,hsa00620,
C01159	interaction	BPGM	1	hsa00010	hsa00010
BPGM	interaction	C01159	1	hsa00010	hsa00010
C01159	interaction	PGAM4	1	hsa00010	hsa00010
PGAM4	interaction	C01159	1	hsa00010	hsa00010
C01159	interaction	PGAM1	1	hsa00010	hsa00010
PGAM1	interaction	C01159	1	hsa00010	hsa00010
C01159	interaction	PGAM2	1	hsa00010	hsa00010
PGAM2	interaction	C01159	1	hsa00010	hsa00010
PGAM1	interaction	C00197	1	hsa00010	hsa00010
C00197	interaction	PGAM1	1	hsa00010	hsa00010
C00236	interaction	BPGM	1	hsa00010	hsa00010
BPGM	interaction	C00236	1	hsa00010	hsa00010
C00236	interaction	PGAM4	1	hsa00010	hsa00010
PGAM4	interaction	C00236	1	hsa00010	hsa00010
C00236	interaction	PGAM1	1	hsa00010	hsa00010
PGAM1	interaction	C00236	1	hsa00010	hsa00010
C00236	interaction	PGAM2	1	hsa00010	hsa00010
PGAM2	interaction	C00236	1	hsa00010	hsa00010
C00033	interaction	ACSS2	4	NA	hsa00010,hsa00620,hsa00630,hsa01200,
C00033	interaction	ACSS1	4	NA	hsa00010,hsa00620,hsa00630,hsa01200,
ACSS2	interaction	C00024	4	NA	hsa00010,hsa00620,hsa00630,hsa01200,
ACSS1	interaction	C00024	4	NA	hsa00010,hsa00620,hsa00630,hsa01200,
C00267	interaction	ADPGK	2	NA	hsa00010,hsa01200,
ADPGK	interaction	C00668	2	NA	hsa00010,hsa01200,
C00221	interaction	ADPGK	2	NA	hsa00010,hsa01200,
ADPGK	interaction	C00221	1	hsa00010	hsa00010
ADPGK	interaction	C01172	2	NA	hsa00010,hsa01200,
C01172	interaction	ADPGK	1	hsa00010	hsa00010
C01159	interaction	MINPP1	1	hsa00010	hsa00010
MINPP1	interaction	C00631	1	hsa00010	hsa00010
C00026	interaction	OGDH	1	hsa00020	hsa00020
C00026	interaction	OGDHL	1	hsa00020	hsa00020
C00068	interaction	OGDH	1	hsa00020	hsa00020
C00068	interaction	OGDHL	1	hsa00020	hsa00020
OGDH	interaction	C05381	1	hsa00020	hsa00020
OGDHL	interaction	C05381	1	hsa00020	hsa00020
C05381	interaction	OGDH	1	hsa00020	hsa00020
C05381	interaction	OGDHL	1	hsa00020	hsa00020
C15972	interaction	OGDH	1	hsa00020	hsa00020
C15972	interaction	OGDHL	1	hsa00020	hsa00020
OGDH	interaction	C16254	1	hsa00020	hsa00020
OGDHL	interaction	C16254	1	hsa00020	hsa00020
OGDH	interaction	C00068	1	hsa00020	hsa00020
OGDHL	interaction	C00068	1	hsa00020	hsa00020
C00091	interaction	DLST	1	hsa00020	hsa00020
DLST	interaction	C00091	1	hsa00020	hsa00020
C15973	interaction	DLST	1	hsa00020	hsa00020
DLST	interaction	C15973	1	hsa00020	hsa00020
DLST	interaction	C16254	1	hsa00020	hsa00020
C16254	interaction	DLST	1	hsa00020	hsa00020
C00042	interaction	SUCLG2	3	NA	hsa00020,hsa00640,hsa01200,
SUCLG2	interaction	C00042	3	NA	hsa00020,hsa00640,hsa01200,
C00042	interaction	SUCLG1	3	NA	hsa00020,hsa00640,hsa01200,
SUCLG1	interaction	C00042	3	NA	hsa00020,hsa00640,hsa01200,
C00042	interaction	SUCLA2	3	NA	hsa00020,hsa00640,hsa01200,
SUCLA2	interaction	C00042	3	NA	hsa00020,hsa00640,hsa01200,
SUCLG2	interaction	C00091	3	NA	hsa00020,hsa00640,hsa01200,
C00091	interaction	SUCLG2	3	NA	hsa00020,hsa00640,hsa01200,
SUCLG1	interaction	C00091	3	NA	hsa00020,hsa00640,hsa01200,
C00091	interaction	SUCLG1	3	NA	hsa00020,hsa00640,hsa01200,
SUCLA2	interaction	C00091	3	NA	hsa00020,hsa00640,hsa01200,
C00091	interaction	SUCLA2	3	NA	hsa00020,hsa00640,hsa01200,
C05379	interaction	IDH1	2	NA	hsa00020,hsa01210,
IDH1	interaction	C05379	2	NA	hsa00020,hsa01210,
C05379	interaction	IDH2	2	NA	hsa00020,hsa01210,
IDH2	interaction	C05379	2	NA	hsa00020,hsa01210,
IDH1	interaction	C00026	4	NA	hsa00020,hsa01200,hsa01210,hsa01230,
C00026	interaction	IDH1	2	NA	hsa00020,hsa01200,
IDH2	interaction	C00026	4	NA	hsa00020,hsa01200,hsa01210,hsa01230,
C00026	interaction	IDH2	2	NA	hsa00020,hsa01200,
C00311	interaction	IDH3A	3	NA	hsa00020,hsa01200,hsa01230,
IDH3A	interaction	C00311	2	NA	hsa00020,hsa01200,
C00311	interaction	IDH3B	3	NA	hsa00020,hsa01200,hsa01230,
IDH3B	interaction	C00311	2	NA	hsa00020,hsa01200,
C00311	interaction	IDH3G	3	NA	hsa00020,hsa01200,hsa01230,
IDH3G	interaction	C00311	2	NA	hsa00020,hsa01200,
IDH3A	interaction	C00026	3	NA	hsa00020,hsa01200,hsa01230,
C00026	interaction	IDH3A	2	NA	hsa00020,hsa01200,
IDH3B	interaction	C00026	3	NA	hsa00020,hsa01200,hsa01230,
C00026	interaction	IDH3B	2	NA	hsa00020,hsa01200,
IDH3G	interaction	C00026	3	NA	hsa00020,hsa01200,hsa01230,
C00026	interaction	IDH3G	2	NA	hsa00020,hsa01200,
C00311	interaction	IDH1	4	NA	hsa00020,hsa01200,hsa01210,hsa01230,
IDH1	interaction	C00311	2	NA	hsa00020,hsa01200,
C00311	interaction	IDH2	4	NA	hsa00020,hsa01200,hsa01210,hsa01230,
IDH2	interaction	C00311	2	NA	hsa00020,hsa01200,
C00036	interaction	ACLY	1	hsa00020	hsa00020
ACLY	interaction	C00036	1	hsa00020	hsa00020
C00024	interaction	ACLY	1	hsa00020	hsa00020
ACLY	interaction	C00024	1	hsa00020	hsa00020
ACLY	interaction	C00158	1	hsa00020	hsa00020
C00158	interaction	ACLY	1	hsa00020	hsa00020
C00042	interaction	SDHA	2	NA	hsa00020,hsa01200,
SDHA	interaction	C00042	2	NA	hsa00020,hsa01200,
C00042	interaction	SDHB	2	NA	hsa00020,hsa01200,
SDHB	interaction	C00042	2	NA	hsa00020,hsa01200,
C00042	interaction	SDHC	2	NA	hsa00020,hsa01200,
SDHC	interaction	C00042	2	NA	hsa00020,hsa01200,
C00042	interaction	SDHD	2	NA	hsa00020,hsa01200,
SDHD	interaction	C00042	2	NA	hsa00020,hsa01200,
SDHA	interaction	C00122	2	NA	hsa00020,hsa01200,
C00122	interaction	SDHA	2	NA	hsa00020,hsa01200,
SDHB	interaction	C00122	2	NA	hsa00020,hsa01200,
C00122	interaction	SDHB	2	NA	hsa00020,hsa01200,
SDHC	interaction	C00122	2	NA	hsa00020,hsa01200,
C00122	interaction	SDHC	2	NA	hsa00020,hsa01200,
SDHD	interaction	C00122	2	NA	hsa00020,hsa01200,
C00122	interaction	SDHD	2	NA	hsa00020,hsa01200,
C00149	interaction	FH	3	NA	hsa00020,hsa00620,hsa01200,
FH	interaction	C00149	3	NA	hsa00020,hsa00620,hsa01200,
FH	interaction	C00122	3	NA	hsa00020,hsa00620,hsa01200,
C00122	interaction	FH	3	NA	hsa00020,hsa00620,hsa01200,
C00417	interaction	ACO1	3	NA	hsa00020,hsa00630,hsa01210,
ACO1	interaction	C00417	3	NA	hsa00020,hsa00630,hsa01210,
C00417	interaction	ACO2	3	NA	hsa00020,hsa00630,hsa01210,
ACO2	interaction	C00417	3	NA	hsa00020,hsa00630,hsa01210,
ACO1	interaction	C00311	5	NA	hsa00020,hsa00630,hsa01200,hsa01210,hsa01230,
C00311	interaction	ACO1	3	NA	hsa00020,hsa00630,hsa01200,
ACO2	interaction	C00311	5	NA	hsa00020,hsa00630,hsa01200,hsa01210,hsa01230,
C00311	interaction	ACO2	3	NA	hsa00020,hsa00630,hsa01200,
C00158	interaction	ACO1	5	NA	hsa00020,hsa00630,hsa01200,hsa01210,hsa01230,
ACO1	interaction	C00158	3	NA	hsa00020,hsa00630,hsa01200,
C00158	interaction	ACO2	5	NA	hsa00020,hsa00630,hsa01200,hsa01210,hsa01230,
ACO2	interaction	C00158	3	NA	hsa00020,hsa00630,hsa01200,
C00036	interaction	CS	5	NA	hsa00020,hsa00630,hsa01200,hsa01210,hsa01230,
CS	interaction	C00036	3	NA	hsa00020,hsa00630,hsa01200,
C00024	interaction	CS	2	NA	hsa00020,hsa01200,
CS	interaction	C00024	2	NA	hsa00020,hsa01200,
CS	interaction	C00158	5	NA	hsa00020,hsa00630,hsa01200,hsa01210,hsa01230,
C00158	interaction	CS	3	NA	hsa00020,hsa00630,hsa01200,
C00149	interaction	MDH1	4	NA	hsa00020,hsa00620,hsa00630,hsa01200,
MDH1	interaction	C00149	4	NA	hsa00020,hsa00620,hsa00630,hsa01200,
C00149	interaction	MDH2	4	NA	hsa00020,hsa00620,hsa00630,hsa01200,
MDH2	interaction	C00149	4	NA	hsa00020,hsa00620,hsa00630,hsa01200,
MDH1	interaction	C00036	4	NA	hsa00020,hsa00620,hsa00630,hsa01200,
C00036	interaction	MDH1	4	NA	hsa00020,hsa00620,hsa00630,hsa01200,
MDH2	interaction	C00036	4	NA	hsa00020,hsa00620,hsa00630,hsa01200,
C00036	interaction	MDH2	4	NA	hsa00020,hsa00620,hsa00630,hsa01200,
C00022	interaction	PC	4	NA	hsa00020,hsa00620,hsa01200,hsa01230,
PC	interaction	C00036	4	NA	hsa00020,hsa00620,hsa01200,hsa01230,
C01801	interaction	RBKS	1	hsa00030	hsa00030
RBKS	interaction	C01801	1	hsa00030	hsa00030
RBKS	interaction	C00673	1	hsa00030	hsa00030
C00673	interaction	RBKS	1	hsa00030	hsa00030
C00672	interaction	PGM2	1	hsa00030	hsa00030
PGM2	interaction	C00672	1	hsa00030	hsa00030
PGM2	interaction	C00673	1	hsa00030	hsa00030
C00673	interaction	PGM2	1	hsa00030	hsa00030
C00673	interaction	DERA	1	hsa00030	hsa00030
DERA	interaction	C00673	1	hsa00030	hsa00030
DERA	interaction	C00118	1	hsa00030	hsa00030
C00118	interaction	DERA	1	hsa00030	hsa00030
C00117	interaction	PRPS1L1	4	NA	hsa00030,hsa00230,hsa01200,hsa01230,
PRPS1L1	interaction	C00117	2	NA	hsa00030,hsa01200,
